Full_name,skin_name,Quality,Exterior,Price
爪子刀（★） | 传说 (崭新出厂),爪子刀（★） | 传说,隐秘,崭新出厂,19994.99
暗影双匕（★） | 表面淬火 (略有磨损),暗影双匕（★） | 表面淬火,隐秘,略有磨损,1486.00
AWP | 毛细血管 (崭新出厂),AWP | 毛细血管,军规级,崭新出厂,11.11
AWP | 毛细血管 (久经沙场),AWP | 毛细血管,军规级,久经沙场,1.13
AWP | 毛细血管 (破损不堪),AWP | 毛细血管,军规级,破损不堪,1.97
AWP | 毛细血管 (战痕累累),AWP | 毛细血管,军规级,战痕累累,1.19
AWP | 毛细血管 (略有磨损),AWP | 毛细血管,军规级,略有磨损,2.62
PP-野牛 | 买定离手 (崭新出厂),PP-野牛 | 买定离手,保密,崭新出厂,84.29
PP-野牛 | 买定离手 (久经沙场),PP-野牛 | 买定离手,保密,久经沙场,17.50
PP-野牛 | 买定离手 (破损不堪),PP-野牛 | 买定离手,保密,破损不堪,18.88
PP-野牛 | 买定离手 (战痕累累),PP-野牛 | 买定离手,保密,战痕累累,15.66
PP-野牛 | 买定离手 (略有磨损),PP-野牛 | 买定离手,保密,略有磨损,30.03
P2000 | 珊瑚树 (崭新出厂),P2000 | 珊瑚树,保密,崭新出厂,146.88
P2000 | 珊瑚树 (久经沙场),P2000 | 珊瑚树,保密,久经沙场,38.46
P2000 | 珊瑚树 (略有磨损),P2000 | 珊瑚树,保密,略有磨损,62.99
SG 553（纪念品） | 玩命职场 (崭新出厂),SG 553（纪念品） | 玩命职场,保密,崭新出厂,2388.88
SG 553（纪念品） | 玩命职场 (久经沙场),SG 553（纪念品） | 玩命职场,保密,久经沙场,597.59
SG 553（纪念品） | 玩命职场 (破损不堪),SG 553（纪念品） | 玩命职场,保密,破损不堪,
SG 553（纪念品） | 玩命职场 (战痕累累),SG 553（纪念品） | 玩命职场,保密,战痕累累,
SG 553（纪念品） | 玩命职场 (略有磨损),SG 553（纪念品） | 玩命职场,保密,略有磨损,1299.50
双持贝瑞塔 | 海斗士 (崭新出厂),双持贝瑞塔 | 海斗士,受限,崭新出厂,149.20
双持贝瑞塔 | 海斗士 (久经沙场),双持贝瑞塔 | 海斗士,受限,久经沙场,39.00
双持贝瑞塔 | 海斗士 (破损不堪),双持贝瑞塔 | 海斗士,受限,破损不堪,
双持贝瑞塔 | 海斗士 (战痕累累),双持贝瑞塔 | 海斗士,受限,战痕累累,
双持贝瑞塔 | 海斗士 (略有磨损),双持贝瑞塔 | 海斗士,受限,略有磨损,37.00
弯刀（★） | 大马士革钢 (崭新出厂),弯刀（★） | 大马士革钢,隐秘,崭新出厂,1444.00
弯刀（★） | 大马士革钢 (久经沙场),弯刀（★） | 大马士革钢,隐秘,久经沙场,1110.37
弯刀（★） | 大马士革钢 (破损不堪),弯刀（★） | 大马士革钢,隐秘,破损不堪,1020.96
弯刀（★） | 大马士革钢 (战痕累累),弯刀（★） | 大马士革钢,隐秘,战痕累累,
弯刀（★） | 大马士革钢 (略有磨损),弯刀（★） | 大马士革钢,隐秘,略有磨损,1320.00
MAC-10（StatTrak™） | 阿罗哈 (崭新出厂),MAC-10（StatTrak™） | 阿罗哈,军规级,崭新出厂,52.99
MAC-10（StatTrak™） | 阿罗哈 (久经沙场),MAC-10（StatTrak™） | 阿罗哈,军规级,久经沙场,32.69
MAC-10（StatTrak™） | 阿罗哈 (破损不堪),MAC-10（StatTrak™） | 阿罗哈,军规级,破损不堪,
MAC-10（StatTrak™） | 阿罗哈 (战痕累累),MAC-10（StatTrak™） | 阿罗哈,军规级,战痕累累,30.90
MAC-10（StatTrak™） | 阿罗哈 (略有磨损),MAC-10（StatTrak™） | 阿罗哈,军规级,略有磨损,32.26
AWP（StatTrak™） | 暴怒野兽 (崭新出厂),AWP（StatTrak™） | 暴怒野兽,隐秘,崭新出厂,2001.00
AWP（StatTrak™） | 暴怒野兽 (久经沙场),AWP（StatTrak™） | 暴怒野兽,隐秘,久经沙场,497.50
AWP（StatTrak™） | 暴怒野兽 (破损不堪),AWP（StatTrak™） | 暴怒野兽,隐秘,破损不堪,699.00
AWP（StatTrak™） | 暴怒野兽 (战痕累累),AWP（StatTrak™） | 暴怒野兽,隐秘,战痕累累,363.00
AWP（StatTrak™） | 暴怒野兽 (略有磨损),AWP（StatTrak™） | 暴怒野兽,隐秘,略有磨损,820.00
求生匕首（★） | 蓝钢 (崭新出厂),求生匕首（★） | 蓝钢,隐秘,崭新出厂,1888.00
求生匕首（★） | 蓝钢 (久经沙场),求生匕首（★） | 蓝钢,隐秘,久经沙场,1151.37
求生匕首（★） | 蓝钢 (破损不堪),求生匕首（★） | 蓝钢,隐秘,破损不堪,1080.00
求生匕首（★） | 蓝钢 (战痕累累),求生匕首（★） | 蓝钢,隐秘,战痕累累,970.00
求生匕首（★） | 蓝钢 (略有磨损),求生匕首（★） | 蓝钢,隐秘,略有磨损,1185.00
SG 553（纪念品） | 沙漠之花 (崭新出厂),SG 553（纪念品） | 沙漠之花,军规级,崭新出厂,4.88
SG 553（纪念品） | 沙漠之花 (久经沙场),SG 553（纪念品） | 沙漠之花,军规级,久经沙场,0.94
SG 553（纪念品） | 沙漠之花 (破损不堪),SG 553（纪念品） | 沙漠之花,军规级,破损不堪,2.43
SG 553（纪念品） | 沙漠之花 (战痕累累),SG 553（纪念品） | 沙漠之花,军规级,战痕累累,2.44
SG 553（纪念品） | 沙漠之花 (略有磨损),SG 553（纪念品） | 沙漠之花,军规级,略有磨损,2.11
FN57 | 怒氓 (崭新出厂),FN57 | 怒氓,隐秘,崭新出厂,76.23
FN57 | 怒氓 (久经沙场),FN57 | 怒氓,隐秘,久经沙场,19.35
FN57 | 怒氓 (破损不堪),FN57 | 怒氓,隐秘,破损不堪,26.50
FN57 | 怒氓 (战痕累累),FN57 | 怒氓,隐秘,战痕累累,22.10
FN57 | 怒氓 (略有磨损),FN57 | 怒氓,隐秘,略有磨损,38.10
P90 | 冰川网格 (崭新出厂),P90 | 冰川网格,军规级,崭新出厂,286.00
P90 | 冰川网格 (久经沙场),P90 | 冰川网格,军规级,久经沙场,28.00
P90 | 冰川网格 (破损不堪),P90 | 冰川网格,军规级,破损不堪,
P90 | 冰川网格 (战痕累累),P90 | 冰川网格,军规级,战痕累累,30.00
P90 | 冰川网格 (略有磨损),P90 | 冰川网格,军规级,略有磨损,37.06
AWP | 石墨黑 (崭新出厂),AWP | 石墨黑,保密,崭新出厂,1400.00
AWP | 石墨黑 (略有磨损),AWP | 石墨黑,保密,略有磨损,1340.00
SCAR-20 | 绿色陆战队 (崭新出厂),SCAR-20 | 绿色陆战队,军规级,崭新出厂,3.99
SCAR-20 | 绿色陆战队 (久经沙场),SCAR-20 | 绿色陆战队,军规级,久经沙场,1.04
SCAR-20 | 绿色陆战队 (破损不堪),SCAR-20 | 绿色陆战队,军规级,破损不堪,1.88
SCAR-20 | 绿色陆战队 (战痕累累),SCAR-20 | 绿色陆战队,军规级,战痕累累,2.10
SCAR-20 | 绿色陆战队 (略有磨损),SCAR-20 | 绿色陆战队,军规级,略有磨损,2.43
FN57（StatTrak™） | 三位一体 (崭新出厂),FN57（StatTrak™） | 三位一体,受限,崭新出厂,397.70
FN57（StatTrak™） | 三位一体 (久经沙场),FN57（StatTrak™） | 三位一体,受限,久经沙场,29.59
FN57（StatTrak™） | 三位一体 (破损不堪),FN57（StatTrak™） | 三位一体,受限,破损不堪,
FN57（StatTrak™） | 三位一体 (战痕累累),FN57（StatTrak™） | 三位一体,受限,战痕累累,
FN57（StatTrak™） | 三位一体 (略有磨损),FN57（StatTrak™） | 三位一体,受限,略有磨损,41.00
P90（StatTrak™） | 元女王 (崭新出厂),P90（StatTrak™） | 元女王,受限,崭新出厂,57.80
P90（StatTrak™） | 元女王 (久经沙场),P90（StatTrak™） | 元女王,受限,久经沙场,14.36
P90（StatTrak™） | 元女王 (破损不堪),P90（StatTrak™） | 元女王,受限,破损不堪,24.20
P90（StatTrak™） | 元女王 (战痕累累),P90（StatTrak™） | 元女王,受限,战痕累累,30.42
P90（StatTrak™） | 元女王 (略有磨损),P90（StatTrak™） | 元女王,受限,略有磨损,29.00
法玛斯 | 线路故障 (崭新出厂),法玛斯 | 线路故障,消费级,崭新出厂,2.96
法玛斯 | 线路故障 (久经沙场),法玛斯 | 线路故障,消费级,久经沙场,2.88
法玛斯 | 线路故障 (破损不堪),法玛斯 | 线路故障,消费级,破损不堪,2.90
法玛斯 | 线路故障 (战痕累累),法玛斯 | 线路故障,消费级,战痕累累,4.95
法玛斯 | 线路故障 (略有磨损),法玛斯 | 线路故障,消费级,略有磨损,3.90
MP7（StatTrak™） | 帝国 (崭新出厂),MP7（StatTrak™） | 帝国,受限,崭新出厂,90.00
MP7（StatTrak™） | 帝国 (久经沙场),MP7（StatTrak™） | 帝国,受限,久经沙场,26.29
MP7（StatTrak™） | 帝国 (破损不堪),MP7（StatTrak™） | 帝国,受限,破损不堪,
MP7（StatTrak™） | 帝国 (略有磨损),MP7（StatTrak™） | 帝国,受限,略有磨损,37.50
沙漠之鹰 | 噩梦之夜 (崭新出厂),沙漠之鹰 | 噩梦之夜,工业级,崭新出厂,444.00
沙漠之鹰 | 噩梦之夜 (久经沙场),沙漠之鹰 | 噩梦之夜,工业级,久经沙场,39.00
沙漠之鹰 | 噩梦之夜 (破损不堪),沙漠之鹰 | 噩梦之夜,工业级,破损不堪,38.00
沙漠之鹰 | 噩梦之夜 (战痕累累),沙漠之鹰 | 噩梦之夜,工业级,战痕累累,39.49
沙漠之鹰 | 噩梦之夜 (略有磨损),沙漠之鹰 | 噩梦之夜,工业级,略有磨损,44.12
AK-47（StatTrak™） | 美洲猛虎 (崭新出厂),AK-47（StatTrak™） | 美洲猛虎,隐秘,崭新出厂,3200.00
AK-47（StatTrak™） | 美洲猛虎 (久经沙场),AK-47（StatTrak™） | 美洲猛虎,隐秘,久经沙场,850.00
AK-47（StatTrak™） | 美洲猛虎 (破损不堪),AK-47（StatTrak™） | 美洲猛虎,隐秘,破损不堪,767.43
AK-47（StatTrak™） | 美洲猛虎 (战痕累累),AK-47（StatTrak™） | 美洲猛虎,隐秘,战痕累累,1388.00
AK-47（StatTrak™） | 美洲猛虎 (略有磨损),AK-47（StatTrak™） | 美洲猛虎,隐秘,略有磨损,1280.00
SG 553（StatTrak™） | 擎天神 (崭新出厂),SG 553（StatTrak™） | 擎天神,军规级,崭新出厂,6.39
SG 553（StatTrak™） | 擎天神 (久经沙场),SG 553（StatTrak™） | 擎天神,军规级,久经沙场,0.78
SG 553（StatTrak™） | 擎天神 (破损不堪),SG 553（StatTrak™） | 擎天神,军规级,破损不堪,3.95
SG 553（StatTrak™） | 擎天神 (战痕累累),SG 553（StatTrak™） | 擎天神,军规级,战痕累累,0.90
SG 553（StatTrak™） | 擎天神 (略有磨损),SG 553（StatTrak™） | 擎天神,军规级,略有磨损,2.00
AWP（StatTrak™） | 野火 (崭新出厂),AWP（StatTrak™） | 野火,隐秘,崭新出厂,2296.70
AWP（StatTrak™） | 野火 (久经沙场),AWP（StatTrak™） | 野火,隐秘,久经沙场,847.80
AWP（StatTrak™） | 野火 (破损不堪),AWP（StatTrak™） | 野火,隐秘,破损不堪,788.00
AWP（StatTrak™） | 野火 (战痕累累),AWP（StatTrak™） | 野火,隐秘,战痕累累,479.98
AWP（StatTrak™） | 野火 (略有磨损),AWP（StatTrak™） | 野火,隐秘,略有磨损,1343.25
MP5-SD | 磷光体 (崭新出厂),MP5-SD | 磷光体,保密,崭新出厂,59.10
MP5-SD | 磷光体 (久经沙场),MP5-SD | 磷光体,保密,久经沙场,23.90
MP5-SD | 磷光体 (破损不堪),MP5-SD | 磷光体,保密,破损不堪,25.00
MP5-SD | 磷光体 (战痕累累),MP5-SD | 磷光体,保密,战痕累累,22.18
MP5-SD | 磷光体 (略有磨损),MP5-SD | 磷光体,保密,略有磨损,31.88
格洛克 18 型 | 摩登时代 (崭新出厂),格洛克 18 型 | 摩登时代,保密,崭新出厂,62.00
格洛克 18 型 | 摩登时代 (久经沙场),格洛克 18 型 | 摩登时代,保密,久经沙场,23.62
格洛克 18 型 | 摩登时代 (破损不堪),格洛克 18 型 | 摩登时代,保密,破损不堪,22.90
格洛克 18 型 | 摩登时代 (战痕累累),格洛克 18 型 | 摩登时代,保密,战痕累累,19.40
格洛克 18 型 | 摩登时代 (略有磨损),格洛克 18 型 | 摩登时代,保密,略有磨损,36.00
法玛斯 | 奈芙蒂斯之河 (崭新出厂),法玛斯 | 奈芙蒂斯之河,保密,崭新出厂,1639.72
法玛斯 | 奈芙蒂斯之河 (久经沙场),法玛斯 | 奈芙蒂斯之河,保密,久经沙场,653.19
法玛斯 | 奈芙蒂斯之河 (破损不堪),法玛斯 | 奈芙蒂斯之河,保密,破损不堪,628.24
法玛斯 | 奈芙蒂斯之河 (战痕累累),法玛斯 | 奈芙蒂斯之河,保密,战痕累累,420.00
法玛斯 | 奈芙蒂斯之河 (略有磨损),法玛斯 | 奈芙蒂斯之河,保密,略有磨损,1197.80
SSG 08 | 通灵者 (崭新出厂),SSG 08 | 通灵者,军规级,崭新出厂,8.15
SSG 08 | 通灵者 (久经沙场),SSG 08 | 通灵者,军规级,久经沙场,3.44
SSG 08 | 通灵者 (破损不堪),SSG 08 | 通灵者,军规级,破损不堪,3.55
SSG 08 | 通灵者 (战痕累累),SSG 08 | 通灵者,军规级,战痕累累,4.40
SSG 08 | 通灵者 (略有磨损),SSG 08 | 通灵者,军规级,略有磨损,2.98
UMP-45 | 动量 (崭新出厂),UMP-45 | 动量,保密,崭新出厂,57.28
UMP-45 | 动量 (久经沙场),UMP-45 | 动量,保密,久经沙场,26.53
UMP-45 | 动量 (破损不堪),UMP-45 | 动量,保密,破损不堪,34.10
UMP-45 | 动量 (战痕累累),UMP-45 | 动量,保密,战痕累累,27.27
UMP-45 | 动量 (略有磨损),UMP-45 | 动量,保密,略有磨损,35.59
USP 消音版 | 绿色伞兵 (崭新出厂),USP 消音版 | 绿色伞兵,工业级,崭新出厂,87.00
USP 消音版 | 绿色伞兵 (久经沙场),USP 消音版 | 绿色伞兵,工业级,久经沙场,45.00
USP 消音版 | 绿色伞兵 (破损不堪),USP 消音版 | 绿色伞兵,工业级,破损不堪,86.03
USP 消音版 | 绿色伞兵 (战痕累累),USP 消音版 | 绿色伞兵,工业级,战痕累累,
USP 消音版 | 绿色伞兵 (略有磨损),USP 消音版 | 绿色伞兵,工业级,略有磨损,45.26
法玛斯（StatTrak™） | 退役 (崭新出厂),法玛斯（StatTrak™） | 退役,军规级,崭新出厂,15.50
法玛斯（StatTrak™） | 退役 (久经沙场),法玛斯（StatTrak™） | 退役,军规级,久经沙场,1.48
法玛斯（StatTrak™） | 退役 (破损不堪),法玛斯（StatTrak™） | 退役,军规级,破损不堪,1.59
法玛斯（StatTrak™） | 退役 (战痕累累),法玛斯（StatTrak™） | 退役,军规级,战痕累累,1.45
法玛斯（StatTrak™） | 退役 (略有磨损),法玛斯（StatTrak™） | 退役,军规级,略有磨损,3.13
穿肠刀（★） | 噩梦之夜 (崭新出厂),穿肠刀（★） | 噩梦之夜,隐秘,崭新出厂,
穿肠刀（★） | 噩梦之夜 (久经沙场),穿肠刀（★） | 噩梦之夜,隐秘,久经沙场,729.50
穿肠刀（★） | 噩梦之夜 (破损不堪),穿肠刀（★） | 噩梦之夜,隐秘,破损不堪,
穿肠刀（★） | 噩梦之夜 (战痕累累),穿肠刀（★） | 噩梦之夜,隐秘,战痕累累,740.00
穿肠刀（★） | 噩梦之夜 (略有磨损),穿肠刀（★） | 噩梦之夜,隐秘,略有磨损,1250.00
MAC-10 | 狂哮飓风 (崭新出厂),MAC-10 | 狂哮飓风,消费级,崭新出厂,
MAC-10 | 狂哮飓风 (久经沙场),MAC-10 | 狂哮飓风,消费级,久经沙场,10.79
MAC-10 | 狂哮飓风 (破损不堪),MAC-10 | 狂哮飓风,消费级,破损不堪,
MAC-10 | 狂哮飓风 (战痕累累),MAC-10 | 狂哮飓风,消费级,战痕累累,
MAC-10 | 狂哮飓风 (略有磨损),MAC-10 | 狂哮飓风,消费级,略有磨损,39.50
Tec-9（StatTrak™） | 剪纸 (崭新出厂),Tec-9（StatTrak™） | 剪纸,军规级,崭新出厂,136.88
Tec-9（StatTrak™） | 剪纸 (久经沙场),Tec-9（StatTrak™） | 剪纸,军规级,久经沙场,40.00
Tec-9（StatTrak™） | 剪纸 (破损不堪),Tec-9（StatTrak™） | 剪纸,军规级,破损不堪,
Tec-9（StatTrak™） | 剪纸 (战痕累累),Tec-9（StatTrak™） | 剪纸,军规级,战痕累累,24.65
Tec-9（StatTrak™） | 剪纸 (略有磨损),Tec-9（StatTrak™） | 剪纸,军规级,略有磨损,43.91
AK-47（StatTrak™） | 荒野反叛 (崭新出厂),AK-47（StatTrak™） | 荒野反叛,隐秘,崭新出厂,
AK-47（StatTrak™） | 荒野反叛 (久经沙场),AK-47（StatTrak™） | 荒野反叛,隐秘,久经沙场,588.00
AK-47（StatTrak™） | 荒野反叛 (破损不堪),AK-47（StatTrak™） | 荒野反叛,隐秘,破损不堪,
AK-47（StatTrak™） | 荒野反叛 (战痕累累),AK-47（StatTrak™） | 荒野反叛,隐秘,战痕累累,
AK-47（StatTrak™） | 荒野反叛 (略有磨损),AK-47（StatTrak™） | 荒野反叛,隐秘,略有磨损,1146.85
折刀（★） | 深红之网 (崭新出厂),折刀（★） | 深红之网,隐秘,崭新出厂,
折刀（★） | 深红之网 (久经沙场),折刀（★） | 深红之网,隐秘,久经沙场,854.00
折刀（★） | 深红之网 (破损不堪),折刀（★） | 深红之网,隐秘,破损不堪,875.00
折刀（★） | 深红之网 (战痕累累),折刀（★） | 深红之网,隐秘,战痕累累,
折刀（★） | 深红之网 (略有磨损),折刀（★） | 深红之网,隐秘,略有磨损,1197.71
格洛克 18 型 | 零食派对 (崭新出厂),格洛克 18 型 | 零食派对,保密,崭新出厂,135.50
格洛克 18 型 | 零食派对 (久经沙场),格洛克 18 型 | 零食派对,保密,久经沙场,23.70
格洛克 18 型 | 零食派对 (破损不堪),格洛克 18 型 | 零食派对,保密,破损不堪,22.43
格洛克 18 型 | 零食派对 (战痕累累),格洛克 18 型 | 零食派对,保密,战痕累累,21.58
格洛克 18 型 | 零食派对 (略有磨损),格洛克 18 型 | 零食派对,保密,略有磨损,40.00
海豹短刀（★ StatTrak™） | 狩猎网格 (久经沙场),海豹短刀（★ StatTrak™） | 狩猎网格,隐秘,久经沙场,1080.00
海豹短刀（★ StatTrak™） | 狩猎网格 (破损不堪),海豹短刀（★ StatTrak™） | 狩猎网格,隐秘,破损不堪,1066.00
海豹短刀（★ StatTrak™） | 狩猎网格 (战痕累累),海豹短刀（★ StatTrak™） | 狩猎网格,隐秘,战痕累累,1026.00
海豹短刀（★ StatTrak™） | 狩猎网格 (略有磨损),海豹短刀（★ StatTrak™） | 狩猎网格,隐秘,略有磨损,1050.00
CZ75 | 维多利亚 (崭新出厂),CZ75 | 维多利亚,隐秘,崭新出厂,74.32
CZ75 | 维多利亚 (久经沙场),CZ75 | 维多利亚,隐秘,久经沙场,33.29
CZ75 | 维多利亚 (破损不堪),CZ75 | 维多利亚,隐秘,破损不堪,
CZ75 | 维多利亚 (战痕累累),CZ75 | 维多利亚,隐秘,战痕累累,42.50
CZ75 | 维多利亚 (略有磨损),CZ75 | 维多利亚,隐秘,略有磨损,44.00
AK-47（StatTrak™） | 血腥运动 (崭新出厂),AK-47（StatTrak™） | 血腥运动,隐秘,崭新出厂,1972.04
AK-47（StatTrak™） | 血腥运动 (久经沙场),AK-47（StatTrak™） | 血腥运动,隐秘,久经沙场,1153.97
AK-47（StatTrak™） | 血腥运动 (破损不堪),AK-47（StatTrak™） | 血腥运动,隐秘,破损不堪,
AK-47（StatTrak™） | 血腥运动 (略有磨损),AK-47（StatTrak™） | 血腥运动,隐秘,略有磨损,1495.00
AK-47 | 迷踪秘境 (崭新出厂),AK-47 | 迷踪秘境,军规级,崭新出厂,6.09
AK-47 | 迷踪秘境 (久经沙场),AK-47 | 迷踪秘境,军规级,久经沙场,1.76
AK-47 | 迷踪秘境 (破损不堪),AK-47 | 迷踪秘境,军规级,破损不堪,4.00
AK-47 | 迷踪秘境 (战痕累累),AK-47 | 迷踪秘境,军规级,战痕累累,2.00
AK-47 | 迷踪秘境 (略有磨损),AK-47 | 迷踪秘境,军规级,略有磨损,2.94
SG 553 | 玩命职场 (崭新出厂),SG 553 | 玩命职场,保密,崭新出厂,2040.00
SG 553 | 玩命职场 (久经沙场),SG 553 | 玩命职场,保密,久经沙场,1157.83
SG 553 | 玩命职场 (破损不堪),SG 553 | 玩命职场,保密,破损不堪,999.00
SG 553 | 玩命职场 (战痕累累),SG 553 | 玩命职场,保密,战痕累累,
SG 553 | 玩命职场 (略有磨损),SG 553 | 玩命职场,保密,略有磨损,1580.24
求生匕首（★） | 夜色 (崭新出厂),求生匕首（★） | 夜色,隐秘,崭新出厂,
求生匕首（★） | 夜色 (久经沙场),求生匕首（★） | 夜色,隐秘,久经沙场,927.00
求生匕首（★） | 夜色 (破损不堪),求生匕首（★） | 夜色,隐秘,破损不堪,925.00
求生匕首（★） | 夜色 (战痕累累),求生匕首（★） | 夜色,隐秘,战痕累累,880.00
求生匕首（★） | 夜色 (略有磨损),求生匕首（★） | 夜色,隐秘,略有磨损,1180.00
Tec-9 | 剪纸 (崭新出厂),Tec-9 | 剪纸,军规级,崭新出厂,168.78
Tec-9 | 剪纸 (久经沙场),Tec-9 | 剪纸,军规级,久经沙场,26.68
Tec-9 | 剪纸 (破损不堪),Tec-9 | 剪纸,军规级,破损不堪,
Tec-9 | 剪纸 (战痕累累),Tec-9 | 剪纸,军规级,战痕累累,
Tec-9 | 剪纸 (略有磨损),Tec-9 | 剪纸,军规级,略有磨损,27.90
SSG 08 | 丛林虚线 (崭新出厂),SSG 08 | 丛林虚线,消费级,崭新出厂,
SSG 08 | 丛林虚线 (久经沙场),SSG 08 | 丛林虚线,消费级,久经沙场,3.99
SSG 08 | 丛林虚线 (破损不堪),SSG 08 | 丛林虚线,消费级,破损不堪,4.37
SSG 08 | 丛林虚线 (战痕累累),SSG 08 | 丛林虚线,消费级,战痕累累,2.98
SSG 08 | 丛林虚线 (略有磨损),SSG 08 | 丛林虚线,消费级,略有磨损,3.07
鲍伊猎刀（★） | 自由之手 (崭新出厂),鲍伊猎刀（★） | 自由之手,隐秘,崭新出厂,1385.00
鲍伊猎刀（★） | 自由之手 (久经沙场),鲍伊猎刀（★） | 自由之手,隐秘,久经沙场,1067.93
鲍伊猎刀（★） | 自由之手 (破损不堪),鲍伊猎刀（★） | 自由之手,隐秘,破损不堪,
鲍伊猎刀（★） | 自由之手 (战痕累累),鲍伊猎刀（★） | 自由之手,隐秘,战痕累累,50000.00
鲍伊猎刀（★） | 自由之手 (略有磨损),鲍伊猎刀（★） | 自由之手,隐秘,略有磨损,1255.00
FN57 | 狂野丛林 (崭新出厂),FN57 | 狂野丛林,消费级,崭新出厂,
FN57 | 狂野丛林 (久经沙场),FN57 | 狂野丛林,消费级,久经沙场,14.00
FN57 | 狂野丛林 (破损不堪),FN57 | 狂野丛林,消费级,破损不堪,7.82
FN57 | 狂野丛林 (战痕累累),FN57 | 狂野丛林,消费级,战痕累累,
FN57 | 狂野丛林 (略有磨损),FN57 | 狂野丛林,消费级,略有磨损,
AK-47（StatTrak™） | 红线 (久经沙场),AK-47（StatTrak™） | 红线,保密,久经沙场,309.85
AK-47（StatTrak™） | 红线 (破损不堪),AK-47（StatTrak™） | 红线,保密,破损不堪,329.00
AK-47（StatTrak™） | 红线 (战痕累累),AK-47（StatTrak™） | 红线,保密,战痕累累,178.02
AK-47（StatTrak™） | 红线 (略有磨损),AK-47（StatTrak™） | 红线,保密,略有磨损,1439.56
SSG 08 | 碧蓝雕文 (崭新出厂),SSG 08 | 碧蓝雕文,工业级,崭新出厂,6.30
SSG 08 | 碧蓝雕文 (久经沙场),SSG 08 | 碧蓝雕文,工业级,久经沙场,1.84
SSG 08 | 碧蓝雕文 (破损不堪),SSG 08 | 碧蓝雕文,工业级,破损不堪,1.42
SSG 08 | 碧蓝雕文 (战痕累累),SSG 08 | 碧蓝雕文,工业级,战痕累累,1.45
SSG 08 | 碧蓝雕文 (略有磨损),SSG 08 | 碧蓝雕文,工业级,略有磨损,2.66
MAC-10 | 渐变迪斯科 (崭新出厂),MAC-10 | 渐变迪斯科,保密,崭新出厂,116.17
MAC-10 | 渐变迪斯科 (久经沙场),MAC-10 | 渐变迪斯科,保密,久经沙场,18.55
MAC-10 | 渐变迪斯科 (破损不堪),MAC-10 | 渐变迪斯科,保密,破损不堪,14.99
MAC-10 | 渐变迪斯科 (战痕累累),MAC-10 | 渐变迪斯科,保密,战痕累累,11.08
MAC-10 | 渐变迪斯科 (略有磨损),MAC-10 | 渐变迪斯科,保密,略有磨损,35.34
M4A1 消音型（StatTrak™） | 金蛇缠绕 (崭新出厂),M4A1 消音型（StatTrak™） | 金蛇缠绕,隐秘,崭新出厂,2496.50
M4A1 消音型（StatTrak™） | 金蛇缠绕 (久经沙场),M4A1 消音型（StatTrak™） | 金蛇缠绕,隐秘,久经沙场,706.16
M4A1 消音型（StatTrak™） | 金蛇缠绕 (破损不堪),M4A1 消音型（StatTrak™） | 金蛇缠绕,隐秘,破损不堪,660.00
M4A1 消音型（StatTrak™） | 金蛇缠绕 (战痕累累),M4A1 消音型（StatTrak™） | 金蛇缠绕,隐秘,战痕累累,496.98
M4A1 消音型（StatTrak™） | 金蛇缠绕 (略有磨损),M4A1 消音型（StatTrak™） | 金蛇缠绕,隐秘,略有磨损,1296.70
海豹短刀（★） | 枯焦之色 (崭新出厂),海豹短刀（★） | 枯焦之色,隐秘,崭新出厂,
海豹短刀（★） | 枯焦之色 (久经沙场),海豹短刀（★） | 枯焦之色,隐秘,久经沙场,1083.50
海豹短刀（★） | 枯焦之色 (破损不堪),海豹短刀（★） | 枯焦之色,隐秘,破损不堪,
海豹短刀（★） | 枯焦之色 (战痕累累),海豹短刀（★） | 枯焦之色,隐秘,战痕累累,1015.00
海豹短刀（★） | 枯焦之色 (略有磨损),海豹短刀（★） | 枯焦之色,隐秘,略有磨损,1070.00
格洛克 18 型（StatTrak™） | 钢铁禁锢 (崭新出厂),格洛克 18 型（StatTrak™） | 钢铁禁锢,受限,崭新出厂,75.99
格洛克 18 型（StatTrak™） | 钢铁禁锢 (久经沙场),格洛克 18 型（StatTrak™） | 钢铁禁锢,受限,久经沙场,
格洛克 18 型（StatTrak™） | 钢铁禁锢 (略有磨损),格洛克 18 型（StatTrak™） | 钢铁禁锢,受限,略有磨损,46.85
加利尔 AR | 破坏者 (崭新出厂),加利尔 AR | 破坏者,军规级,崭新出厂,6.64
加利尔 AR | 破坏者 (久经沙场),加利尔 AR | 破坏者,军规级,久经沙场,2.48
加利尔 AR | 破坏者 (破损不堪),加利尔 AR | 破坏者,军规级,破损不堪,2.73
加利尔 AR | 破坏者 (战痕累累),加利尔 AR | 破坏者,军规级,战痕累累,2.41
加利尔 AR | 破坏者 (略有磨损),加利尔 AR | 破坏者,军规级,略有磨损,3.00
MP7（StatTrak™） | 七彩斑斓 (崭新出厂),MP7（StatTrak™） | 七彩斑斓,受限,崭新出厂,80.00
MP7（StatTrak™） | 七彩斑斓 (久经沙场),MP7（StatTrak™） | 七彩斑斓,受限,久经沙场,19.50
MP7（StatTrak™） | 七彩斑斓 (破损不堪),MP7（StatTrak™） | 七彩斑斓,受限,破损不堪,30.00
MP7（StatTrak™） | 七彩斑斓 (战痕累累),MP7（StatTrak™） | 七彩斑斓,受限,战痕累累,
