Full_name,skin_name,Quality,Exterior,Price
穿肠刀（★） | 表面淬火 (破损不堪),穿肠刀（★） | 表面淬火,隐秘,破损不堪,1786.21
穿肠刀（★） | 表面淬火 (战痕累累),穿肠刀（★） | 表面淬火,隐秘,战痕累累,999.00
穿肠刀（★） | 表面淬火 (略有磨损),穿肠刀（★） | 表面淬火,隐秘,略有磨损,1150.00
M4A4（纪念品） | 主机 (崭新出厂),M4A4（纪念品） | 主机,工业级,崭新出厂,12.08
M4A4（纪念品） | 主机 (久经沙场),M4A4（纪念品） | 主机,工业级,久经沙场,5.93
M4A4（纪念品） | 主机 (破损不堪),M4A4（纪念品） | 主机,工业级,破损不堪,17.00
M4A4（纪念品） | 主机 (战痕累累),M4A4（纪念品） | 主机,工业级,战痕累累,13.05
M4A4（纪念品） | 主机 (略有磨损),M4A4（纪念品） | 主机,工业级,略有磨损,8.22
折叠刀（★） | 蓝钢 (崭新出厂),折叠刀（★） | 蓝钢,隐秘,崭新出厂,2688.88
折叠刀（★） | 蓝钢 (久经沙场),折叠刀（★） | 蓝钢,隐秘,久经沙场,1570.00
折叠刀（★） | 蓝钢 (破损不堪),折叠刀（★） | 蓝钢,隐秘,破损不堪,1450.00
折叠刀（★） | 蓝钢 (战痕累累),折叠刀（★） | 蓝钢,隐秘,战痕累累,1580.00
折叠刀（★） | 蓝钢 (略有磨损),折叠刀（★） | 蓝钢,隐秘,略有磨损,1688.00
SG 553（StatTrak™） | 三巨头 (崭新出厂),SG 553（StatTrak™） | 三巨头,受限,崭新出厂,31.78
SG 553（StatTrak™） | 三巨头 (久经沙场),SG 553（StatTrak™） | 三巨头,受限,久经沙场,3.90
SG 553（StatTrak™） | 三巨头 (破损不堪),SG 553（StatTrak™） | 三巨头,受限,破损不堪,4.00
SG 553（StatTrak™） | 三巨头 (战痕累累),SG 553（StatTrak™） | 三巨头,受限,战痕累累,3.05
SG 553（StatTrak™） | 三巨头 (略有磨损),SG 553（StatTrak™） | 三巨头,受限,略有磨损,8.80
弯刀（★） | 自动化 (崭新出厂),弯刀（★） | 自动化,隐秘,崭新出厂,3150.00
弯刀（★） | 自动化 (久经沙场),弯刀（★） | 自动化,隐秘,久经沙场,1395.20
弯刀（★） | 自动化 (破损不堪),弯刀（★） | 自动化,隐秘,破损不堪,1469.00
弯刀（★） | 自动化 (战痕累累),弯刀（★） | 自动化,隐秘,战痕累累,1339.00
弯刀（★） | 自动化 (略有磨损),弯刀（★） | 自动化,隐秘,略有磨损,1600.00
SG 553 | 辐射警告 (崭新出厂),SG 553 | 辐射警告,工业级,崭新出厂,13.50
SG 553 | 辐射警告 (久经沙场),SG 553 | 辐射警告,工业级,久经沙场,13.02
SG 553 | 辐射警告 (破损不堪),SG 553 | 辐射警告,工业级,破损不堪,
SG 553 | 辐射警告 (战痕累累),SG 553 | 辐射警告,工业级,战痕累累,37.52
SG 553 | 辐射警告 (略有磨损),SG 553 | 辐射警告,工业级,略有磨损,10.81
熊刀（★ StatTrak™） | 都市伪装 (崭新出厂),熊刀（★ StatTrak™） | 都市伪装,隐秘,崭新出厂,
熊刀（★ StatTrak™） | 都市伪装 (久经沙场),熊刀（★ StatTrak™） | 都市伪装,隐秘,久经沙场,1116.80
熊刀（★ StatTrak™） | 都市伪装 (破损不堪),熊刀（★ StatTrak™） | 都市伪装,隐秘,破损不堪,1200.00
熊刀（★ StatTrak™） | 都市伪装 (战痕累累),熊刀（★ StatTrak™） | 都市伪装,隐秘,战痕累累,1400.00
熊刀（★ StatTrak™） | 都市伪装 (略有磨损),熊刀（★ StatTrak™） | 都市伪装,隐秘,略有磨损,
G3SG1（StatTrak™） | 毒刺 (崭新出厂),G3SG1（StatTrak™） | 毒刺,受限,崭新出厂,23.36
G3SG1（StatTrak™） | 毒刺 (久经沙场),G3SG1（StatTrak™） | 毒刺,受限,久经沙场,4.19
G3SG1（StatTrak™） | 毒刺 (破损不堪),G3SG1（StatTrak™） | 毒刺,受限,破损不堪,7.00
G3SG1（StatTrak™） | 毒刺 (战痕累累),G3SG1（StatTrak™） | 毒刺,受限,战痕累累,4.74
G3SG1（StatTrak™） | 毒刺 (略有磨损),G3SG1（StatTrak™） | 毒刺,受限,略有磨损,10.00
流浪者匕首（★ StatTrak™） | 北方森林 (崭新出厂),流浪者匕首（★ StatTrak™） | 北方森林,隐秘,崭新出厂,
流浪者匕首（★ StatTrak™） | 北方森林 (久经沙场),流浪者匕首（★ StatTrak™） | 北方森林,隐秘,久经沙场,1567.43
流浪者匕首（★ StatTrak™） | 北方森林 (破损不堪),流浪者匕首（★ StatTrak™） | 北方森林,隐秘,破损不堪,
流浪者匕首（★ StatTrak™） | 北方森林 (战痕累累),流浪者匕首（★ StatTrak™） | 北方森林,隐秘,战痕累累,
流浪者匕首（★ StatTrak™） | 北方森林 (略有磨损),流浪者匕首（★ StatTrak™） | 北方森林,隐秘,略有磨损,
G3SG1（StatTrak™） | 血腥迷彩 (崭新出厂),G3SG1（StatTrak™） | 血腥迷彩,军规级,崭新出厂,14.06
G3SG1（StatTrak™） | 血腥迷彩 (久经沙场),G3SG1（StatTrak™） | 血腥迷彩,军规级,久经沙场,3.26
G3SG1（StatTrak™） | 血腥迷彩 (破损不堪),G3SG1（StatTrak™） | 血腥迷彩,军规级,破损不堪,2.71
G3SG1（StatTrak™） | 血腥迷彩 (战痕累累),G3SG1（StatTrak™） | 血腥迷彩,军规级,战痕累累,2.11
G3SG1（StatTrak™） | 血腥迷彩 (略有磨损),G3SG1（StatTrak™） | 血腥迷彩,军规级,略有磨损,8.80
弯刀（★） | 表面淬火 (崭新出厂),弯刀（★） | 表面淬火,隐秘,崭新出厂,2500.00
弯刀（★） | 表面淬火 (久经沙场),弯刀（★） | 表面淬火,隐秘,久经沙场,1309.69
弯刀（★） | 表面淬火 (破损不堪),弯刀（★） | 表面淬火,隐秘,破损不堪,1178.00
弯刀（★） | 表面淬火 (战痕累累),弯刀（★） | 表面淬火,隐秘,战痕累累,1124.70
弯刀（★） | 表面淬火 (略有磨损),弯刀（★） | 表面淬火,隐秘,略有磨损,1650.00
法玛斯 | 神经网 (崭新出厂),法玛斯 | 神经网,受限,崭新出厂,14.02
法玛斯 | 神经网 (久经沙场),法玛斯 | 神经网,受限,久经沙场,4.39
法玛斯 | 神经网 (破损不堪),法玛斯 | 神经网,受限,破损不堪,11.46
法玛斯 | 神经网 (战痕累累),法玛斯 | 神经网,受限,战痕累累,5.32
法玛斯 | 神经网 (略有磨损),法玛斯 | 神经网,受限,略有磨损,7.01
流浪者匕首（★ StatTrak™） | 森林 DDPAT (久经沙场),流浪者匕首（★ StatTrak™） | 森林 DDPAT,隐秘,久经沙场,1185.00
流浪者匕首（★ StatTrak™） | 森林 DDPAT (破损不堪),流浪者匕首（★ StatTrak™） | 森林 DDPAT,隐秘,破损不堪,
流浪者匕首（★ StatTrak™） | 森林 DDPAT (战痕累累),流浪者匕首（★ StatTrak™） | 森林 DDPAT,隐秘,战痕累累,
流浪者匕首（★ StatTrak™） | 森林 DDPAT (略有磨损),流浪者匕首（★ StatTrak™） | 森林 DDPAT,隐秘,略有磨损,1750.00
SG 553 | 豹灯蛾 (崭新出厂),SG 553 | 豹灯蛾,受限,崭新出厂,13.99
SG 553 | 豹灯蛾 (久经沙场),SG 553 | 豹灯蛾,受限,久经沙场,4.02
SG 553 | 豹灯蛾 (破损不堪),SG 553 | 豹灯蛾,受限,破损不堪,4.66
SG 553 | 豹灯蛾 (战痕累累),SG 553 | 豹灯蛾,受限,战痕累累,3.85
SG 553 | 豹灯蛾 (略有磨损),SG 553 | 豹灯蛾,受限,略有磨损,8.39
折叠刀（★） | 人工染色 (崭新出厂),折叠刀（★） | 人工染色,隐秘,崭新出厂,2145.00
折叠刀（★） | 人工染色 (久经沙场),折叠刀（★） | 人工染色,隐秘,久经沙场,1515.00
折叠刀（★） | 人工染色 (破损不堪),折叠刀（★） | 人工染色,隐秘,破损不堪,1380.00
折叠刀（★） | 人工染色 (战痕累累),折叠刀（★） | 人工染色,隐秘,战痕累累,1335.00
折叠刀（★） | 人工染色 (略有磨损),折叠刀（★） | 人工染色,隐秘,略有磨损,1596.00
AUG | 穆拉诺之蓝 (崭新出厂),AUG | 穆拉诺之蓝,消费级,崭新出厂,21.90
AUG | 穆拉诺之蓝 (久经沙场),AUG | 穆拉诺之蓝,消费级,久经沙场,6.00
AUG | 穆拉诺之蓝 (破损不堪),AUG | 穆拉诺之蓝,消费级,破损不堪,4.99
AUG | 穆拉诺之蓝 (战痕累累),AUG | 穆拉诺之蓝,消费级,战痕累累,5.43
AUG | 穆拉诺之蓝 (略有磨损),AUG | 穆拉诺之蓝,消费级,略有磨损,9.29
刺刀（★） | 狩猎网格 (崭新出厂),刺刀（★） | 狩猎网格,隐秘,崭新出厂,2950.00
刺刀（★） | 狩猎网格 (久经沙场),刺刀（★） | 狩猎网格,隐秘,久经沙场,1631.26
刺刀（★） | 狩猎网格 (破损不堪),刺刀（★） | 狩猎网格,隐秘,破损不堪,1660.67
刺刀（★） | 狩猎网格 (战痕累累),刺刀（★） | 狩猎网格,隐秘,战痕累累,1699.00
刺刀（★） | 狩猎网格 (略有磨损),刺刀（★） | 狩猎网格,隐秘,略有磨损,1890.00
流浪者匕首（★ StatTrak™） | 夜色 (久经沙场),流浪者匕首（★ StatTrak™） | 夜色,隐秘,久经沙场,1692.91
流浪者匕首（★ StatTrak™） | 夜色 (破损不堪),流浪者匕首（★ StatTrak™） | 夜色,隐秘,破损不堪,
流浪者匕首（★ StatTrak™） | 夜色 (战痕累累),流浪者匕首（★ StatTrak™） | 夜色,隐秘,战痕累累,1490.00
流浪者匕首（★ StatTrak™） | 夜色 (略有磨损),流浪者匕首（★ StatTrak™） | 夜色,隐秘,略有磨损,2999.00
加利尔 AR | 深红海啸 (崭新出厂),加利尔 AR | 深红海啸,受限,崭新出厂,13.90
加利尔 AR | 深红海啸 (久经沙场),加利尔 AR | 深红海啸,受限,久经沙场,7.16
加利尔 AR | 深红海啸 (破损不堪),加利尔 AR | 深红海啸,受限,破损不堪,8.78
加利尔 AR | 深红海啸 (战痕累累),加利尔 AR | 深红海啸,受限,战痕累累,9.89
加利尔 AR | 深红海啸 (略有磨损),加利尔 AR | 深红海啸,受限,略有磨损,9.54
猎杀者匕首（★ StatTrak™） | 自由之手 (崭新出厂),猎杀者匕首（★ StatTrak™） | 自由之手,隐秘,崭新出厂,1980.00
猎杀者匕首（★ StatTrak™） | 自由之手 (久经沙场),猎杀者匕首（★ StatTrak™） | 自由之手,隐秘,久经沙场,
猎杀者匕首（★ StatTrak™） | 自由之手 (破损不堪),猎杀者匕首（★ StatTrak™） | 自由之手,隐秘,破损不堪,
猎杀者匕首（★ StatTrak™） | 自由之手 (战痕累累),猎杀者匕首（★ StatTrak™） | 自由之手,隐秘,战痕累累,
猎杀者匕首（★ StatTrak™） | 自由之手 (略有磨损),猎杀者匕首（★ StatTrak™） | 自由之手,隐秘,略有磨损,1798.00
鲍伊猎刀（★） | 自动化 (崭新出厂),鲍伊猎刀（★） | 自动化,隐秘,崭新出厂,2998.00
鲍伊猎刀（★） | 自动化 (久经沙场),鲍伊猎刀（★） | 自动化,隐秘,久经沙场,1567.43
鲍伊猎刀（★） | 自动化 (破损不堪),鲍伊猎刀（★） | 自动化,隐秘,破损不堪,
鲍伊猎刀（★） | 自动化 (战痕累累),鲍伊猎刀（★） | 自动化,隐秘,战痕累累,1285.71
鲍伊猎刀（★） | 自动化 (略有磨损),鲍伊猎刀（★） | 自动化,隐秘,略有磨损,1830.00
法玛斯 | 加州迷彩 (崭新出厂),法玛斯 | 加州迷彩,工业级,崭新出厂,12.84
法玛斯 | 加州迷彩 (久经沙场),法玛斯 | 加州迷彩,工业级,久经沙场,8.98
法玛斯 | 加州迷彩 (破损不堪),法玛斯 | 加州迷彩,工业级,破损不堪,28.81
法玛斯 | 加州迷彩 (战痕累累),法玛斯 | 加州迷彩,工业级,战痕累累,10.79
法玛斯 | 加州迷彩 (略有磨损),法玛斯 | 加州迷彩,工业级,略有磨损,10.00
猎杀者匕首（★ StatTrak™） | 致命紫罗兰 (崭新出厂),猎杀者匕首（★ StatTrak™） | 致命紫罗兰,隐秘,崭新出厂,
猎杀者匕首（★ StatTrak™） | 致命紫罗兰 (久经沙场),猎杀者匕首（★ StatTrak™） | 致命紫罗兰,隐秘,久经沙场,1050.00
猎杀者匕首（★ StatTrak™） | 致命紫罗兰 (破损不堪),猎杀者匕首（★ StatTrak™） | 致命紫罗兰,隐秘,破损不堪,
猎杀者匕首（★ StatTrak™） | 致命紫罗兰 (战痕累累),猎杀者匕首（★ StatTrak™） | 致命紫罗兰,隐秘,战痕累累,
猎杀者匕首（★ StatTrak™） | 致命紫罗兰 (略有磨损),猎杀者匕首（★ StatTrak™） | 致命紫罗兰,隐秘,略有磨损,1820.00
加利尔 AR（纪念品） | 冰核聚变 (崭新出厂),加利尔 AR（纪念品） | 冰核聚变,工业级,崭新出厂,63.26
加利尔 AR（纪念品） | 冰核聚变 (久经沙场),加利尔 AR（纪念品） | 冰核聚变,工业级,久经沙场,3.90
加利尔 AR（纪念品） | 冰核聚变 (破损不堪),加利尔 AR（纪念品） | 冰核聚变,工业级,破损不堪,8.89
加利尔 AR（纪念品） | 冰核聚变 (战痕累累),加利尔 AR（纪念品） | 冰核聚变,工业级,战痕累累,4.84
加利尔 AR（纪念品） | 冰核聚变 (略有磨损),加利尔 AR（纪念品） | 冰核聚变,工业级,略有磨损,9.89
折叠刀（★ StatTrak™） | 蓝钢 (崭新出厂),折叠刀（★ StatTrak™） | 蓝钢,隐秘,崭新出厂,
折叠刀（★ StatTrak™） | 蓝钢 (久经沙场),折叠刀（★ StatTrak™） | 蓝钢,隐秘,久经沙场,
折叠刀（★ StatTrak™） | 蓝钢 (破损不堪),折叠刀（★ StatTrak™） | 蓝钢,隐秘,破损不堪,1526.00
折叠刀（★ StatTrak™） | 蓝钢 (战痕累累),折叠刀（★ StatTrak™） | 蓝钢,隐秘,战痕累累,
折叠刀（★ StatTrak™） | 蓝钢 (略有磨损),折叠刀（★ StatTrak™） | 蓝钢,隐秘,略有磨损,1750.00
AWP | 冥界之河 (崭新出厂),AWP | 冥界之河,军规级,崭新出厂,19.98
AWP | 冥界之河 (久经沙场),AWP | 冥界之河,军规级,久经沙场,5.27
AWP | 冥界之河 (破损不堪),AWP | 冥界之河,军规级,破损不堪,10.57
AWP | 冥界之河 (战痕累累),AWP | 冥界之河,军规级,战痕累累,4.77
AWP | 冥界之河 (略有磨损),AWP | 冥界之河,军规级,略有磨损,9.27
穿肠刀（★） | 传说 (崭新出厂),穿肠刀（★） | 传说,隐秘,崭新出厂,2551.44
穿肠刀（★） | 传说 (久经沙场),穿肠刀（★） | 传说,隐秘,久经沙场,1413.87
穿肠刀（★） | 传说 (破损不堪),穿肠刀（★） | 传说,隐秘,破损不堪,
穿肠刀（★） | 传说 (战痕累累),穿肠刀（★） | 传说,隐秘,战痕累累,
穿肠刀（★） | 传说 (略有磨损),穿肠刀（★） | 传说,隐秘,略有磨损,1899.91
SG 553 | 青龙 (崭新出厂),SG 553 | 青龙,受限,崭新出厂,16.55
SG 553 | 青龙 (久经沙场),SG 553 | 青龙,受限,久经沙场,4.60
SG 553 | 青龙 (破损不堪),SG 553 | 青龙,受限,破损不堪,4.51
SG 553 | 青龙 (战痕累累),SG 553 | 青龙,受限,战痕累累,4.16
SG 553 | 青龙 (略有磨损),SG 553 | 青龙,受限,略有磨损,9.76
短剑（★ StatTrak™） | 北方森林 (崭新出厂),短剑（★ StatTrak™） | 北方森林,隐秘,崭新出厂,
短剑（★ StatTrak™） | 北方森林 (久经沙场),短剑（★ StatTrak™） | 北方森林,隐秘,久经沙场,1450.00
短剑（★ StatTrak™） | 北方森林 (破损不堪),短剑（★ StatTrak™） | 北方森林,隐秘,破损不堪,
短剑（★ StatTrak™） | 北方森林 (战痕累累),短剑（★ StatTrak™） | 北方森林,隐秘,战痕累累,1330.00
短剑（★ StatTrak™） | 北方森林 (略有磨损),短剑（★ StatTrak™） | 北方森林,隐秘,略有磨损,1688.00
SG 553（StatTrak™） | 幻影 (崭新出厂),SG 553（StatTrak™） | 幻影,受限,崭新出厂,23.65
SG 553（StatTrak™） | 幻影 (久经沙场),SG 553（StatTrak™） | 幻影,受限,久经沙场,5.82
SG 553（StatTrak™） | 幻影 (破损不堪),SG 553（StatTrak™） | 幻影,受限,破损不堪,5.91
SG 553（StatTrak™） | 幻影 (战痕累累),SG 553（StatTrak™） | 幻影,受限,战痕累累,4.86
SG 553（StatTrak™） | 幻影 (略有磨损),SG 553（StatTrak™） | 幻影,受限,略有磨损,10.06
流浪者匕首（★） | 都市伪装 (崭新出厂),流浪者匕首（★） | 都市伪装,隐秘,崭新出厂,3888.88
流浪者匕首（★） | 都市伪装 (久经沙场),流浪者匕首（★） | 都市伪装,隐秘,久经沙场,1403.00
流浪者匕首（★） | 都市伪装 (破损不堪),流浪者匕首（★） | 都市伪装,隐秘,破损不堪,1300.00
流浪者匕首（★） | 都市伪装 (战痕累累),流浪者匕首（★） | 都市伪装,隐秘,战痕累累,1147.85
流浪者匕首（★） | 都市伪装 (略有磨损),流浪者匕首（★） | 都市伪装,隐秘,略有磨损,1697.00
AWP | 蠕虫之神 (崭新出厂),AWP | 蠕虫之神,受限,崭新出厂,15.20
AWP | 蠕虫之神 (久经沙场),AWP | 蠕虫之神,受限,久经沙场,8.59
AWP | 蠕虫之神 (破损不堪),AWP | 蠕虫之神,受限,破损不堪,11.78
AWP | 蠕虫之神 (略有磨损),AWP | 蠕虫之神,受限,略有磨损,9.57
弯刀（★） | 屠夫 (崭新出厂),弯刀（★） | 屠夫,隐秘,崭新出厂,2119.98
弯刀（★） | 屠夫 (久经沙场),弯刀（★） | 屠夫,隐秘,久经沙场,
弯刀（★） | 屠夫 (略有磨损),弯刀（★） | 屠夫,隐秘,略有磨损,1857.14
SCAR-20（StatTrak™） | 撕起来 (崭新出厂),SCAR-20（StatTrak™） | 撕起来,军规级,崭新出厂,16.88
SCAR-20（StatTrak™） | 撕起来 (久经沙场),SCAR-20（StatTrak™） | 撕起来,军规级,久经沙场,4.57
SCAR-20（StatTrak™） | 撕起来 (破损不堪),SCAR-20（StatTrak™） | 撕起来,军规级,破损不堪,4.46
SCAR-20（StatTrak™） | 撕起来 (略有磨损),SCAR-20（StatTrak™） | 撕起来,军规级,略有磨损,10.39
流浪者匕首（★ StatTrak™） | 都市伪装 (崭新出厂),流浪者匕首（★ StatTrak™） | 都市伪装,隐秘,崭新出厂,
流浪者匕首（★ StatTrak™） | 都市伪装 (久经沙场),流浪者匕首（★ StatTrak™） | 都市伪装,隐秘,久经沙场,
流浪者匕首（★ StatTrak™） | 都市伪装 (破损不堪),流浪者匕首（★ StatTrak™） | 都市伪装,隐秘,破损不堪,1455.00
流浪者匕首（★ StatTrak™） | 都市伪装 (战痕累累),流浪者匕首（★ StatTrak™） | 都市伪装,隐秘,战痕累累,1550.00
流浪者匕首（★ StatTrak™） | 都市伪装 (略有磨损),流浪者匕首（★ StatTrak™） | 都市伪装,隐秘,略有磨损,2050.00
G3SG1 | 公海 (崭新出厂),G3SG1 | 公海,受限,崭新出厂,21.16
G3SG1 | 公海 (久经沙场),G3SG1 | 公海,受限,久经沙场,4.03
G3SG1 | 公海 (破损不堪),G3SG1 | 公海,受限,破损不堪,6.00
G3SG1 | 公海 (战痕累累),G3SG1 | 公海,受限,战痕累累,3.37
G3SG1 | 公海 (略有磨损),G3SG1 | 公海,受限,略有磨损,8.73
弯刀（★ StatTrak™） | 传说 (崭新出厂),弯刀（★ StatTrak™） | 传说,隐秘,崭新出厂,5400.00
弯刀（★ StatTrak™） | 传说 (久经沙场),弯刀（★ StatTrak™） | 传说,隐秘,久经沙场,
弯刀（★ StatTrak™） | 传说 (破损不堪),弯刀（★ StatTrak™） | 传说,隐秘,破损不堪,1600.00
弯刀（★ StatTrak™） | 传说 (战痕累累),弯刀（★ StatTrak™） | 传说,隐秘,战痕累累,
弯刀（★ StatTrak™） | 传说 (略有磨损),弯刀（★ StatTrak™） | 传说,隐秘,略有磨损,1870.00
加利尔 AR | 燕尾 (崭新出厂),加利尔 AR | 燕尾,军规级,崭新出厂,14.35
加利尔 AR | 燕尾 (久经沙场),加利尔 AR | 燕尾,军规级,久经沙场,8.00
加利尔 AR | 燕尾 (破损不堪),加利尔 AR | 燕尾,军规级,破损不堪,9.44
加利尔 AR | 燕尾 (战痕累累),加利尔 AR | 燕尾,军规级,战痕累累,9.09
加利尔 AR | 燕尾 (略有磨损),加利尔 AR | 燕尾,军规级,略有磨损,10.10
刺刀（★ StatTrak™） | 狩猎网格 (崭新出厂),刺刀（★ StatTrak™） | 狩猎网格,隐秘,崭新出厂,
刺刀（★ StatTrak™） | 狩猎网格 (久经沙场),刺刀（★ StatTrak™） | 狩猎网格,隐秘,久经沙场,1700.00
刺刀（★ StatTrak™） | 狩猎网格 (破损不堪),刺刀（★ StatTrak™） | 狩猎网格,隐秘,破损不堪,
刺刀（★ StatTrak™） | 狩猎网格 (战痕累累),刺刀（★ StatTrak™） | 狩猎网格,隐秘,战痕累累,1770.00
刺刀（★ StatTrak™） | 狩猎网格 (略有磨损),刺刀（★ StatTrak™） | 狩猎网格,隐秘,略有磨损,1888.00
熊刀（★ StatTrak™） | 北方森林 (久经沙场),熊刀（★ StatTrak™） | 北方森林,隐秘,久经沙场,2000.00
熊刀（★ StatTrak™） | 北方森林 (破损不堪),熊刀（★ StatTrak™） | 北方森林,隐秘,破损不堪,930.00
熊刀（★ StatTrak™） | 北方森林 (战痕累累),熊刀（★ StatTrak™） | 北方森林,隐秘,战痕累累,
熊刀（★ StatTrak™） | 北方森林 (略有磨损),熊刀（★ StatTrak™） | 北方森林,隐秘,略有磨损,1888.00
G3SG1（StatTrak™） | 特训地图 (崭新出厂),G3SG1（StatTrak™） | 特训地图,军规级,崭新出厂,23.80
G3SG1（StatTrak™） | 特训地图 (久经沙场),G3SG1（StatTrak™） | 特训地图,军规级,久经沙场,3.99
G3SG1（StatTrak™） | 特训地图 (破损不堪),G3SG1（StatTrak™） | 特训地图,军规级,破损不堪,4.88
G3SG1（StatTrak™） | 特训地图 (战痕累累),G3SG1（StatTrak™） | 特训地图,军规级,战痕累累,2.00
G3SG1（StatTrak™） | 特训地图 (略有磨损),G3SG1（StatTrak™） | 特训地图,军规级,略有磨损,9.19
弯刀（★） | 传说 (崭新出厂),弯刀（★） | 传说,隐秘,崭新出厂,2399.00
弯刀（★） | 传说 (久经沙场),弯刀（★） | 传说,隐秘,久经沙场,1500.00
弯刀（★） | 传说 (破损不堪),弯刀（★） | 传说,隐秘,破损不堪,
弯刀（★） | 传说 (战痕累累),弯刀（★） | 传说,隐秘,战痕累累,1280.00
弯刀（★） | 传说 (略有磨损),弯刀（★） | 传说,隐秘,略有磨损,1850.00
SG 553（纪念品） | 鳄鱼网格 (崭新出厂),SG 553（纪念品） | 鳄鱼网格,工业级,崭新出厂,29.58
SG 553（纪念品） | 鳄鱼网格 (久经沙场),SG 553（纪念品） | 鳄鱼网格,工业级,久经沙场,4.70
SG 553（纪念品） | 鳄鱼网格 (破损不堪),SG 553（纪念品） | 鳄鱼网格,工业级,破损不堪,12.35
SG 553（纪念品） | 鳄鱼网格 (战痕累累),SG 553（纪念品） | 鳄鱼网格,工业级,战痕累累,6.97
SG 553（纪念品） | 鳄鱼网格 (略有磨损),SG 553（纪念品） | 鳄鱼网格,工业级,略有磨损,10.69
流浪者匕首（★） | 夜色 (崭新出厂),流浪者匕首（★） | 夜色,隐秘,崭新出厂,
流浪者匕首（★） | 夜色 (久经沙场),流浪者匕首（★） | 夜色,隐秘,久经沙场,1489.23
流浪者匕首（★） | 夜色 (破损不堪),流浪者匕首（★） | 夜色,隐秘,破损不堪,1347.65
流浪者匕首（★） | 夜色 (战痕累累),流浪者匕首（★） | 夜色,隐秘,战痕累累,1262.00
流浪者匕首（★） | 夜色 (略有磨损),流浪者匕首（★） | 夜色,隐秘,略有磨损,1849.00
G3SG1（StatTrak™） | 净化者 (崭新出厂),G3SG1（StatTrak™） | 净化者,受限,崭新出厂,22.45
G3SG1（StatTrak™） | 净化者 (久经沙场),G3SG1（StatTrak™） | 净化者,受限,久经沙场,6.68
G3SG1（StatTrak™） | 净化者 (破损不堪),G3SG1（StatTrak™） | 净化者,受限,破损不堪,9.67
G3SG1（StatTrak™） | 净化者 (战痕累累),G3SG1（StatTrak™） | 净化者,受限,战痕累累,6.30
G3SG1（StatTrak™） | 净化者 (略有磨损),G3SG1（StatTrak™） | 净化者,受限,略有磨损,11.40
穿肠刀（★ StatTrak™） | 深红之网 (崭新出厂),穿肠刀（★ StatTrak™） | 深红之网,隐秘,崭新出厂,
穿肠刀（★ StatTrak™） | 深红之网 (久经沙场),穿肠刀（★ StatTrak™） | 深红之网,隐秘,久经沙场,1199.00
穿肠刀（★ StatTrak™） | 深红之网 (破损不堪),穿肠刀（★ StatTrak™） | 深红之网,隐秘,破损不堪,
穿肠刀（★ StatTrak™） | 深红之网 (战痕累累),穿肠刀（★ StatTrak™） | 深红之网,隐秘,战痕累累,
穿肠刀（★ StatTrak™） | 深红之网 (略有磨损),穿肠刀（★ StatTrak™） | 深红之网,隐秘,略有磨损,2488.00
加利尔 AR（StatTrak™） | 凤凰商号 (崭新出厂),加利尔 AR（StatTrak™） | 凤凰商号,受限,崭新出厂,21.49
加利尔 AR（StatTrak™） | 凤凰商号 (久经沙场),加利尔 AR（StatTrak™） | 凤凰商号,受限,久经沙场,4.88
加利尔 AR（StatTrak™） | 凤凰商号 (破损不堪),加利尔 AR（StatTrak™） | 凤凰商号,受限,破损不堪,4.45
加利尔 AR（StatTrak™） | 凤凰商号 (战痕累累),加利尔 AR（StatTrak™） | 凤凰商号,受限,战痕累累,3.84
加利尔 AR（StatTrak™） | 凤凰商号 (略有磨损),加利尔 AR（StatTrak™） | 凤凰商号,受限,略有磨损,14.24
求生匕首（★ StatTrak™） | 森林 DDPAT (崭新出厂),求生匕首（★ StatTrak™） | 森林 DDPAT,隐秘,崭新出厂,
求生匕首（★ StatTrak™） | 森林 DDPAT (久经沙场),求生匕首（★ StatTrak™） | 森林 DDPAT,隐秘,久经沙场,899.00
求生匕首（★ StatTrak™） | 森林 DDPAT (破损不堪),求生匕首（★ StatTrak™） | 森林 DDPAT,隐秘,破损不堪,
求生匕首（★ StatTrak™） | 森林 DDPAT (战痕累累),求生匕首（★ StatTrak™） | 森林 DDPAT,隐秘,战痕累累,
求生匕首（★ StatTrak™） | 森林 DDPAT (略有磨损),求生匕首（★ StatTrak™） | 森林 DDPAT,隐秘,略有磨损,1900.00
暗影双匕（★） | 渐变大理石 (崭新出厂),暗影双匕（★） | 渐变大理石,隐秘,崭新出厂,1578.80
暗影双匕（★） | 渐变大理石 (略有磨损),暗影双匕（★） | 渐变大理石,隐秘,略有磨损,1888.00
AUG（StatTrak™） | 瘟疫 (崭新出厂),AUG（StatTrak™） | 瘟疫,军规级,崭新出厂,19.50
AUG（StatTrak™） | 瘟疫 (久经沙场),AUG（StatTrak™） | 瘟疫,军规级,久经沙场,6.35
AUG（StatTrak™） | 瘟疫 (破损不堪),AUG（StatTrak™） | 瘟疫,军规级,破损不堪,
AUG（StatTrak™） | 瘟疫 (战痕累累),AUG（StatTrak™） | 瘟疫,军规级,战痕累累,3.79
AUG（StatTrak™） | 瘟疫 (略有磨损),AUG（StatTrak™） | 瘟疫,军规级,略有磨损,11.00
折叠刀（★） | 澄澈之水 (崭新出厂),折叠刀（★） | 澄澈之水,隐秘,崭新出厂,2120.00
