Full_name,skin_name,Quality,Exterior,Price
M4A4（StatTrak™） | 赛博 (崭新出厂),M4A4（StatTrak™） | 赛博,保密,崭新出厂,684.25
PP-野牛（StatTrak™） | 买定离手 (崭新出厂),PP-野牛（StatTrak™） | 买定离手,保密,崭新出厂,258.87
PP-野牛（StatTrak™） | 买定离手 (久经沙场),PP-野牛（StatTrak™） | 买定离手,保密,久经沙场,42.19
PP-野牛（StatTrak™） | 买定离手 (破损不堪),PP-野牛（StatTrak™） | 买定离手,保密,破损不堪,40.37
PP-野牛（StatTrak™） | 买定离手 (战痕累累),PP-野牛（StatTrak™） | 买定离手,保密,战痕累累,53.93
PP-野牛（StatTrak™） | 买定离手 (略有磨损),PP-野牛（StatTrak™） | 买定离手,保密,略有磨损,84.99
G3SG1 | 梦之林地 (崭新出厂),G3SG1 | 梦之林地,受限,崭新出厂,13.97
G3SG1 | 梦之林地 (久经沙场),G3SG1 | 梦之林地,受限,久经沙场,2.03
G3SG1 | 梦之林地 (破损不堪),G3SG1 | 梦之林地,受限,破损不堪,1.63
G3SG1 | 梦之林地 (战痕累累),G3SG1 | 梦之林地,受限,战痕累累,1.51
G3SG1 | 梦之林地 (略有磨损),G3SG1 | 梦之林地,受限,略有磨损,4.72
AK-47 | X 射线 (崭新出厂),AK-47 | X 射线,隐秘,崭新出厂,17269.99
AK-47 | X 射线 (久经沙场),AK-47 | X 射线,隐秘,久经沙场,6159.14
AK-47 | X 射线 (破损不堪),AK-47 | X 射线,隐秘,破损不堪,3350.00
AK-47 | X 射线 (战痕累累),AK-47 | X 射线,隐秘,战痕累累,2399.00
AK-47 | X 射线 (略有磨损),AK-47 | X 射线,隐秘,略有磨损,9763.63
UMP-45（StatTrak™） | 动量 (崭新出厂),UMP-45（StatTrak™） | 动量,保密,崭新出厂,138.22
UMP-45（StatTrak™） | 动量 (久经沙场),UMP-45（StatTrak™） | 动量,保密,久经沙场,54.32
UMP-45（StatTrak™） | 动量 (破损不堪),UMP-45（StatTrak™） | 动量,保密,破损不堪,44.50
UMP-45（StatTrak™） | 动量 (战痕累累),UMP-45（StatTrak™） | 动量,保密,战痕累累,
UMP-45（StatTrak™） | 动量 (略有磨损),UMP-45（StatTrak™） | 动量,保密,略有磨损,84.15
Tec-9 | 钛片 (崭新出厂),Tec-9 | 钛片,受限,崭新出厂,132.23
Tec-9 | 钛片 (久经沙场),Tec-9 | 钛片,受限,久经沙场,100.00
Tec-9 | 钛片 (略有磨损),Tec-9 | 钛片,受限,略有磨损,63.51
弯刀（★ StatTrak™） | 致命紫罗兰 (崭新出厂),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,崭新出厂,
弯刀（★ StatTrak™） | 致命紫罗兰 (久经沙场),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,久经沙场,1288.00
弯刀（★ StatTrak™） | 致命紫罗兰 (破损不堪),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,破损不堪,
弯刀（★ StatTrak™） | 致命紫罗兰 (战痕累累),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,战痕累累,997.50
弯刀（★ StatTrak™） | 致命紫罗兰 (略有磨损),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,略有磨损,
SSG 08 | 无尽深海 (崭新出厂),SSG 08 | 无尽深海,军规级,崭新出厂,24.40
SSG 08 | 无尽深海 (久经沙场),SSG 08 | 无尽深海,军规级,久经沙场,1.77
SSG 08 | 无尽深海 (破损不堪),SSG 08 | 无尽深海,军规级,破损不堪,1.18
SSG 08 | 无尽深海 (战痕累累),SSG 08 | 无尽深海,军规级,战痕累累,1.92
SSG 08 | 无尽深海 (略有磨损),SSG 08 | 无尽深海,军规级,略有磨损,5.29
AK-47 | 火蛇 (崭新出厂),AK-47 | 火蛇,隐秘,崭新出厂,19519.00
AK-47 | 火蛇 (久经沙场),AK-47 | 火蛇,隐秘,久经沙场,6349.00
AK-47 | 火蛇 (破损不堪),AK-47 | 火蛇,隐秘,破损不堪,5399.99
AK-47 | 火蛇 (战痕累累),AK-47 | 火蛇,隐秘,战痕累累,4200.00
AK-47 | 火蛇 (略有磨损),AK-47 | 火蛇,隐秘,略有磨损,9749.00
Tec-9 | 上古图腾 (崭新出厂),Tec-9 | 上古图腾,军规级,崭新出厂,69.80
Tec-9 | 上古图腾 (久经沙场),Tec-9 | 上古图腾,军规级,久经沙场,59.90
Tec-9 | 上古图腾 (破损不堪),Tec-9 | 上古图腾,军规级,破损不堪,
Tec-9 | 上古图腾 (战痕累累),Tec-9 | 上古图腾,军规级,战痕累累,
Tec-9 | 上古图腾 (略有磨损),Tec-9 | 上古图腾,军规级,略有磨损,66.00
短剑（★） | 狩猎网格 (崭新出厂),短剑（★） | 狩猎网格,隐秘,崭新出厂,
短剑（★） | 狩猎网格 (久经沙场),短剑（★） | 狩猎网格,隐秘,久经沙场,1350.00
短剑（★） | 狩猎网格 (破损不堪),短剑（★） | 狩猎网格,隐秘,破损不堪,1360.00
短剑（★） | 狩猎网格 (战痕累累),短剑（★） | 狩猎网格,隐秘,战痕累累,1335.30
短剑（★） | 狩猎网格 (略有磨损),短剑（★） | 狩猎网格,隐秘,略有磨损,1480.00
AUG（纪念品） | 殖民侵略者 (崭新出厂),AUG（纪念品） | 殖民侵略者,消费级,崭新出厂,120.00
AUG（纪念品） | 殖民侵略者 (久经沙场),AUG（纪念品） | 殖民侵略者,消费级,久经沙场,1.23
AUG（纪念品） | 殖民侵略者 (破损不堪),AUG（纪念品） | 殖民侵略者,消费级,破损不堪,2.56
AUG（纪念品） | 殖民侵略者 (战痕累累),AUG（纪念品） | 殖民侵略者,消费级,战痕累累,4.70
AUG（纪念品） | 殖民侵略者 (略有磨损),AUG（纪念品） | 殖民侵略者,消费级,略有磨损,4.80
MAC-10（StatTrak™） | 玩具盒子 (崭新出厂),MAC-10（StatTrak™） | 玩具盒子,保密,崭新出厂,467.60
MAC-10（StatTrak™） | 玩具盒子 (久经沙场),MAC-10（StatTrak™） | 玩具盒子,保密,久经沙场,55.00
MAC-10（StatTrak™） | 玩具盒子 (破损不堪),MAC-10（StatTrak™） | 玩具盒子,保密,破损不堪,39.87
MAC-10（StatTrak™） | 玩具盒子 (战痕累累),MAC-10（StatTrak™） | 玩具盒子,保密,战痕累累,49.30
MAC-10（StatTrak™） | 玩具盒子 (略有磨损),MAC-10（StatTrak™） | 玩具盒子,保密,略有磨损,85.00
M4A1 消音型（纪念品） | 骑士 (崭新出厂),M4A1 消音型（纪念品） | 骑士,保密,崭新出厂,14984.00
M4A1 消音型（纪念品） | 骑士 (略有磨损),M4A1 消音型（纪念品） | 骑士,保密,略有磨损,10100.00
FN57（StatTrak™） | 狩猎利器 (崭新出厂),FN57（StatTrak™） | 狩猎利器,保密,崭新出厂,499.20
FN57（StatTrak™） | 狩猎利器 (久经沙场),FN57（StatTrak™） | 狩猎利器,保密,久经沙场,60.00
FN57（StatTrak™） | 狩猎利器 (破损不堪),FN57（StatTrak™） | 狩猎利器,保密,破损不堪,30.00
FN57（StatTrak™） | 狩猎利器 (战痕累累),FN57（StatTrak™） | 狩猎利器,保密,战痕累累,
FN57（StatTrak™） | 狩猎利器 (略有磨损),FN57（StatTrak™） | 狩猎利器,保密,略有磨损,66.66
加利尔 AR（StatTrak™） | 黑砂 (崭新出厂),加利尔 AR（StatTrak™） | 黑砂,军规级,崭新出厂,18.33
加利尔 AR（StatTrak™） | 黑砂 (久经沙场),加利尔 AR（StatTrak™） | 黑砂,军规级,久经沙场,1.69
加利尔 AR（StatTrak™） | 黑砂 (破损不堪),加利尔 AR（StatTrak™） | 黑砂,军规级,破损不堪,1.25
加利尔 AR（StatTrak™） | 黑砂 (战痕累累),加利尔 AR（StatTrak™） | 黑砂,军规级,战痕累累,1.80
加利尔 AR（StatTrak™） | 黑砂 (略有磨损),加利尔 AR（StatTrak™） | 黑砂,军规级,略有磨损,4.45
折叠刀（★） | 都市伪装 (崭新出厂),折叠刀（★） | 都市伪装,隐秘,崭新出厂,
折叠刀（★） | 都市伪装 (久经沙场),折叠刀（★） | 都市伪装,隐秘,久经沙场,1270.00
折叠刀（★） | 都市伪装 (破损不堪),折叠刀（★） | 都市伪装,隐秘,破损不堪,1296.70
折叠刀（★） | 都市伪装 (战痕累累),折叠刀（★） | 都市伪装,隐秘,战痕累累,
折叠刀（★） | 都市伪装 (略有磨损),折叠刀（★） | 都市伪装,隐秘,略有磨损,1537.46
MP7 | 橘皮涂装 (崭新出厂),MP7 | 橘皮涂装,工业级,崭新出厂,
MP7 | 橘皮涂装 (久经沙场),MP7 | 橘皮涂装,工业级,久经沙场,
MP7 | 橘皮涂装 (破损不堪),MP7 | 橘皮涂装,工业级,破损不堪,
MP7 | 橘皮涂装 (战痕累累),MP7 | 橘皮涂装,工业级,战痕累累,
MP7 | 橘皮涂装 (略有磨损),MP7 | 橘皮涂装,工业级,略有磨损,86.00
短剑（★ StatTrak™） | 枯焦之色 (久经沙场),短剑（★ StatTrak™） | 枯焦之色,隐秘,久经沙场,1410.00
短剑（★ StatTrak™） | 枯焦之色 (破损不堪),短剑（★ StatTrak™） | 枯焦之色,隐秘,破损不堪,1460.00
短剑（★ StatTrak™） | 枯焦之色 (战痕累累),短剑（★ StatTrak™） | 枯焦之色,隐秘,战痕累累,
短剑（★ StatTrak™） | 枯焦之色 (略有磨损),短剑（★ StatTrak™） | 枯焦之色,隐秘,略有磨损,1514.22
AWP | 渐变之色 (崭新出厂),AWP | 渐变之色,隐秘,崭新出厂,8501.73
AWP | 渐变之色 (略有磨损),AWP | 渐变之色,隐秘,略有磨损,8600.00
CZ75（StatTrak™） | 花纹钢板 (崭新出厂),CZ75（StatTrak™） | 花纹钢板,受限,崭新出厂,1067.13
CZ75（StatTrak™） | 花纹钢板 (久经沙场),CZ75（StatTrak™） | 花纹钢板,受限,久经沙场,
CZ75（StatTrak™） | 花纹钢板 (略有磨损),CZ75（StatTrak™） | 花纹钢板,受限,略有磨损,66.00
P90 | 日落百合 (崭新出厂),P90 | 日落百合,工业级,崭新出厂,93.00
P90 | 日落百合 (久经沙场),P90 | 日落百合,工业级,久经沙场,89.00
P90 | 日落百合 (破损不堪),P90 | 日落百合,工业级,破损不堪,
P90 | 日落百合 (战痕累累),P90 | 日落百合,工业级,战痕累累,
P90 | 日落百合 (略有磨损),P90 | 日落百合,工业级,略有磨损,87.02
AUG | 渐变琥珀 (崭新出厂),AUG | 渐变琥珀,军规级,崭新出厂,9.25
AUG | 渐变琥珀 (久经沙场),AUG | 渐变琥珀,军规级,久经沙场,2.85
AUG | 渐变琥珀 (破损不堪),AUG | 渐变琥珀,军规级,破损不堪,30.10
AUG | 渐变琥珀 (略有磨损),AUG | 渐变琥珀,军规级,略有磨损,4.94
系绳匕首（★） | 夜色 (崭新出厂),系绳匕首（★） | 夜色,隐秘,崭新出厂,
系绳匕首（★） | 夜色 (久经沙场),系绳匕首（★） | 夜色,隐秘,久经沙场,1038.00
系绳匕首（★） | 夜色 (破损不堪),系绳匕首（★） | 夜色,隐秘,破损不堪,1026.00
系绳匕首（★） | 夜色 (战痕累累),系绳匕首（★） | 夜色,隐秘,战痕累累,920.00
系绳匕首（★） | 夜色 (略有磨损),系绳匕首（★） | 夜色,隐秘,略有磨损,1540.00
AK-47 | 水栽竹 (崭新出厂),AK-47 | 水栽竹,保密,崭新出厂,15595.12
AK-47 | 水栽竹 (久经沙场),AK-47 | 水栽竹,保密,久经沙场,6699.00
AK-47 | 水栽竹 (破损不堪),AK-47 | 水栽竹,保密,破损不堪,
AK-47 | 水栽竹 (战痕累累),AK-47 | 水栽竹,保密,战痕累累,9999.00
AK-47 | 水栽竹 (略有磨损),AK-47 | 水栽竹,保密,略有磨损,11648.00
AUG | 瘟疫 (崭新出厂),AUG | 瘟疫,军规级,崭新出厂,6.02
AUG | 瘟疫 (久经沙场),AUG | 瘟疫,军规级,久经沙场,3.80
AUG | 瘟疫 (破损不堪),AUG | 瘟疫,军规级,破损不堪,3.00
AUG | 瘟疫 (战痕累累),AUG | 瘟疫,军规级,战痕累累,1.87
AUG | 瘟疫 (略有磨损),AUG | 瘟疫,军规级,略有磨损,4.94
P2000（纪念品） | 坚固链甲 (崭新出厂),P2000（纪念品） | 坚固链甲,军规级,崭新出厂,80.00
P2000（纪念品） | 坚固链甲 (久经沙场),P2000（纪念品） | 坚固链甲,军规级,久经沙场,500.00
P2000（纪念品） | 坚固链甲 (略有磨损),P2000（纪念品） | 坚固链甲,军规级,略有磨损,66.45
UMP-45（纪念品） | 辐射警告 (崭新出厂),UMP-45（纪念品） | 辐射警告,工业级,崭新出厂,
UMP-45（纪念品） | 辐射警告 (久经沙场),UMP-45（纪念品） | 辐射警告,工业级,久经沙场,27.00
UMP-45（纪念品） | 辐射警告 (破损不堪),UMP-45（纪念品） | 辐射警告,工业级,破损不堪,
UMP-45（纪念品） | 辐射警告 (战痕累累),UMP-45（纪念品） | 辐射警告,工业级,战痕累累,19.90
UMP-45（纪念品） | 辐射警告 (略有磨损),UMP-45（纪念品） | 辐射警告,工业级,略有磨损,87.89
P90 | 棕色皮革 (崭新出厂),P90 | 棕色皮革,工业级,崭新出厂,120.00
P90 | 棕色皮革 (久经沙场),P90 | 棕色皮革,工业级,久经沙场,
P90 | 棕色皮革 (破损不堪),P90 | 棕色皮革,工业级,破损不堪,59.80
P90 | 棕色皮革 (战痕累累),P90 | 棕色皮革,工业级,战痕累累,50.99
P90 | 棕色皮革 (略有磨损),P90 | 棕色皮革,工业级,略有磨损,87.89
熊刀（★） | 蓝钢 (崭新出厂),熊刀（★） | 蓝钢,隐秘,崭新出厂,2200.00
熊刀（★） | 蓝钢 (久经沙场),熊刀（★） | 蓝钢,隐秘,久经沙场,1350.00
熊刀（★） | 蓝钢 (破损不堪),熊刀（★） | 蓝钢,隐秘,破损不堪,1350.00
熊刀（★） | 蓝钢 (战痕累累),熊刀（★） | 蓝钢,隐秘,战痕累累,1198.00
熊刀（★） | 蓝钢 (略有磨损),熊刀（★） | 蓝钢,隐秘,略有磨损,1595.00
AUG | 秋叶原之选 (崭新出厂),AUG | 秋叶原之选,隐秘,崭新出厂,31967.00
AUG | 秋叶原之选 (久经沙场),AUG | 秋叶原之选,隐秘,久经沙场,5298.99
AUG | 秋叶原之选 (破损不堪),AUG | 秋叶原之选,隐秘,破损不堪,3333.00
AUG | 秋叶原之选 (战痕累累),AUG | 秋叶原之选,隐秘,战痕累累,2348.00
AUG | 秋叶原之选 (略有磨损),AUG | 秋叶原之选,隐秘,略有磨损,12350.00
SCAR-20（StatTrak™） | 蓝洞 (崭新出厂),SCAR-20（StatTrak™） | 蓝洞,军规级,崭新出厂,9.33
SCAR-20（StatTrak™） | 蓝洞 (久经沙场),SCAR-20（StatTrak™） | 蓝洞,军规级,久经沙场,3.45
SCAR-20（StatTrak™） | 蓝洞 (破损不堪),SCAR-20（StatTrak™） | 蓝洞,军规级,破损不堪,4.94
SCAR-20（StatTrak™） | 蓝洞 (战痕累累),SCAR-20（StatTrak™） | 蓝洞,军规级,战痕累累,18.05
SCAR-20（StatTrak™） | 蓝洞 (略有磨损),SCAR-20（StatTrak™） | 蓝洞,军规级,略有磨损,5.00
FN57（StatTrak™） | 夜影 (崭新出厂),FN57（StatTrak™） | 夜影,军规级,崭新出厂,39.30
FN57（StatTrak™） | 夜影 (久经沙场),FN57（StatTrak™） | 夜影,军规级,久经沙场,24.30
FN57（StatTrak™） | 夜影 (破损不堪),FN57（StatTrak™） | 夜影,军规级,破损不堪,
FN57（StatTrak™） | 夜影 (战痕累累),FN57（StatTrak™） | 夜影,军规级,战痕累累,
FN57（StatTrak™） | 夜影 (略有磨损),FN57（StatTrak™） | 夜影,军规级,略有磨损,66.66
P90（StatTrak™） | 精雕木刻 (崭新出厂),P90（StatTrak™） | 精雕木刻,保密,崭新出厂,299.00
P90（StatTrak™） | 精雕木刻 (久经沙场),P90（StatTrak™） | 精雕木刻,保密,久经沙场,26.90
P90（StatTrak™） | 精雕木刻 (破损不堪),P90（StatTrak™） | 精雕木刻,保密,破损不堪,28.00
P90（StatTrak™） | 精雕木刻 (战痕累累),P90（StatTrak™） | 精雕木刻,保密,战痕累累,23.20
P90（StatTrak™） | 精雕木刻 (略有磨损),P90（StatTrak™） | 精雕木刻,保密,略有磨损,88.00
USP 消音版（StatTrak™） | 脑洞大开 (崭新出厂),USP 消音版（StatTrak™） | 脑洞大开,保密,崭新出厂,208.89
USP 消音版（StatTrak™） | 脑洞大开 (久经沙场),USP 消音版（StatTrak™） | 脑洞大开,保密,久经沙场,36.43
USP 消音版（StatTrak™） | 脑洞大开 (破损不堪),USP 消音版（StatTrak™） | 脑洞大开,保密,破损不堪,33.06
USP 消音版（StatTrak™） | 脑洞大开 (战痕累累),USP 消音版（StatTrak™） | 脑洞大开,保密,战痕累累,29.80
USP 消音版（StatTrak™） | 脑洞大开 (略有磨损),USP 消音版（StatTrak™） | 脑洞大开,保密,略有磨损,65.93
加利尔 AR | 信号灯 (崭新出厂),加利尔 AR | 信号灯,受限,崭新出厂,9.06
加利尔 AR | 信号灯 (久经沙场),加利尔 AR | 信号灯,受限,久经沙场,3.50
加利尔 AR | 信号灯 (破损不堪),加利尔 AR | 信号灯,受限,破损不堪,3.65
加利尔 AR | 信号灯 (战痕累累),加利尔 AR | 信号灯,受限,战痕累累,3.64
加利尔 AR | 信号灯 (略有磨损),加利尔 AR | 信号灯,受限,略有磨损,4.95
M4A1 消音型 | 紧迫危机 (崭新出厂),M4A1 消音型 | 紧迫危机,隐秘,崭新出厂,14743.24
M4A1 消音型 | 紧迫危机 (久经沙场),M4A1 消音型 | 紧迫危机,隐秘,久经沙场,6671.80
M4A1 消音型 | 紧迫危机 (破损不堪),M4A1 消音型 | 紧迫危机,隐秘,破损不堪,
M4A1 消音型 | 紧迫危机 (战痕累累),M4A1 消音型 | 紧迫危机,隐秘,战痕累累,5979.02
M4A1 消音型 | 紧迫危机 (略有磨损),M4A1 消音型 | 紧迫危机,隐秘,略有磨损,9599.00
系绳匕首（★） | 蓝钢 (崭新出厂),系绳匕首（★） | 蓝钢,隐秘,崭新出厂,4999.00
系绳匕首（★） | 蓝钢 (久经沙场),系绳匕首（★） | 蓝钢,隐秘,久经沙场,1230.49
系绳匕首（★） | 蓝钢 (破损不堪),系绳匕首（★） | 蓝钢,隐秘,破损不堪,1300.00
系绳匕首（★） | 蓝钢 (战痕累累),系绳匕首（★） | 蓝钢,隐秘,战痕累累,1448.00
系绳匕首（★） | 蓝钢 (略有磨损),系绳匕首（★） | 蓝钢,隐秘,略有磨损,1548.00
UMP-45 | 合金绽放 (崭新出厂),UMP-45 | 合金绽放,军规级,崭新出厂,34.55
UMP-45 | 合金绽放 (久经沙场),UMP-45 | 合金绽放,军规级,久经沙场,43.00
UMP-45 | 合金绽放 (破损不堪),UMP-45 | 合金绽放,军规级,破损不堪,
UMP-45 | 合金绽放 (战痕累累),UMP-45 | 合金绽放,军规级,战痕累累,42.70
UMP-45 | 合金绽放 (略有磨损),UMP-45 | 合金绽放,军规级,略有磨损,86.05
SCAR-20 | 撕起来 (崭新出厂),SCAR-20 | 撕起来,军规级,崭新出厂,6.74
SCAR-20 | 撕起来 (久经沙场),SCAR-20 | 撕起来,军规级,久经沙场,5.57
SCAR-20 | 撕起来 (破损不堪),SCAR-20 | 撕起来,军规级,破损不堪,83.11
SCAR-20 | 撕起来 (略有磨损),SCAR-20 | 撕起来,军规级,略有磨损,5.08
USP 消音版 | 宝蓝之色 (崭新出厂),USP 消音版 | 宝蓝之色,工业级,崭新出厂,
USP 消音版 | 宝蓝之色 (久经沙场),USP 消音版 | 宝蓝之色,工业级,久经沙场,63.99
USP 消音版 | 宝蓝之色 (破损不堪),USP 消音版 | 宝蓝之色,工业级,破损不堪,63.98
USP 消音版 | 宝蓝之色 (战痕累累),USP 消音版 | 宝蓝之色,工业级,战痕累累,63.99
USP 消音版 | 宝蓝之色 (略有磨损),USP 消音版 | 宝蓝之色,工业级,略有磨损,
折叠刀（★ StatTrak™） | 都市伪装 (久经沙场),折叠刀（★ StatTrak™） | 都市伪装,隐秘,久经沙场,1290.00
折叠刀（★ StatTrak™） | 都市伪装 (破损不堪),折叠刀（★ StatTrak™） | 都市伪装,隐秘,破损不堪,
折叠刀（★ StatTrak™） | 都市伪装 (战痕累累),折叠刀（★ StatTrak™） | 都市伪装,隐秘,战痕累累,1206.15
折叠刀（★ StatTrak™） | 都市伪装 (略有磨损),折叠刀（★ StatTrak™） | 都市伪装,隐秘,略有磨损,1548.00
M4A1 消音型 | 冒险家乐园 (崭新出厂),M4A1 消音型 | 冒险家乐园,隐秘,崭新出厂,20990.00
M4A1 消音型 | 冒险家乐园 (久经沙场),M4A1 消音型 | 冒险家乐园,隐秘,久经沙场,8663.80
M4A1 消音型 | 冒险家乐园 (破损不堪),M4A1 消音型 | 冒险家乐园,隐秘,破损不堪,4900.00
M4A1 消音型 | 冒险家乐园 (战痕累累),M4A1 消音型 | 冒险家乐园,隐秘,战痕累累,4999.00
M4A1 消音型 | 冒险家乐园 (略有磨损),M4A1 消音型 | 冒险家乐园,隐秘,略有磨损,14269.42
MP9 | 星使 (崭新出厂),MP9 | 星使,隐秘,崭新出厂,207.71
MP9 | 星使 (久经沙场),MP9 | 星使,隐秘,久经沙场,37.00
MP9 | 星使 (破损不堪),MP9 | 星使,隐秘,破损不堪,34.90
MP9 | 星使 (战痕累累),MP9 | 星使,隐秘,战痕累累,19.84
MP9 | 星使 (略有磨损),MP9 | 星使,隐秘,略有磨损,88.99
SCAR-20 | 执行者 (崭新出厂),SCAR-20 | 执行者,受限,崭新出厂,13.88
SCAR-20 | 执行者 (久经沙场),SCAR-20 | 执行者,受限,久经沙场,3.53
SCAR-20 | 执行者 (破损不堪),SCAR-20 | 执行者,受限,破损不堪,3.50
SCAR-20 | 执行者 (战痕累累),SCAR-20 | 执行者,受限,战痕累累,3.60
SCAR-20 | 执行者 (略有磨损),SCAR-20 | 执行者,受限,略有磨损,5.37
格洛克 18 型 | 核子花园 (崭新出厂),格洛克 18 型 | 核子花园,受限,崭新出厂,166.00
格洛克 18 型 | 核子花园 (久经沙场),格洛克 18 型 | 核子花园,受限,久经沙场,34.70
格洛克 18 型 | 核子花园 (破损不堪),格洛克 18 型 | 核子花园,受限,破损不堪,40.00
格洛克 18 型 | 核子花园 (战痕累累),格洛克 18 型 | 核子花园,受限,战痕累累,25.64
格洛克 18 型 | 核子花园 (略有磨损),格洛克 18 型 | 核子花园,受限,略有磨损,69.65
鲍伊猎刀（★ StatTrak™） | 黑色层压板 (崭新出厂),鲍伊猎刀（★ StatTrak™） | 黑色层压板,隐秘,崭新出厂,2888.00
鲍伊猎刀（★ StatTrak™） | 黑色层压板 (久经沙场),鲍伊猎刀（★ StatTrak™） | 黑色层压板,隐秘,久经沙场,
鲍伊猎刀（★ StatTrak™） | 黑色层压板 (破损不堪),鲍伊猎刀（★ StatTrak™） | 黑色层压板,隐秘,破损不堪,
鲍伊猎刀（★ StatTrak™） | 黑色层压板 (战痕累累),鲍伊猎刀（★ StatTrak™） | 黑色层压板,隐秘,战痕累累,
鲍伊猎刀（★ StatTrak™） | 黑色层压板 (略有磨损),鲍伊猎刀（★ StatTrak™） | 黑色层压板,隐秘,略有磨损,1511.00
MAC-10（纪念品） | 表面淬火 (崭新出厂),MAC-10（纪念品） | 表面淬火,受限,崭新出厂,399.00
MAC-10（纪念品） | 表面淬火 (久经沙场),MAC-10（纪念品） | 表面淬火,受限,久经沙场,61.31
MAC-10（纪念品） | 表面淬火 (破损不堪),MAC-10（纪念品） | 表面淬火,受限,破损不堪,54.69
MAC-10（纪念品） | 表面淬火 (战痕累累),MAC-10（纪念品） | 表面淬火,受限,战痕累累,44.35
MAC-10（纪念品） | 表面淬火 (略有磨损),MAC-10（纪念品） | 表面淬火,受限,略有磨损,93.50
AWP | 响尾蛇 (久经沙场),AWP | 响尾蛇,受限,久经沙场,3.16
AWP | 响尾蛇 (破损不堪),AWP | 响尾蛇,受限,破损不堪,5.05
AWP | 响尾蛇 (战痕累累),AWP | 响尾蛇,受限,战痕累累,5.48
AWP | 响尾蛇 (略有磨损),AWP | 响尾蛇,受限,略有磨损,5.91
M4A1 消音型（纪念品） | 紧迫危机 (崭新出厂),M4A1 消音型（纪念品） | 紧迫危机,隐秘,崭新出厂,
M4A1 消音型（纪念品） | 紧迫危机 (久经沙场),M4A1 消音型（纪念品） | 紧迫危机,隐秘,久经沙场,12345.67
M4A1 消音型（纪念品） | 紧迫危机 (破损不堪),M4A1 消音型（纪念品） | 紧迫危机,隐秘,破损不堪,
M4A1 消音型（纪念品） | 紧迫危机 (战痕累累),M4A1 消音型（纪念品） | 紧迫危机,隐秘,战痕累累,
M4A1 消音型（纪念品） | 紧迫危机 (略有磨损),M4A1 消音型（纪念品） | 紧迫危机,隐秘,略有磨损,18000.00
格洛克 18 型（纪念品） | 粉红 DDPAT (崭新出厂),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,崭新出厂,543.56
格洛克 18 型（纪念品） | 粉红 DDPAT (久经沙场),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,久经沙场,19.40
格洛克 18 型（纪念品） | 粉红 DDPAT (破损不堪),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,破损不堪,22.34
格洛克 18 型（纪念品） | 粉红 DDPAT (战痕累累),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,战痕累累,17.13
格洛克 18 型（纪念品） | 粉红 DDPAT (略有磨损),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,略有磨损,68.41
折叠刀（★） | 枯焦之色 (崭新出厂),折叠刀（★） | 枯焦之色,隐秘,崭新出厂,
折叠刀（★） | 枯焦之色 (久经沙场),折叠刀（★） | 枯焦之色,隐秘,久经沙场,1180.43
折叠刀（★） | 枯焦之色 (破损不堪),折叠刀（★） | 枯焦之色,隐秘,破损不堪,1300.00
折叠刀（★） | 枯焦之色 (战痕累累),折叠刀（★） | 枯焦之色,隐秘,战痕累累,1230.00
折叠刀（★） | 枯焦之色 (略有磨损),折叠刀（★） | 枯焦之色,隐秘,略有磨损,1550.00
SG 553 | 黯翼 (崭新出厂),SG 553 | 黯翼,受限,崭新出厂,12.77
SG 553 | 黯翼 (久经沙场),SG 553 | 黯翼,受限,久经沙场,3.00
SG 553 | 黯翼 (破损不堪),SG 553 | 黯翼,受限,破损不堪,2.61
SG 553 | 黯翼 (战痕累累),SG 553 | 黯翼,受限,战痕累累,3.00
SG 553 | 黯翼 (略有磨损),SG 553 | 黯翼,受限,略有磨损,5.84
M4A1 消音型（纪念品） | 冒险家乐园 (崭新出厂),M4A1 消音型（纪念品） | 冒险家乐园,隐秘,崭新出厂,75000.00
M4A1 消音型（纪念品） | 冒险家乐园 (久经沙场),M4A1 消音型（纪念品） | 冒险家乐园,隐秘,久经沙场,11787.20
M4A1 消音型（纪念品） | 冒险家乐园 (破损不堪),M4A1 消音型（纪念品） | 冒险家乐园,隐秘,破损不堪,6777.00
M4A1 消音型（纪念品） | 冒险家乐园 (战痕累累),M4A1 消音型（纪念品） | 冒险家乐园,隐秘,战痕累累,4800.00
M4A1 消音型（纪念品） | 冒险家乐园 (略有磨损),M4A1 消音型（纪念品） | 冒险家乐园,隐秘,略有磨损,18000.00
MAC-10（StatTrak™） | 渐变迪斯科 (崭新出厂),MAC-10（StatTrak™） | 渐变迪斯科,保密,崭新出厂,318.86
MAC-10（StatTrak™） | 渐变迪斯科 (久经沙场),MAC-10（StatTrak™） | 渐变迪斯科,保密,久经沙场,39.90
MAC-10（StatTrak™） | 渐变迪斯科 (破损不堪),MAC-10（StatTrak™） | 渐变迪斯科,保密,破损不堪,32.00
