Full_name,skin_name,Quality,Exterior,Price
加利尔 AR | 破坏者 (破损不堪),加利尔 AR | 破坏者,军规级,破损不堪,2.97
加利尔 AR | 破坏者 (战痕累累),加利尔 AR | 破坏者,军规级,战痕累累,1.36
加利尔 AR | 破坏者 (略有磨损),加利尔 AR | 破坏者,军规级,略有磨损,2.99
M4A1 消音型（StatTrak™） | 印花集 (崭新出厂),M4A1 消音型（StatTrak™） | 印花集,隐秘,崭新出厂,6494.44
M4A1 消音型（StatTrak™） | 印花集 (久经沙场),M4A1 消音型（StatTrak™） | 印花集,隐秘,久经沙场,2013.83
M4A1 消音型（StatTrak™） | 印花集 (破损不堪),M4A1 消音型（StatTrak™） | 印花集,隐秘,破损不堪,
M4A1 消音型（StatTrak™） | 印花集 (战痕累累),M4A1 消音型（StatTrak™） | 印花集,隐秘,战痕累累,1350.00
M4A1 消音型（StatTrak™） | 印花集 (略有磨损),M4A1 消音型（StatTrak™） | 印花集,隐秘,略有磨损,3108.88
P90 | 困兽之斗 (崭新出厂),P90 | 困兽之斗,军规级,崭新出厂,52.00
P90 | 困兽之斗 (久经沙场),P90 | 困兽之斗,军规级,久经沙场,60.64
P90 | 困兽之斗 (破损不堪),P90 | 困兽之斗,军规级,破损不堪,75.00
P90 | 困兽之斗 (战痕累累),P90 | 困兽之斗,军规级,战痕累累,
P90 | 困兽之斗 (略有磨损),P90 | 困兽之斗,军规级,略有磨损,59.40
折叠刀（★） | 北方森林 (崭新出厂),折叠刀（★） | 北方森林,隐秘,崭新出厂,
折叠刀（★） | 北方森林 (久经沙场),折叠刀（★） | 北方森林,隐秘,久经沙场,1239.00
折叠刀（★） | 北方森林 (破损不堪),折叠刀（★） | 北方森林,隐秘,破损不堪,1500.00
折叠刀（★） | 北方森林 (战痕累累),折叠刀（★） | 北方森林,隐秘,战痕累累,1145.70
折叠刀（★） | 北方森林 (略有磨损),折叠刀（★） | 北方森林,隐秘,略有磨损,1396.60
法玛斯 | 幸存者 Z (崭新出厂),法玛斯 | 幸存者 Z,军规级,崭新出厂,4.16
法玛斯 | 幸存者 Z (久经沙场),法玛斯 | 幸存者 Z,军规级,久经沙场,1.22
法玛斯 | 幸存者 Z (破损不堪),法玛斯 | 幸存者 Z,军规级,破损不堪,2.92
法玛斯 | 幸存者 Z (战痕累累),法玛斯 | 幸存者 Z,军规级,战痕累累,9.89
法玛斯 | 幸存者 Z (略有磨损),法玛斯 | 幸存者 Z,军规级,略有磨损,2.40
AWP | 鬼退治 (崭新出厂),AWP | 鬼退治,隐秘,崭新出厂,4105.45
AWP | 鬼退治 (久经沙场),AWP | 鬼退治,隐秘,久经沙场,2426.15
AWP | 鬼退治 (破损不堪),AWP | 鬼退治,隐秘,破损不堪,2700.00
AWP | 鬼退治 (战痕累累),AWP | 鬼退治,隐秘,战痕累累,
AWP | 鬼退治 (略有磨损),AWP | 鬼退治,隐秘,略有磨损,3150.00
MAC-10 | 诅咒 (崭新出厂),MAC-10 | 诅咒,受限,崭新出厂,70.00
MAC-10 | 诅咒 (久经沙场),MAC-10 | 诅咒,受限,久经沙场,68.41
MAC-10 | 诅咒 (破损不堪),MAC-10 | 诅咒,受限,破损不堪,
MAC-10 | 诅咒 (战痕累累),MAC-10 | 诅咒,受限,战痕累累,
MAC-10 | 诅咒 (略有磨损),MAC-10 | 诅咒,受限,略有磨损,65.00
AK-47（StatTrak™） | 燃料喷射器 (崭新出厂),AK-47（StatTrak™） | 燃料喷射器,隐秘,崭新出厂,7299.00
AK-47（StatTrak™） | 燃料喷射器 (久经沙场),AK-47（StatTrak™） | 燃料喷射器,隐秘,久经沙场,2150.00
AK-47（StatTrak™） | 燃料喷射器 (破损不堪),AK-47（StatTrak™） | 燃料喷射器,隐秘,破损不堪,1335.00
AK-47（StatTrak™） | 燃料喷射器 (战痕累累),AK-47（StatTrak™） | 燃料喷射器,隐秘,战痕累累,1199.00
AK-47（StatTrak™） | 燃料喷射器 (略有磨损),AK-47（StatTrak™） | 燃料喷射器,隐秘,略有磨损,3288.00
SCAR-20（纪念品） | 沙漠网格 (崭新出厂),SCAR-20（纪念品） | 沙漠网格,消费级,崭新出厂,44.35
SCAR-20（纪念品） | 沙漠网格 (久经沙场),SCAR-20（纪念品） | 沙漠网格,消费级,久经沙场,1.45
SCAR-20（纪念品） | 沙漠网格 (破损不堪),SCAR-20（纪念品） | 沙漠网格,消费级,破损不堪,2.30
SCAR-20（纪念品） | 沙漠网格 (战痕累累),SCAR-20（纪念品） | 沙漠网格,消费级,战痕累累,2.54
SCAR-20（纪念品） | 沙漠网格 (略有磨损),SCAR-20（纪念品） | 沙漠网格,消费级,略有磨损,3.40
猎杀者匕首（★） | 致命紫罗兰 (崭新出厂),猎杀者匕首（★） | 致命紫罗兰,隐秘,崭新出厂,
猎杀者匕首（★） | 致命紫罗兰 (久经沙场),猎杀者匕首（★） | 致命紫罗兰,隐秘,久经沙场,989.54
猎杀者匕首（★） | 致命紫罗兰 (破损不堪),猎杀者匕首（★） | 致命紫罗兰,隐秘,破损不堪,949.00
猎杀者匕首（★） | 致命紫罗兰 (战痕累累),猎杀者匕首（★） | 致命紫罗兰,隐秘,战痕累累,950.00
猎杀者匕首（★） | 致命紫罗兰 (略有磨损),猎杀者匕首（★） | 致命紫罗兰,隐秘,略有磨损,1330.00
MP5-SD（StatTrak™） | 磷光体 (崭新出厂),MP5-SD（StatTrak™） | 磷光体,保密,崭新出厂,140.00
MP5-SD（StatTrak™） | 磷光体 (久经沙场),MP5-SD（StatTrak™） | 磷光体,保密,久经沙场,43.26
MP5-SD（StatTrak™） | 磷光体 (破损不堪),MP5-SD（StatTrak™） | 磷光体,保密,破损不堪,44.99
MP5-SD（StatTrak™） | 磷光体 (战痕累累),MP5-SD（StatTrak™） | 磷光体,保密,战痕累累,43.45
MP5-SD（StatTrak™） | 磷光体 (略有磨损),MP5-SD（StatTrak™） | 磷光体,保密,略有磨损,72.00
AK-47 | 火神 (崭新出厂),AK-47 | 火神,隐秘,崭新出厂,6195.00
AK-47 | 火神 (久经沙场),AK-47 | 火神,隐秘,久经沙场,1758.00
AK-47 | 火神 (破损不堪),AK-47 | 火神,隐秘,破损不堪,1024.93
AK-47 | 火神 (战痕累累),AK-47 | 火神,隐秘,战痕累累,597.62
AK-47 | 火神 (略有磨损),AK-47 | 火神,隐秘,略有磨损,3479.99
AUG（StatTrak™） | 三角战术 (崭新出厂),AUG（StatTrak™） | 三角战术,军规级,崭新出厂,14.72
AUG（StatTrak™） | 三角战术 (久经沙场),AUG（StatTrak™） | 三角战术,军规级,久经沙场,1.04
AUG（StatTrak™） | 三角战术 (破损不堪),AUG（StatTrak™） | 三角战术,军规级,破损不堪,1.04
AUG（StatTrak™） | 三角战术 (战痕累累),AUG（StatTrak™） | 三角战术,军规级,战痕累累,0.93
AUG（StatTrak™） | 三角战术 (略有磨损),AUG（StatTrak™） | 三角战术,军规级,略有磨损,2.93
折刀（★） | 渐变大理石 (崭新出厂),折刀（★） | 渐变大理石,隐秘,崭新出厂,1421.89
折刀（★） | 渐变大理石 (略有磨损),折刀（★） | 渐变大理石,隐秘,略有磨损,1435.00
P90 | 三角 (久经沙场),P90 | 三角,保密,久经沙场,60.69
P90 | 三角 (破损不堪),P90 | 三角,保密,破损不堪,
P90 | 三角 (战痕累累),P90 | 三角,保密,战痕累累,117.98
P90 | 三角 (略有磨损),P90 | 三角,保密,略有磨损,73.00
AWP（纪念品） | 狩猎网格 (久经沙场),AWP（纪念品） | 狩猎网格,工业级,久经沙场,1999.00
AWP（纪念品） | 狩猎网格 (破损不堪),AWP（纪念品） | 狩猎网格,工业级,破损不堪,
AWP（纪念品） | 狩猎网格 (战痕累累),AWP（纪念品） | 狩猎网格,工业级,战痕累累,49999.00
AWP（纪念品） | 狩猎网格 (略有磨损),AWP（纪念品） | 狩猎网格,工业级,略有磨损,3600.00
海豹短刀（★） | 蓝钢 (崭新出厂),海豹短刀（★） | 蓝钢,隐秘,崭新出厂,
海豹短刀（★） | 蓝钢 (久经沙场),海豹短刀（★） | 蓝钢,隐秘,久经沙场,1379.00
海豹短刀（★） | 蓝钢 (破损不堪),海豹短刀（★） | 蓝钢,隐秘,破损不堪,1260.00
海豹短刀（★） | 蓝钢 (战痕累累),海豹短刀（★） | 蓝钢,隐秘,战痕累累,1385.00
海豹短刀（★） | 蓝钢 (略有磨损),海豹短刀（★） | 蓝钢,隐秘,略有磨损,1491.51
Tec-9 | 上古图腾 (崭新出厂),Tec-9 | 上古图腾,军规级,崭新出厂,69.90
Tec-9 | 上古图腾 (久经沙场),Tec-9 | 上古图腾,军规级,久经沙场,83.00
Tec-9 | 上古图腾 (破损不堪),Tec-9 | 上古图腾,军规级,破损不堪,
Tec-9 | 上古图腾 (战痕累累),Tec-9 | 上古图腾,军规级,战痕累累,
Tec-9 | 上古图腾 (略有磨损),Tec-9 | 上古图腾,军规级,略有磨损,83.11
P90 | 盲点 (崭新出厂),P90 | 盲点,受限,崭新出厂,81.93
P90 | 盲点 (久经沙场),P90 | 盲点,受限,久经沙场,60.00
P90 | 盲点 (破损不堪),P90 | 盲点,受限,破损不堪,1997.00
P90 | 盲点 (战痕累累),P90 | 盲点,受限,战痕累累,
P90 | 盲点 (略有磨损),P90 | 盲点,受限,略有磨损,72.48
流浪者匕首（★） | 森林 DDPAT (崭新出厂),流浪者匕首（★） | 森林 DDPAT,隐秘,崭新出厂,
流浪者匕首（★） | 森林 DDPAT (久经沙场),流浪者匕首（★） | 森林 DDPAT,隐秘,久经沙场,1222.00
流浪者匕首（★） | 森林 DDPAT (破损不堪),流浪者匕首（★） | 森林 DDPAT,隐秘,破损不堪,1212.00
流浪者匕首（★） | 森林 DDPAT (战痕累累),流浪者匕首（★） | 森林 DDPAT,隐秘,战痕累累,1100.00
流浪者匕首（★） | 森林 DDPAT (略有磨损),流浪者匕首（★） | 森林 DDPAT,隐秘,略有磨损,1420.00
M4A1 消音型 | 伊卡洛斯殒落 (崭新出厂),M4A1 消音型 | 伊卡洛斯殒落,受限,崭新出厂,3649.00
M4A1 消音型 | 伊卡洛斯殒落 (略有磨损),M4A1 消音型 | 伊卡洛斯殒落,受限,略有磨损,3650.00
FN57（StatTrak™） | 狩猎利器 (崭新出厂),FN57（StatTrak™） | 狩猎利器,保密,崭新出厂,150.00
FN57（StatTrak™） | 狩猎利器 (久经沙场),FN57（StatTrak™） | 狩猎利器,保密,久经沙场,55.90
FN57（StatTrak™） | 狩猎利器 (破损不堪),FN57（StatTrak™） | 狩猎利器,保密,破损不堪,52.61
FN57（StatTrak™） | 狩猎利器 (战痕累累),FN57（StatTrak™） | 狩猎利器,保密,战痕累累,
FN57（StatTrak™） | 狩猎利器 (略有磨损),FN57（StatTrak™） | 狩猎利器,保密,略有磨损,66.66
MP9 | 八音盒 (崭新出厂),MP9 | 八音盒,军规级,崭新出厂,82.80
MP9 | 八音盒 (久经沙场),MP9 | 八音盒,军规级,久经沙场,113.27
MP9 | 八音盒 (破损不堪),MP9 | 八音盒,军规级,破损不堪,
MP9 | 八音盒 (战痕累累),MP9 | 八音盒,军规级,战痕累累,98.90
MP9 | 八音盒 (略有磨损),MP9 | 八音盒,军规级,略有磨损,76.89
AK-47（StatTrak™） | 表面淬火 (崭新出厂),AK-47（StatTrak™） | 表面淬火,保密,崭新出厂,6688.88
AK-47（StatTrak™） | 表面淬火 (久经沙场),AK-47（StatTrak™） | 表面淬火,保密,久经沙场,3388.00
AK-47（StatTrak™） | 表面淬火 (破损不堪),AK-47（StatTrak™） | 表面淬火,保密,破损不堪,2299.00
AK-47（StatTrak™） | 表面淬火 (战痕累累),AK-47（StatTrak™） | 表面淬火,保密,战痕累累,1717.00
AK-47（StatTrak™） | 表面淬火 (略有磨损),AK-47（StatTrak™） | 表面淬火,保密,略有磨损,3695.30
CZ75（StatTrak™） | 花纹钢板 (崭新出厂),CZ75（StatTrak™） | 花纹钢板,受限,崭新出厂,170.00
CZ75（StatTrak™） | 花纹钢板 (久经沙场),CZ75（StatTrak™） | 花纹钢板,受限,久经沙场,
CZ75（StatTrak™） | 花纹钢板 (略有磨损),CZ75（StatTrak™） | 花纹钢板,受限,略有磨损,111.00
熊刀（★） | 夜色 (崭新出厂),熊刀（★） | 夜色,隐秘,崭新出厂,3995.00
熊刀（★） | 夜色 (久经沙场),熊刀（★） | 夜色,隐秘,久经沙场,1100.00
熊刀（★） | 夜色 (破损不堪),熊刀（★） | 夜色,隐秘,破损不堪,1180.00
熊刀（★） | 夜色 (战痕累累),熊刀（★） | 夜色,隐秘,战痕累累,970.00
熊刀（★） | 夜色 (略有磨损),熊刀（★） | 夜色,隐秘,略有磨损,1387.00
UMP-45（StatTrak™） | 白骨之堆 (崭新出厂),UMP-45（StatTrak™） | 白骨之堆,军规级,崭新出厂,498.50
UMP-45（StatTrak™） | 白骨之堆 (久经沙场),UMP-45（StatTrak™） | 白骨之堆,军规级,久经沙场,50.00
UMP-45（StatTrak™） | 白骨之堆 (略有磨损),UMP-45（StatTrak™） | 白骨之堆,军规级,略有磨损,77.00
SSG 08 | 致命一击 (崭新出厂),SSG 08 | 致命一击,保密,崭新出厂,4200.00
SSG 08 | 致命一击 (久经沙场),SSG 08 | 致命一击,保密,久经沙场,3700.00
SSG 08 | 致命一击 (破损不堪),SSG 08 | 致命一击,保密,破损不堪,5499.00
SSG 08 | 致命一击 (战痕累累),SSG 08 | 致命一击,保密,战痕累累,4999.00
SSG 08 | 致命一击 (略有磨损),SSG 08 | 致命一击,保密,略有磨损,4000.00
P2000（纪念品） | 坚固链甲 (崭新出厂),P2000（纪念品） | 坚固链甲,军规级,崭新出厂,80.00
P2000（纪念品） | 坚固链甲 (久经沙场),P2000（纪念品） | 坚固链甲,军规级,久经沙场,500.00
P2000（纪念品） | 坚固链甲 (略有磨损),P2000（纪念品） | 坚固链甲,军规级,略有磨损,66.45
熊刀（★） | 大马士革钢 (崭新出厂),熊刀（★） | 大马士革钢,隐秘,崭新出厂,1708.70
熊刀（★） | 大马士革钢 (久经沙场),熊刀（★） | 大马士革钢,隐秘,久经沙场,1274.97
熊刀（★） | 大马士革钢 (破损不堪),熊刀（★） | 大马士革钢,隐秘,破损不堪,1199.99
熊刀（★） | 大马士革钢 (战痕累累),熊刀（★） | 大马士革钢,隐秘,战痕累累,1200.00
熊刀（★） | 大马士革钢 (略有磨损),熊刀（★） | 大马士革钢,隐秘,略有磨损,1520.00
MAC-10 | 渐变琥珀 (崭新出厂),MAC-10 | 渐变琥珀,军规级,崭新出厂,150.55
MAC-10 | 渐变琥珀 (久经沙场),MAC-10 | 渐变琥珀,军规级,久经沙场,61.00
MAC-10 | 渐变琥珀 (破损不堪),MAC-10 | 渐变琥珀,军规级,破损不堪,
MAC-10 | 渐变琥珀 (略有磨损),MAC-10 | 渐变琥珀,军规级,略有磨损,71.99
暗影双匕（★） | 深红之网 (崭新出厂),暗影双匕（★） | 深红之网,隐秘,崭新出厂,5000.00
暗影双匕（★） | 深红之网 (久经沙场),暗影双匕（★） | 深红之网,隐秘,久经沙场,1049.45
暗影双匕（★） | 深红之网 (破损不堪),暗影双匕（★） | 深红之网,隐秘,破损不堪,
暗影双匕（★） | 深红之网 (战痕累累),暗影双匕（★） | 深红之网,隐秘,战痕累累,
暗影双匕（★） | 深红之网 (略有磨损),暗影双匕（★） | 深红之网,隐秘,略有磨损,8888.00
FN57（StatTrak™） | 夜影 (崭新出厂),FN57（StatTrak™） | 夜影,军规级,崭新出厂,39.30
FN57（StatTrak™） | 夜影 (久经沙场),FN57（StatTrak™） | 夜影,军规级,久经沙场,24.30
FN57（StatTrak™） | 夜影 (破损不堪),FN57（StatTrak™） | 夜影,军规级,破损不堪,
FN57（StatTrak™） | 夜影 (战痕累累),FN57（StatTrak™） | 夜影,军规级,战痕累累,
FN57（StatTrak™） | 夜影 (略有磨损),FN57（StatTrak™） | 夜影,军规级,略有磨损,66.66
AWP | 雷击 (崭新出厂),AWP | 雷击,隐秘,崭新出厂,4101.65
AWP | 雷击 (略有磨损),AWP | 雷击,隐秘,略有磨损,4089.81
MP9（纪念品） | 黑暗时代 (崭新出厂),MP9（纪念品） | 黑暗时代,军规级,崭新出厂,82.00
MP9（纪念品） | 黑暗时代 (久经沙场),MP9（纪念品） | 黑暗时代,军规级,久经沙场,135.00
MP9（纪念品） | 黑暗时代 (略有磨损),MP9（纪念品） | 黑暗时代,军规级,略有磨损,80.00
UMP-45 | 色如焦糖 (崭新出厂),UMP-45 | 色如焦糖,消费级,崭新出厂,300.00
UMP-45 | 色如焦糖 (久经沙场),UMP-45 | 色如焦糖,消费级,久经沙场,55.00
UMP-45 | 色如焦糖 (破损不堪),UMP-45 | 色如焦糖,消费级,破损不堪,53.83
UMP-45 | 色如焦糖 (战痕累累),UMP-45 | 色如焦糖,消费级,战痕累累,
UMP-45 | 色如焦糖 (略有磨损),UMP-45 | 色如焦糖,消费级,略有磨损,80.29
AWP（StatTrak™） | 鬼退治 (崭新出厂),AWP（StatTrak™） | 鬼退治,隐秘,崭新出厂,8600.00
AWP（StatTrak™） | 鬼退治 (久经沙场),AWP（StatTrak™） | 鬼退治,隐秘,久经沙场,
AWP（StatTrak™） | 鬼退治 (破损不堪),AWP（StatTrak™） | 鬼退治,隐秘,破损不堪,
AWP（StatTrak™） | 鬼退治 (战痕累累),AWP（StatTrak™） | 鬼退治,隐秘,战痕累累,4000.00
AWP（StatTrak™） | 鬼退治 (略有磨损),AWP（StatTrak™） | 鬼退治,隐秘,略有磨损,4800.00
USP 消音版 | 宝蓝之色 (崭新出厂),USP 消音版 | 宝蓝之色,工业级,崭新出厂,458.00
USP 消音版 | 宝蓝之色 (久经沙场),USP 消音版 | 宝蓝之色,工业级,久经沙场,59.46
USP 消音版 | 宝蓝之色 (破损不堪),USP 消音版 | 宝蓝之色,工业级,破损不堪,59.45
USP 消音版 | 宝蓝之色 (战痕累累),USP 消音版 | 宝蓝之色,工业级,战痕累累,59.00
USP 消音版 | 宝蓝之色 (略有磨损),USP 消音版 | 宝蓝之色,工业级,略有磨损,62.56
熊刀（★ StatTrak™） | 夜色 (崭新出厂),熊刀（★ StatTrak™） | 夜色,隐秘,崭新出厂,
熊刀（★ StatTrak™） | 夜色 (久经沙场),熊刀（★ StatTrak™） | 夜色,隐秘,久经沙场,1210.00
熊刀（★ StatTrak™） | 夜色 (破损不堪),熊刀（★ StatTrak™） | 夜色,隐秘,破损不堪,
熊刀（★ StatTrak™） | 夜色 (战痕累累),熊刀（★ StatTrak™） | 夜色,隐秘,战痕累累,1217.78
熊刀（★ StatTrak™） | 夜色 (略有磨损),熊刀（★ StatTrak™） | 夜色,隐秘,略有磨损,1466.00
PP-野牛（StatTrak™） | 买定离手 (崭新出厂),PP-野牛（StatTrak™） | 买定离手,保密,崭新出厂,210.00
PP-野牛（StatTrak™） | 买定离手 (久经沙场),PP-野牛（StatTrak™） | 买定离手,保密,久经沙场,41.80
PP-野牛（StatTrak™） | 买定离手 (破损不堪),PP-野牛（StatTrak™） | 买定离手,保密,破损不堪,38.88
PP-野牛（StatTrak™） | 买定离手 (战痕累累),PP-野牛（StatTrak™） | 买定离手,保密,战痕累累,53.92
PP-野牛（StatTrak™） | 买定离手 (略有磨损),PP-野牛（StatTrak™） | 买定离手,保密,略有磨损,84.99
AK-47（StatTrak™） | 火神 (崭新出厂),AK-47（StatTrak™） | 火神,隐秘,崭新出厂,10690.98
AK-47（StatTrak™） | 火神 (久经沙场),AK-47（StatTrak™） | 火神,隐秘,久经沙场,2689.99
AK-47（StatTrak™） | 火神 (破损不堪),AK-47（StatTrak™） | 火神,隐秘,破损不堪,1788.00
AK-47（StatTrak™） | 火神 (战痕累累),AK-47（StatTrak™） | 火神,隐秘,战痕累累,1600.00
AK-47（StatTrak™） | 火神 (略有磨损),AK-47（StatTrak™） | 火神,隐秘,略有磨损,5998.00
格洛克 18 型 | 核子花园 (崭新出厂),格洛克 18 型 | 核子花园,受限,崭新出厂,161.00
格洛克 18 型 | 核子花园 (久经沙场),格洛克 18 型 | 核子花园,受限,久经沙场,35.88
格洛克 18 型 | 核子花园 (破损不堪),格洛克 18 型 | 核子花园,受限,破损不堪,40.00
格洛克 18 型 | 核子花园 (战痕累累),格洛克 18 型 | 核子花园,受限,战痕累累,23.35
格洛克 18 型 | 核子花园 (略有磨损),格洛克 18 型 | 核子花园,受限,略有磨损,69.66
短剑（★） | 枯焦之色 (崭新出厂),短剑（★） | 枯焦之色,隐秘,崭新出厂,2300.00
短剑（★） | 枯焦之色 (久经沙场),短剑（★） | 枯焦之色,隐秘,久经沙场,1350.11
短剑（★） | 枯焦之色 (破损不堪),短剑（★） | 枯焦之色,隐秘,破损不堪,1435.00
短剑（★） | 枯焦之色 (战痕累累),短剑（★） | 枯焦之色,隐秘,战痕累累,1400.00
短剑（★） | 枯焦之色 (略有磨损),短剑（★） | 枯焦之色,隐秘,略有磨损,1489.99
UMP-45（StatTrak™） | 动量 (崭新出厂),UMP-45（StatTrak™） | 动量,保密,崭新出厂,138.22
UMP-45（StatTrak™） | 动量 (久经沙场),UMP-45（StatTrak™） | 动量,保密,久经沙场,53.00
UMP-45（StatTrak™） | 动量 (破损不堪),UMP-45（StatTrak™） | 动量,保密,破损不堪,44.00
UMP-45（StatTrak™） | 动量 (战痕累累),UMP-45（StatTrak™） | 动量,保密,战痕累累,50.00
UMP-45（StatTrak™） | 动量 (略有磨损),UMP-45（StatTrak™） | 动量,保密,略有磨损,84.00
M4A4 | 波塞冬 (崭新出厂),M4A4 | 波塞冬,保密,崭新出厂,10600.00
M4A4 | 波塞冬 (久经沙场),M4A4 | 波塞冬,保密,久经沙场,6800.00
M4A4 | 波塞冬 (略有磨损),M4A4 | 波塞冬,保密,略有磨损,7150.00
系绳匕首（★） | 人工染色 (崭新出厂),系绳匕首（★） | 人工染色,隐秘,崭新出厂,1975.00
系绳匕首（★） | 人工染色 (久经沙场),系绳匕首（★） | 人工染色,隐秘,久经沙场,1200.00
系绳匕首（★） | 人工染色 (破损不堪),系绳匕首（★） | 人工染色,隐秘,破损不堪,1099.00
系绳匕首（★） | 人工染色 (战痕累累),系绳匕首（★） | 人工染色,隐秘,战痕累累,1000.00
系绳匕首（★） | 人工染色 (略有磨损),系绳匕首（★） | 人工染色,隐秘,略有磨损,1499.00
格洛克 18 型（纪念品） | 粉红 DDPAT (崭新出厂),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,崭新出厂,557.99
格洛克 18 型（纪念品） | 粉红 DDPAT (久经沙场),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,久经沙场,18.53
格洛克 18 型（纪念品） | 粉红 DDPAT (破损不堪),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,破损不堪,21.70
格洛克 18 型（纪念品） | 粉红 DDPAT (战痕累累),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,战痕累累,16.06
格洛克 18 型（纪念品） | 粉红 DDPAT (略有磨损),格洛克 18 型（纪念品） | 粉红 DDPAT,受限,略有磨损,66.66
MAC-10（StatTrak™） | 玩具盒子 (崭新出厂),MAC-10（StatTrak™） | 玩具盒子,保密,崭新出厂,428.00
MAC-10（StatTrak™） | 玩具盒子 (久经沙场),MAC-10（StatTrak™） | 玩具盒子,保密,久经沙场,55.00
MAC-10（StatTrak™） | 玩具盒子 (破损不堪),MAC-10（StatTrak™） | 玩具盒子,保密,破损不堪,39.87
MAC-10（StatTrak™） | 玩具盒子 (战痕累累),MAC-10（StatTrak™） | 玩具盒子,保密,战痕累累,49.30
MAC-10（StatTrak™） | 玩具盒子 (略有磨损),MAC-10（StatTrak™） | 玩具盒子,保密,略有磨损,85.00
M4A4 | 荷鲁斯之眼 (崭新出厂),M4A4 | 荷鲁斯之眼,隐秘,崭新出厂,16200.00
M4A4 | 荷鲁斯之眼 (久经沙场),M4A4 | 荷鲁斯之眼,隐秘,久经沙场,4000.00
M4A4 | 荷鲁斯之眼 (破损不堪),M4A4 | 荷鲁斯之眼,隐秘,破损不堪,3500.00
M4A4 | 荷鲁斯之眼 (战痕累累),M4A4 | 荷鲁斯之眼,隐秘,战痕累累,1969.99
M4A4 | 荷鲁斯之眼 (略有磨损),M4A4 | 荷鲁斯之眼,隐秘,略有磨损,8300.00
P250 | 红岩 (崭新出厂),P250 | 红岩,受限,崭新出厂,89.00
P250 | 红岩 (久经沙场),P250 | 红岩,受限,久经沙场,57.32
P250 | 红岩 (破损不堪),P250 | 红岩,受限,破损不堪,59.98
P250 | 红岩 (战痕累累),P250 | 红岩,受限,战痕累累,40.00
P250 | 红岩 (略有磨损),P250 | 红岩,受限,略有磨损,69.00
猎杀者匕首（★） | 黑色层压板 (崭新出厂),猎杀者匕首（★） | 黑色层压板,隐秘,崭新出厂,3550.00
猎杀者匕首（★） | 黑色层压板 (久经沙场),猎杀者匕首（★） | 黑色层压板,隐秘,久经沙场,1398.00
猎杀者匕首（★） | 黑色层压板 (破损不堪),猎杀者匕首（★） | 黑色层压板,隐秘,破损不堪,1777.77
猎杀者匕首（★） | 黑色层压板 (战痕累累),猎杀者匕首（★） | 黑色层压板,隐秘,战痕累累,1885.11
猎杀者匕首（★） | 黑色层压板 (略有磨损),猎杀者匕首（★） | 黑色层压板,隐秘,略有磨损,1600.00
MP7 | 橘皮涂装 (崭新出厂),MP7 | 橘皮涂装,工业级,崭新出厂,
MP7 | 橘皮涂装 (久经沙场),MP7 | 橘皮涂装,工业级,久经沙场,
MP7 | 橘皮涂装 (破损不堪),MP7 | 橘皮涂装,工业级,破损不堪,
MP7 | 橘皮涂装 (战痕累累),MP7 | 橘皮涂装,工业级,战痕累累,
MP7 | 橘皮涂装 (略有磨损),MP7 | 橘皮涂装,工业级,略有磨损,86.00
AK-47 | X 射线 (崭新出厂),AK-47 | X 射线,隐秘,崭新出厂,17251.71
AK-47 | X 射线 (久经沙场),AK-47 | X 射线,隐秘,久经沙场,6190.00
AK-47 | X 射线 (破损不堪),AK-47 | X 射线,隐秘,破损不堪,3350.00
AK-47 | X 射线 (战痕累累),AK-47 | X 射线,隐秘,战痕累累,2399.00
AK-47 | X 射线 (略有磨损),AK-47 | X 射线,隐秘,略有磨损,9683.31
P90 | 日落百合 (崭新出厂),P90 | 日落百合,工业级,崭新出厂,93.00
P90 | 日落百合 (久经沙场),P90 | 日落百合,工业级,久经沙场,89.00
P90 | 日落百合 (破损不堪),P90 | 日落百合,工业级,破损不堪,
P90 | 日落百合 (战痕累累),P90 | 日落百合,工业级,战痕累累,
P90 | 日落百合 (略有磨损),P90 | 日落百合,工业级,略有磨损,87.02
USP 消音版（纪念品） | 远古幻想 (崭新出厂),USP 消音版（纪念品） | 远古幻想,受限,崭新出厂,103.29
USP 消音版（纪念品） | 远古幻想 (久经沙场),USP 消音版（纪念品） | 远古幻想,受限,久经沙场,49.68
USP 消音版（纪念品） | 远古幻想 (破损不堪),USP 消音版（纪念品） | 远古幻想,受限,破损不堪,
USP 消音版（纪念品） | 远古幻想 (略有磨损),USP 消音版（纪念品） | 远古幻想,受限,略有磨损,68.00
弯刀（★ StatTrak™） | 致命紫罗兰 (崭新出厂),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,崭新出厂,
弯刀（★ StatTrak™） | 致命紫罗兰 (久经沙场),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,久经沙场,1288.00
弯刀（★ StatTrak™） | 致命紫罗兰 (破损不堪),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,破损不堪,
弯刀（★ StatTrak™） | 致命紫罗兰 (战痕累累),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,战痕累累,900.00
弯刀（★ StatTrak™） | 致命紫罗兰 (略有磨损),弯刀（★ StatTrak™） | 致命紫罗兰,隐秘,略有磨损,
