Full_name,skin_name,Quality,Exterior,Price
M4A1 消音型 | 氮化处理 (战痕累累),M4A1 消音型 | 氮化处理,受限,战痕累累,7.00
M4A1 消音型 | 氮化处理 (略有磨损),M4A1 消音型 | 氮化处理,受限,略有磨损,18.25
USP 消音版（StatTrak™） | 黑水 (久经沙场),USP 消音版（StatTrak™） | 黑水,受限,久经沙场,735.04
USP 消音版（StatTrak™） | 黑水 (略有磨损),USP 消音版（StatTrak™） | 黑水,受限,略有磨损,735.23
折叠刀（★ StatTrak™） | 自动化 (崭新出厂),折叠刀（★ StatTrak™） | 自动化,隐秘,崭新出厂,
折叠刀（★ StatTrak™） | 自动化 (久经沙场),折叠刀（★ StatTrak™） | 自动化,隐秘,久经沙场,2550.00
折叠刀（★ StatTrak™） | 自动化 (破损不堪),折叠刀（★ StatTrak™） | 自动化,隐秘,破损不堪,2300.00
折叠刀（★ StatTrak™） | 自动化 (战痕累累),折叠刀（★ StatTrak™） | 自动化,隐秘,战痕累累,2400.00
折叠刀（★ StatTrak™） | 自动化 (略有磨损),折叠刀（★ StatTrak™） | 自动化,隐秘,略有磨损,2996.00
MAG-7（StatTrak™） | 先见之明 (崭新出厂),MAG-7（StatTrak™） | 先见之明,军规级,崭新出厂,4.54
MAG-7（StatTrak™） | 先见之明 (久经沙场),MAG-7（StatTrak™） | 先见之明,军规级,久经沙场,1.06
MAG-7（StatTrak™） | 先见之明 (破损不堪),MAG-7（StatTrak™） | 先见之明,军规级,破损不堪,1.46
MAG-7（StatTrak™） | 先见之明 (战痕累累),MAG-7（StatTrak™） | 先见之明,军规级,战痕累累,1.18
MAG-7（StatTrak™） | 先见之明 (略有磨损),MAG-7（StatTrak™） | 先见之明,军规级,略有磨损,2.86
G3SG1（StatTrak™） | 公海 (崭新出厂),G3SG1（StatTrak™） | 公海,受限,崭新出厂,49.98
G3SG1（StatTrak™） | 公海 (久经沙场),G3SG1（StatTrak™） | 公海,受限,久经沙场,12.28
G3SG1（StatTrak™） | 公海 (破损不堪),G3SG1（StatTrak™） | 公海,受限,破损不堪,8.79
G3SG1（StatTrak™） | 公海 (战痕累累),G3SG1（StatTrak™） | 公海,受限,战痕累累,7.19
G3SG1（StatTrak™） | 公海 (略有磨损),G3SG1（StatTrak™） | 公海,受限,略有磨损,20.90
R8 左轮手枪 | 生存主义者 (崭新出厂),R8 左轮手枪 | 生存主义者,军规级,崭新出厂,2.52
R8 左轮手枪 | 生存主义者 (久经沙场),R8 左轮手枪 | 生存主义者,军规级,久经沙场,1.07
R8 左轮手枪 | 生存主义者 (破损不堪),R8 左轮手枪 | 生存主义者,军规级,破损不堪,0.76
R8 左轮手枪 | 生存主义者 (战痕累累),R8 左轮手枪 | 生存主义者,军规级,战痕累累,1.39
R8 左轮手枪 | 生存主义者 (略有磨损),R8 左轮手枪 | 生存主义者,军规级,略有磨损,1.40
沙漠之鹰（StatTrak™） | 钴蓝禁锢 (崭新出厂),沙漠之鹰（StatTrak™） | 钴蓝禁锢,保密,崭新出厂,1130.73
沙漠之鹰（StatTrak™） | 钴蓝禁锢 (久经沙场),沙漠之鹰（StatTrak™） | 钴蓝禁锢,保密,久经沙场,550.00
沙漠之鹰（StatTrak™） | 钴蓝禁锢 (略有磨损),沙漠之鹰（StatTrak™） | 钴蓝禁锢,保密,略有磨损,694.00
穿肠刀（★ StatTrak™） | 自动化 (崭新出厂),穿肠刀（★ StatTrak™） | 自动化,隐秘,崭新出厂,
穿肠刀（★ StatTrak™） | 自动化 (久经沙场),穿肠刀（★ StatTrak™） | 自动化,隐秘,久经沙场,
穿肠刀（★ StatTrak™） | 自动化 (破损不堪),穿肠刀（★ StatTrak™） | 自动化,隐秘,破损不堪,
穿肠刀（★ StatTrak™） | 自动化 (战痕累累),穿肠刀（★ StatTrak™） | 自动化,隐秘,战痕累累,1500.00
穿肠刀（★ StatTrak™） | 自动化 (略有磨损),穿肠刀（★ StatTrak™） | 自动化,隐秘,略有磨损,3000.00
AWP | 复古流行 (崭新出厂),AWP | 复古流行,受限,崭新出厂,37.49
AWP | 复古流行 (久经沙场),AWP | 复古流行,受限,久经沙场,17.40
AWP | 复古流行 (破损不堪),AWP | 复古流行,受限,破损不堪,19.47
AWP | 复古流行 (略有磨损),AWP | 复古流行,受限,略有磨损,21.46
Tec-9 | 核子威慑 (崭新出厂),Tec-9 | 核子威慑,受限,崭新出厂,4500.00
Tec-9 | 核子威慑 (久经沙场),Tec-9 | 核子威慑,受限,久经沙场,275.99
Tec-9 | 核子威慑 (破损不堪),Tec-9 | 核子威慑,受限,破损不堪,
Tec-9 | 核子威慑 (战痕累累),Tec-9 | 核子威慑,受限,战痕累累,
Tec-9 | 核子威慑 (略有磨损),Tec-9 | 核子威慑,受限,略有磨损,778.08
Tec-9 | 蛇-9 (崭新出厂),Tec-9 | 蛇-9,军规级,崭新出厂,3.29
Tec-9 | 蛇-9 (久经沙场),Tec-9 | 蛇-9,军规级,久经沙场,0.77
Tec-9 | 蛇-9 (破损不堪),Tec-9 | 蛇-9,军规级,破损不堪,0.55
Tec-9 | 蛇-9 (战痕累累),Tec-9 | 蛇-9,军规级,战痕累累,0.90
Tec-9 | 蛇-9 (略有磨损),Tec-9 | 蛇-9,军规级,略有磨损,1.37
M249 | 等高线 (崭新出厂),M249 | 等高线,军规级,崭新出厂,6.68
M249 | 等高线 (久经沙场),M249 | 等高线,军规级,久经沙场,2.79
M249 | 等高线 (破损不堪),M249 | 等高线,军规级,破损不堪,2.47
M249 | 等高线 (战痕累累),M249 | 等高线,军规级,战痕累累,1.55
M249 | 等高线 (略有磨损),M249 | 等高线,军规级,略有磨损,2.98
流浪者匕首（★ StatTrak™） | 枯焦之色 (久经沙场),流浪者匕首（★ StatTrak™） | 枯焦之色,隐秘,久经沙场,1270.00
流浪者匕首（★ StatTrak™） | 枯焦之色 (破损不堪),流浪者匕首（★ StatTrak™） | 枯焦之色,隐秘,破损不堪,
流浪者匕首（★ StatTrak™） | 枯焦之色 (战痕累累),流浪者匕首（★ StatTrak™） | 枯焦之色,隐秘,战痕累累,1200.00
流浪者匕首（★ StatTrak™） | 枯焦之色 (略有磨损),流浪者匕首（★ StatTrak™） | 枯焦之色,隐秘,略有磨损,3000.00
SG 553（StatTrak™） | 青龙 (崭新出厂),SG 553（StatTrak™） | 青龙,受限,崭新出厂,43.90
SG 553（StatTrak™） | 青龙 (久经沙场),SG 553（StatTrak™） | 青龙,受限,久经沙场,9.49
SG 553（StatTrak™） | 青龙 (破损不堪),SG 553（StatTrak™） | 青龙,受限,破损不堪,10.37
SG 553（StatTrak™） | 青龙 (战痕累累),SG 553（StatTrak™） | 青龙,受限,战痕累累,7.87
SG 553（StatTrak™） | 青龙 (略有磨损),SG 553（StatTrak™） | 青龙,受限,略有磨损,21.05
M4A1 消音型 | 血虎 (崭新出厂),M4A1 消音型 | 血虎,军规级,崭新出厂,26.99
M4A1 消音型 | 血虎 (久经沙场),M4A1 消音型 | 血虎,军规级,久经沙场,22.78
M4A1 消音型 | 血虎 (略有磨损),M4A1 消音型 | 血虎,军规级,略有磨损,20.73
USP 消音版（StatTrak™） | 猎户 (崭新出厂),USP 消音版（StatTrak™） | 猎户,保密,崭新出厂,920.00
USP 消音版（StatTrak™） | 猎户 (久经沙场),USP 消音版（StatTrak™） | 猎户,保密,久经沙场,679.00
USP 消音版（StatTrak™） | 猎户 (破损不堪),USP 消音版（StatTrak™） | 猎户,保密,破损不堪,
USP 消音版（StatTrak™） | 猎户 (战痕累累),USP 消音版（StatTrak™） | 猎户,保密,战痕累累,
USP 消音版（StatTrak™） | 猎户 (略有磨损),USP 消音版（StatTrak™） | 猎户,保密,略有磨损,678.14
USP 消音版 | 森林之叶 (崭新出厂),USP 消音版 | 森林之叶,工业级,崭新出厂,9.22
USP 消音版 | 森林之叶 (久经沙场),USP 消音版 | 森林之叶,工业级,久经沙场,1.08
USP 消音版 | 森林之叶 (破损不堪),USP 消音版 | 森林之叶,工业级,破损不堪,0.98
USP 消音版 | 森林之叶 (战痕累累),USP 消音版 | 森林之叶,工业级,战痕累累,1.00
USP 消音版 | 森林之叶 (略有磨损),USP 消音版 | 森林之叶,工业级,略有磨损,3.90
截短霰弹枪（StatTrak™） | 千纸鹤 (崭新出厂),截短霰弹枪（StatTrak™） | 千纸鹤,军规级,崭新出厂,7.24
截短霰弹枪（StatTrak™） | 千纸鹤 (久经沙场),截短霰弹枪（StatTrak™） | 千纸鹤,军规级,久经沙场,1.74
截短霰弹枪（StatTrak™） | 千纸鹤 (破损不堪),截短霰弹枪（StatTrak™） | 千纸鹤,军规级,破损不堪,3.95
截短霰弹枪（StatTrak™） | 千纸鹤 (战痕累累),截短霰弹枪（StatTrak™） | 千纸鹤,军规级,战痕累累,2.70
截短霰弹枪（StatTrak™） | 千纸鹤 (略有磨损),截短霰弹枪（StatTrak™） | 千纸鹤,军规级,略有磨损,3.85
刺刀（★） | 噩梦之夜 (崭新出厂),刺刀（★） | 噩梦之夜,隐秘,崭新出厂,
刺刀（★） | 噩梦之夜 (久经沙场),刺刀（★） | 噩梦之夜,隐秘,久经沙场,1958.00
刺刀（★） | 噩梦之夜 (破损不堪),刺刀（★） | 噩梦之夜,隐秘,破损不堪,1861.10
刺刀（★） | 噩梦之夜 (战痕累累),刺刀（★） | 噩梦之夜,隐秘,战痕累累,2023.00
刺刀（★） | 噩梦之夜 (略有磨损),刺刀（★） | 噩梦之夜,隐秘,略有磨损,2799.00
USP 消音版 | 橙红安乐蜥 (崭新出厂),USP 消音版 | 橙红安乐蜥,受限,崭新出厂,586.51
USP 消音版 | 橙红安乐蜥 (久经沙场),USP 消音版 | 橙红安乐蜥,受限,久经沙场,
USP 消音版 | 橙红安乐蜥 (略有磨损),USP 消音版 | 橙红安乐蜥,受限,略有磨损,792.82
SSG 08 | 抖枪 (崭新出厂),SSG 08 | 抖枪,受限,崭新出厂,34.35
SSG 08 | 抖枪 (久经沙场),SSG 08 | 抖枪,受限,久经沙场,14.00
SSG 08 | 抖枪 (破损不堪),SSG 08 | 抖枪,受限,破损不堪,22.50
SSG 08 | 抖枪 (战痕累累),SSG 08 | 抖枪,受限,战痕累累,11.04
SSG 08 | 抖枪 (略有磨损),SSG 08 | 抖枪,受限,略有磨损,21.28
刺刀（★ StatTrak™） | 自由之手 (崭新出厂),刺刀（★ StatTrak™） | 自由之手,隐秘,崭新出厂,3390.00
刺刀（★ StatTrak™） | 自由之手 (久经沙场),刺刀（★ StatTrak™） | 自由之手,隐秘,久经沙场,2996.00
刺刀（★ StatTrak™） | 自由之手 (破损不堪),刺刀（★ StatTrak™） | 自由之手,隐秘,破损不堪,
刺刀（★ StatTrak™） | 自由之手 (战痕累累),刺刀（★ StatTrak™） | 自由之手,隐秘,战痕累累,
刺刀（★ StatTrak™） | 自由之手 (略有磨损),刺刀（★ StatTrak™） | 自由之手,隐秘,略有磨损,
FN57 | 毛细血管 (崭新出厂),FN57 | 毛细血管,军规级,崭新出厂,2.88
FN57 | 毛细血管 (久经沙场),FN57 | 毛细血管,军规级,久经沙场,1.01
FN57 | 毛细血管 (破损不堪),FN57 | 毛细血管,军规级,破损不堪,1.18
FN57 | 毛细血管 (战痕累累),FN57 | 毛细血管,军规级,战痕累累,0.90
FN57 | 毛细血管 (略有磨损),FN57 | 毛细血管,军规级,略有磨损,1.65
XM1014（StatTrak™） | 滑流 (崭新出厂),XM1014（StatTrak™） | 滑流,军规级,崭新出厂,7.49
XM1014（StatTrak™） | 滑流 (久经沙场),XM1014（StatTrak™） | 滑流,军规级,久经沙场,1.52
XM1014（StatTrak™） | 滑流 (破损不堪),XM1014（StatTrak™） | 滑流,军规级,破损不堪,1.34
XM1014（StatTrak™） | 滑流 (战痕累累),XM1014（StatTrak™） | 滑流,军规级,战痕累累,3.65
XM1014（StatTrak™） | 滑流 (略有磨损),XM1014（StatTrak™） | 滑流,军规级,略有磨损,3.16
沙漠之鹰（StatTrak™） | 纵横波涛 (崭新出厂),沙漠之鹰（StatTrak™） | 纵横波涛,隐秘,崭新出厂,2999.00
沙漠之鹰（StatTrak™） | 纵横波涛 (久经沙场),沙漠之鹰（StatTrak™） | 纵横波涛,隐秘,久经沙场,412.00
沙漠之鹰（StatTrak™） | 纵横波涛 (破损不堪),沙漠之鹰（StatTrak™） | 纵横波涛,隐秘,破损不堪,328.00
沙漠之鹰（StatTrak™） | 纵横波涛 (战痕累累),沙漠之鹰（StatTrak™） | 纵横波涛,隐秘,战痕累累,350.00
沙漠之鹰（StatTrak™） | 纵横波涛 (略有磨损),沙漠之鹰（StatTrak™） | 纵横波涛,隐秘,略有磨损,799.50
AK-47 | 钢铁三角洲 (崭新出厂),AK-47 | 钢铁三角洲,军规级,崭新出厂,39.00
AK-47 | 钢铁三角洲 (久经沙场),AK-47 | 钢铁三角洲,军规级,久经沙场,15.00
AK-47 | 钢铁三角洲 (破损不堪),AK-47 | 钢铁三角洲,军规级,破损不堪,19.50
AK-47 | 钢铁三角洲 (战痕累累),AK-47 | 钢铁三角洲,军规级,战痕累累,14.63
AK-47 | 钢铁三角洲 (略有磨损),AK-47 | 钢铁三角洲,军规级,略有磨损,22.34
P250 | 暮色森林 (崭新出厂),P250 | 暮色森林,消费级,崭新出厂,14.50
P250 | 暮色森林 (久经沙场),P250 | 暮色森林,消费级,久经沙场,1.49
P250 | 暮色森林 (破损不堪),P250 | 暮色森林,消费级,破损不堪,2.14
P250 | 暮色森林 (战痕累累),P250 | 暮色森林,消费级,战痕累累,1.29
P250 | 暮色森林 (略有磨损),P250 | 暮色森林,消费级,略有磨损,1.50
刺刀（★） | 自由之手 (崭新出厂),刺刀（★） | 自由之手,隐秘,崭新出厂,3341.52
刺刀（★） | 自由之手 (久经沙场),刺刀（★） | 自由之手,隐秘,久经沙场,2511.51
刺刀（★） | 自由之手 (破损不堪),刺刀（★） | 自由之手,隐秘,破损不堪,2330.00
刺刀（★） | 自由之手 (战痕累累),刺刀（★） | 自由之手,隐秘,战痕累累,2346.65
刺刀（★） | 自由之手 (略有磨损),刺刀（★） | 自由之手,隐秘,略有磨损,3060.00
XM1014 | 剧毒水银 (崭新出厂),XM1014 | 剧毒水银,军规级,崭新出厂,3.95
XM1014 | 剧毒水银 (久经沙场),XM1014 | 剧毒水银,军规级,久经沙场,1.45
XM1014 | 剧毒水银 (破损不堪),XM1014 | 剧毒水银,军规级,破损不堪,2.86
XM1014 | 剧毒水银 (战痕累累),XM1014 | 剧毒水银,军规级,战痕累累,3.27
XM1014 | 剧毒水银 (略有磨损),XM1014 | 剧毒水银,军规级,略有磨损,3.14
P250 | 核子威慑 (崭新出厂),P250 | 核子威慑,受限,崭新出厂,
P250 | 核子威慑 (久经沙场),P250 | 核子威慑,受限,久经沙场,268.00
P250 | 核子威慑 (破损不堪),P250 | 核子威慑,受限,破损不堪,
P250 | 核子威慑 (战痕累累),P250 | 核子威慑,受限,战痕累累,140.00
P250 | 核子威慑 (略有磨损),P250 | 核子威慑,受限,略有磨损,800.00
M4A4 | 渐变斑纹 (崭新出厂),M4A4 | 渐变斑纹,军规级,崭新出厂,300.00
M4A4 | 渐变斑纹 (久经沙场),M4A4 | 渐变斑纹,军规级,久经沙场,16.90
M4A4 | 渐变斑纹 (破损不堪),M4A4 | 渐变斑纹,军规级,破损不堪,53.62
M4A4 | 渐变斑纹 (战痕累累),M4A4 | 渐变斑纹,军规级,战痕累累,148.00
M4A4 | 渐变斑纹 (略有磨损),M4A4 | 渐变斑纹,军规级,略有磨损,22.18
P250 | 涟漪 (崭新出厂),P250 | 涟漪,军规级,崭新出厂,2.00
P250 | 涟漪 (久经沙场),P250 | 涟漪,军规级,久经沙场,1.03
P250 | 涟漪 (破损不堪),P250 | 涟漪,军规级,破损不堪,2.22
P250 | 涟漪 (战痕累累),P250 | 涟漪,军规级,战痕累累,2.40
P250 | 涟漪 (略有磨损),P250 | 涟漪,军规级,略有磨损,1.45
锯齿爪刀（★ StatTrak™） | 都市伪装 (崭新出厂),锯齿爪刀（★ StatTrak™） | 都市伪装,隐秘,崭新出厂,
锯齿爪刀（★ StatTrak™） | 都市伪装 (久经沙场),锯齿爪刀（★ StatTrak™） | 都市伪装,隐秘,久经沙场,2400.00
锯齿爪刀（★ StatTrak™） | 都市伪装 (破损不堪),锯齿爪刀（★ StatTrak™） | 都市伪装,隐秘,破损不堪,
锯齿爪刀（★ StatTrak™） | 都市伪装 (战痕累累),锯齿爪刀（★ StatTrak™） | 都市伪装,隐秘,战痕累累,
锯齿爪刀（★ StatTrak™） | 都市伪装 (略有磨损),锯齿爪刀（★ StatTrak™） | 都市伪装,隐秘,略有磨损,3000.00
内格夫（StatTrak™） | 无畏战神 (久经沙场),内格夫（StatTrak™） | 无畏战神,军规级,久经沙场,2.43
内格夫（StatTrak™） | 无畏战神 (略有磨损),内格夫（StatTrak™） | 无畏战神,军规级,略有磨损,3.26
沙漠之鹰（StatTrak™） | 印花集 (崭新出厂),沙漠之鹰（StatTrak™） | 印花集,隐秘,崭新出厂,1552.00
沙漠之鹰（StatTrak™） | 印花集 (久经沙场),沙漠之鹰（StatTrak™） | 印花集,隐秘,久经沙场,550.00
沙漠之鹰（StatTrak™） | 印花集 (破损不堪),沙漠之鹰（StatTrak™） | 印花集,隐秘,破损不堪,620.00
沙漠之鹰（StatTrak™） | 印花集 (战痕累累),沙漠之鹰（StatTrak™） | 印花集,隐秘,战痕累累,404.00
沙漠之鹰（StatTrak™） | 印花集 (略有磨损),沙漠之鹰（StatTrak™） | 印花集,隐秘,略有磨损,799.49
加利尔 AR（纪念品） | 渐变琥珀 (崭新出厂),加利尔 AR（纪念品） | 渐变琥珀,军规级,崭新出厂,42.93
加利尔 AR（纪念品） | 渐变琥珀 (久经沙场),加利尔 AR（纪念品） | 渐变琥珀,军规级,久经沙场,8.00
加利尔 AR（纪念品） | 渐变琥珀 (破损不堪),加利尔 AR（纪念品） | 渐变琥珀,军规级,破损不堪,88.78
加利尔 AR（纪念品） | 渐变琥珀 (略有磨损),加利尔 AR（纪念品） | 渐变琥珀,军规级,略有磨损,21.86
刺刀（★） | 大马士革钢 (崭新出厂),刺刀（★） | 大马士革钢,隐秘,崭新出厂,3397.00
刺刀（★） | 大马士革钢 (久经沙场),刺刀（★） | 大马士革钢,隐秘,久经沙场,2629.79
刺刀（★） | 大马士革钢 (破损不堪),刺刀（★） | 大马士革钢,隐秘,破损不堪,2499.00
刺刀（★） | 大马士革钢 (战痕累累),刺刀（★） | 大马士革钢,隐秘,战痕累累,2300.00
刺刀（★） | 大马士革钢 (略有磨损),刺刀（★） | 大马士革钢,隐秘,略有磨损,2940.00
MAG-7（StatTrak™） | 声纳 (崭新出厂),MAG-7（StatTrak™） | 声纳,军规级,崭新出厂,6.34
MAG-7（StatTrak™） | 声纳 (久经沙场),MAG-7（StatTrak™） | 声纳,军规级,久经沙场,1.57
MAG-7（StatTrak™） | 声纳 (破损不堪),MAG-7（StatTrak™） | 声纳,军规级,破损不堪,1.47
MAG-7（StatTrak™） | 声纳 (略有磨损),MAG-7（StatTrak™） | 声纳,军规级,略有磨损,3.44
P2000 | 草原落叶 (崭新出厂),P2000 | 草原落叶,工业级,崭新出厂,
P2000 | 草原落叶 (久经沙场),P2000 | 草原落叶,工业级,久经沙场,
P2000 | 草原落叶 (破损不堪),P2000 | 草原落叶,工业级,破损不堪,
P2000 | 草原落叶 (战痕累累),P2000 | 草原落叶,工业级,战痕累累,
P2000 | 草原落叶 (略有磨损),P2000 | 草原落叶,工业级,略有磨损,900.00
AUG | 代达罗斯之殇 (崭新出厂),AUG | 代达罗斯之殇,消费级,崭新出厂,25.15
AUG | 代达罗斯之殇 (久经沙场),AUG | 代达罗斯之殇,消费级,久经沙场,22.66
AUG | 代达罗斯之殇 (破损不堪),AUG | 代达罗斯之殇,消费级,破损不堪,
AUG | 代达罗斯之殇 (战痕累累),AUG | 代达罗斯之殇,消费级,战痕累累,16.15
AUG | 代达罗斯之殇 (略有磨损),AUG | 代达罗斯之殇,消费级,略有磨损,21.66
沙漠之鹰 | 蓝色层压板 (崭新出厂),沙漠之鹰 | 蓝色层压板,军规级,崭新出厂,6.57
沙漠之鹰 | 蓝色层压板 (久经沙场),沙漠之鹰 | 蓝色层压板,军规级,久经沙场,0.70
沙漠之鹰 | 蓝色层压板 (破损不堪),沙漠之鹰 | 蓝色层压板,军规级,破损不堪,0.61
沙漠之鹰 | 蓝色层压板 (战痕累累),沙漠之鹰 | 蓝色层压板,军规级,战痕累累,0.61
沙漠之鹰 | 蓝色层压板 (略有磨损),沙漠之鹰 | 蓝色层压板,军规级,略有磨损,1.47
骷髅匕首（★ StatTrak™） | 森林 DDPAT (久经沙场),骷髅匕首（★ StatTrak™） | 森林 DDPAT,隐秘,久经沙场,2240.00
骷髅匕首（★ StatTrak™） | 森林 DDPAT (破损不堪),骷髅匕首（★ StatTrak™） | 森林 DDPAT,隐秘,破损不堪,
骷髅匕首（★ StatTrak™） | 森林 DDPAT (战痕累累),骷髅匕首（★ StatTrak™） | 森林 DDPAT,隐秘,战痕累累,2250.00
骷髅匕首（★ StatTrak™） | 森林 DDPAT (略有磨损),骷髅匕首（★ StatTrak™） | 森林 DDPAT,隐秘,略有磨损,3100.00
内格夫（StatTrak™） | 丢把枪 (崭新出厂),内格夫（StatTrak™） | 丢把枪,军规级,崭新出厂,9.49
内格夫（StatTrak™） | 丢把枪 (久经沙场),内格夫（StatTrak™） | 丢把枪,军规级,久经沙场,1.29
内格夫（StatTrak™） | 丢把枪 (破损不堪),内格夫（StatTrak™） | 丢把枪,军规级,破损不堪,1.08
内格夫（StatTrak™） | 丢把枪 (战痕累累),内格夫（StatTrak™） | 丢把枪,军规级,战痕累累,0.98
内格夫（StatTrak™） | 丢把枪 (略有磨损),内格夫（StatTrak™） | 丢把枪,军规级,略有磨损,3.11
沙漠之鹰（StatTrak™） | 黄金锦鲤 (崭新出厂),沙漠之鹰（StatTrak™） | 黄金锦鲤,隐秘,崭新出厂,1428.00
沙漠之鹰（StatTrak™） | 黄金锦鲤 (略有磨损),沙漠之鹰（StatTrak™） | 黄金锦鲤,隐秘,略有磨损,
格洛克 18 型 | 铁之作 (崭新出厂),格洛克 18 型 | 铁之作,军规级,崭新出厂,8.64
格洛克 18 型 | 铁之作 (久经沙场),格洛克 18 型 | 铁之作,军规级,久经沙场,0.60
格洛克 18 型 | 铁之作 (破损不堪),格洛克 18 型 | 铁之作,军规级,破损不堪,0.56
格洛克 18 型 | 铁之作 (战痕累累),格洛克 18 型 | 铁之作,军规级,战痕累累,0.54
格洛克 18 型 | 铁之作 (略有磨损),格洛克 18 型 | 铁之作,军规级,略有磨损,1.34
SSG 08（StatTrak™） | 黑水 (久经沙场),SSG 08（StatTrak™） | 黑水,军规级,久经沙场,15.99
SSG 08（StatTrak™） | 黑水 (略有磨损),SSG 08（StatTrak™） | 黑水,军规级,略有磨损,21.68
刺刀（★ StatTrak™） | 致命紫罗兰 (久经沙场),刺刀（★ StatTrak™） | 致命紫罗兰,隐秘,久经沙场,1905.00
刺刀（★ StatTrak™） | 致命紫罗兰 (破损不堪),刺刀（★ StatTrak™） | 致命紫罗兰,隐秘,破损不堪,
刺刀（★ StatTrak™） | 致命紫罗兰 (战痕累累),刺刀（★ StatTrak™） | 致命紫罗兰,隐秘,战痕累累,2500.00
刺刀（★ StatTrak™） | 致命紫罗兰 (略有磨损),刺刀（★ StatTrak™） | 致命紫罗兰,隐秘,略有磨损,3000.00
内格夫（StatTrak™） | 沙漠精英 (崭新出厂),内格夫（StatTrak™） | 沙漠精英,军规级,崭新出厂,5.26
内格夫（StatTrak™） | 沙漠精英 (久经沙场),内格夫（StatTrak™） | 沙漠精英,军规级,久经沙场,1.94
内格夫（StatTrak™） | 沙漠精英 (破损不堪),内格夫（StatTrak™） | 沙漠精英,军规级,破损不堪,1.88
内格夫（StatTrak™） | 沙漠精英 (战痕累累),内格夫（StatTrak™） | 沙漠精英,军规级,战痕累累,3.95
内格夫（StatTrak™） | 沙漠精英 (略有磨损),内格夫（StatTrak™） | 沙漠精英,军规级,略有磨损,3.43
格洛克 18 型 | 黑龙纹身 (崭新出厂),格洛克 18 型 | 黑龙纹身,受限,崭新出厂,566.70
格洛克 18 型 | 黑龙纹身 (略有磨损),格洛克 18 型 | 黑龙纹身,受限,略有磨损,945.00
SG 553 | 电子脉冲 (久经沙场),SG 553 | 电子脉冲,受限,久经沙场,11.44
SG 553 | 电子脉冲 (破损不堪),SG 553 | 电子脉冲,受限,破损不堪,19.70
SG 553 | 电子脉冲 (战痕累累),SG 553 | 电子脉冲,受限,战痕累累,60.00
SG 553 | 电子脉冲 (略有磨损),SG 553 | 电子脉冲,受限,略有磨损,23.80
格洛克 18 型 | 夺命撼响 (久经沙场),格洛克 18 型 | 夺命撼响,工业级,久经沙场,0.92
格洛克 18 型 | 夺命撼响 (破损不堪),格洛克 18 型 | 夺命撼响,工业级,破损不堪,0.96
格洛克 18 型 | 夺命撼响 (战痕累累),格洛克 18 型 | 夺命撼响,工业级,战痕累累,1.24
格洛克 18 型 | 夺命撼响 (略有磨损),格洛克 18 型 | 夺命撼响,工业级,略有磨损,1.45
MAG-7 | 灼烧之痕 (崭新出厂),MAG-7 | 灼烧之痕,军规级,崭新出厂,26.99
MAG-7 | 灼烧之痕 (久经沙场),MAG-7 | 灼烧之痕,军规级,久经沙场,2.73
MAG-7 | 灼烧之痕 (破损不堪),MAG-7 | 灼烧之痕,军规级,破损不堪,9.37
MAG-7 | 灼烧之痕 (战痕累累),MAG-7 | 灼烧之痕,军规级,战痕累累,11.28
MAG-7 | 灼烧之痕 (略有磨损),MAG-7 | 灼烧之痕,军规级,略有磨损,3.40
折叠刀（★ StatTrak™） | 表面淬火 (崭新出厂),折叠刀（★ StatTrak™） | 表面淬火,隐秘,崭新出厂,
折叠刀（★ StatTrak™） | 表面淬火 (久经沙场),折叠刀（★ StatTrak™） | 表面淬火,隐秘,久经沙场,3300.00
折叠刀（★ StatTrak™） | 表面淬火 (破损不堪),折叠刀（★ StatTrak™） | 表面淬火,隐秘,破损不堪,
折叠刀（★ StatTrak™） | 表面淬火 (战痕累累),折叠刀（★ StatTrak™） | 表面淬火,隐秘,战痕累累,
折叠刀（★ StatTrak™） | 表面淬火 (略有磨损),折叠刀（★ StatTrak™） | 表面淬火,隐秘,略有磨损,3100.00
SG 553（StatTrak™） | 豹灯蛾 (崭新出厂),SG 553（StatTrak™） | 豹灯蛾,受限,崭新出厂,54.35
SG 553（StatTrak™） | 豹灯蛾 (久经沙场),SG 553（StatTrak™） | 豹灯蛾,受限,久经沙场,13.13
SG 553（StatTrak™） | 豹灯蛾 (破损不堪),SG 553（StatTrak™） | 豹灯蛾,受限,破损不堪,9.88
SG 553（StatTrak™） | 豹灯蛾 (战痕累累),SG 553（StatTrak™） | 豹灯蛾,受限,战痕累累,13.00
SG 553（StatTrak™） | 豹灯蛾 (略有磨损),SG 553（StatTrak™） | 豹灯蛾,受限,略有磨损,23.70
P250 | 元素轮廓 (崭新出厂),P250 | 元素轮廓,军规级,崭新出厂,4.21
P250 | 元素轮廓 (久经沙场),P250 | 元素轮廓,军规级,久经沙场,0.82
P250 | 元素轮廓 (破损不堪),P250 | 元素轮廓,军规级,破损不堪,1.41
P250 | 元素轮廓 (战痕累累),P250 | 元素轮廓,军规级,战痕累累,0.94
P250 | 元素轮廓 (略有磨损),P250 | 元素轮廓,军规级,略有磨损,1.37
沙漠之鹰 | 蛊惑之色 (崭新出厂),沙漠之鹰 | 蛊惑之色,保密,崭新出厂,930.86
沙漠之鹰 | 蛊惑之色 (略有磨损),沙漠之鹰 | 蛊惑之色,保密,略有磨损,900.00
