Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-21 12:6,蝴蝶刀（★） | 屠夫 (略有磨损),隐秘,★,匕首,略有磨损,9849.5,当前在售(287)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 大马士革钢 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,968.97,当前在售(10)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,1288.5,当前在售(10)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,790.5,当前在售(10)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,949.99,当前在售(10)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,820,当前在售(10)
2023-6-21 12:6,SG 553 | 阿罗哈 (略有磨损),军规级,普通,步枪,略有磨损,0.65,当前在售(1000+)
2023-6-21 12:6,SG 553 | 阿罗哈 (崭新出厂),军规级,普通,步枪,崭新出厂,1.19,当前在售(1000+)
2023-6-21 12:6,SG 553 | 阿罗哈 (久经沙场),军规级,普通,步枪,久经沙场,0.49,当前在售(1000+)
2023-6-21 12:6,SG 553 | 阿罗哈 (破损不堪),军规级,普通,步枪,破损不堪,0.31,当前在售(1000+)
2023-6-21 12:6,SG 553 | 阿罗哈 (战痕累累),军规级,普通,步枪,战痕累累,0.31,当前在售(1000+)
2023-6-21 12:6,P2000 | 黑曜石 (略有磨损),受限,普通,手枪,略有磨损,13.38,当前在售(59)
2023-6-21 12:6,P2000 | 黑曜石 (崭新出厂),受限,普通,手枪,崭新出厂,37,当前在售(59)
2023-6-21 12:6,P2000 | 黑曜石 (久经沙场),受限,普通,手枪,久经沙场,9.75,当前在售(59)
2023-6-21 12:6,P2000 | 黑曜石 (破损不堪),受限,普通,手枪,破损不堪,7.49,当前在售(59)
2023-6-21 12:6,P2000 | 黑曜石 (战痕累累),受限,普通,手枪,战痕累累,6.93,当前在售(59)
2023-6-21 12:6,UMP-45 | 金铋辉煌 (略有磨损),受限,普通,微型冲锋枪,略有磨损,20,当前在售(118)
2023-6-21 12:6,UMP-45 | 金铋辉煌 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,31.3,当前在售(118)
2023-6-21 12:6,UMP-45 | 金铋辉煌 (久经沙场),受限,普通,微型冲锋枪,久经沙场,15,当前在售(118)
2023-6-21 12:6,UMP-45 | 金铋辉煌 (破损不堪),受限,普通,微型冲锋枪,破损不堪,18.13,当前在售(118)
2023-6-21 12:6,UMP-45 | 金铋辉煌 (战痕累累),受限,普通,微型冲锋枪,战痕累累,11.06,当前在售(118)
2023-6-21 12:6,蝴蝶刀（★） | 表面淬火 (略有磨损),隐秘,★,匕首,略有磨损,6630,当前在售(256)
2023-6-21 12:6,蝴蝶刀（★） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,9088,当前在售(256)
2023-6-21 12:6,蝴蝶刀（★） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,6039,当前在售(256)
2023-6-21 12:6,蝴蝶刀（★） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,5365.49,当前在售(256)
2023-6-21 12:6,蝴蝶刀（★） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,5190,当前在售(256)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 传说 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1597.96,当前在售(15)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,3487.5,当前在售(15)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,1289.4,当前在售(15)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,1140,当前在售(15)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,1093,当前在售(15)
2023-6-21 12:6,SG 553 | 青龙 (略有磨损),受限,普通,步枪,略有磨损,9.11,当前在售(1000+)
2023-6-21 12:6,SG 553 | 青龙 (崭新出厂),受限,普通,步枪,崭新出厂,15.37,当前在售(1000+)
2023-6-21 12:6,SG 553 | 青龙 (久经沙场),受限,普通,步枪,久经沙场,4.29,当前在售(1000+)
2023-6-21 12:6,SG 553 | 青龙 (破损不堪),受限,普通,步枪,破损不堪,3.93,当前在售(1000+)
2023-6-21 12:6,SG 553 | 青龙 (战痕累累),受限,普通,步枪,战痕累累,3.34,当前在售(1000+)
2023-6-21 12:6,P2000（纪念品） | 渐变琥珀 (略有磨损),受限,纪念品,手枪,略有磨损,95,当前在售(56)
2023-6-21 12:6,P2000（纪念品） | 渐变琥珀 (崭新出厂),受限,纪念品,手枪,崭新出厂,199,当前在售(56)
2023-6-21 12:6,P2000（纪念品） | 渐变琥珀 (久经沙场),受限,纪念品,手枪,久经沙场,69.98,当前在售(56)
2023-6-21 12:6,P2000（纪念品） | 渐变琥珀 (破损不堪),受限,纪念品,手枪,破损不堪,359.99,当前在售(56)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 自动化 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1099,当前在售(13)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,1555,当前在售(13)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,883.5,当前在售(13)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,1100,当前在售(13)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,950,当前在售(13)
2023-6-21 12:6,蝴蝶刀（★） | 传说 (略有磨损),隐秘,★,匕首,略有磨损,25899.5,当前在售(249)
2023-6-21 12:6,蝴蝶刀（★） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,47800,当前在售(249)
2023-6-21 12:6,蝴蝶刀（★） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,13500,当前在售(249)
2023-6-21 12:6,蝴蝶刀（★） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,9498,当前在售(249)
2023-6-21 12:6,蝴蝶刀（★） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,6869,当前在售(249)
2023-6-21 12:6,UMP-45 | 逮捕者 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,4.01,当前在售(138)
2023-6-21 12:6,UMP-45 | 逮捕者 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,5.93,当前在售(138)
2023-6-21 12:6,UMP-45 | 逮捕者 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,2.9,当前在售(138)
2023-6-21 12:6,UMP-45 | 逮捕者 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,2.68,当前在售(138)
2023-6-21 12:6,UMP-45 | 逮捕者 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,2.32,当前在售(138)
2023-6-21 12:6,P2000 | 绝命密电 (略有磨损),军规级,普通,手枪,略有磨损,86.99,当前在售(43)
2023-6-21 12:6,P2000 | 绝命密电 (崭新出厂),军规级,普通,手枪,崭新出厂,90.6,当前在售(43)
2023-6-21 12:6,P2000 | 绝命密电 (久经沙场),军规级,普通,手枪,久经沙场,83,当前在售(43)
2023-6-21 12:6,P2000 | 绝命密电 (破损不堪),军规级,普通,手枪,破损不堪,84.98,当前在售(43)
2023-6-21 12:6,P2000 | 绝命密电 (战痕累累),军规级,普通,手枪,战痕累累,85.23,当前在售(43)
2023-6-21 12:6,蝴蝶刀（★） | 致命紫罗兰 (略有磨损),隐秘,★,匕首,略有磨损,8357.5,当前在售(179)
2023-6-21 12:6,蝴蝶刀（★） | 致命紫罗兰 (崭新出厂),隐秘,★,匕首,崭新出厂,17699.5,当前在售(179)
2023-6-21 12:6,蝴蝶刀（★） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,5438.5,当前在售(179)
2023-6-21 12:6,蝴蝶刀（★） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,5030,当前在售(179)
2023-6-21 12:6,蝴蝶刀（★） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,4494.5,当前在售(179)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 澄澈之水 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,789.9,当前在售(17)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,949,当前在售(17)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,684.97,当前在售(17)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,999,当前在售(17)
2023-6-21 12:6,SG 553 | 赛博之力 (略有磨损),军规级,普通,步枪,略有磨损,1.47,当前在售(1000+)
2023-6-21 12:6,SG 553 | 赛博之力 (崭新出厂),军规级,普通,步枪,崭新出厂,3.64,当前在售(1000+)
2023-6-21 12:6,SG 553 | 赛博之力 (久经沙场),军规级,普通,步枪,久经沙场,0.76,当前在售(1000+)
2023-6-21 12:6,SG 553 | 赛博之力 (破损不堪),军规级,普通,步枪,破损不堪,0.6,当前在售(1000+)
2023-6-21 12:6,SG 553 | 赛博之力 (战痕累累),军规级,普通,步枪,战痕累累,0.54,当前在售(1000+)
2023-6-21 12:6,蝴蝶刀（★） | 大马士革钢 (略有磨损),隐秘,★,匕首,略有磨损,7049.5,当前在售(149)
2023-6-21 12:6,蝴蝶刀（★） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,7899,当前在售(149)
2023-6-21 12:6,蝴蝶刀（★） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,6180,当前在售(149)
2023-6-21 12:6,蝴蝶刀（★） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,6010,当前在售(149)
2023-6-21 12:6,蝴蝶刀（★） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,5800,当前在售(149)
2023-6-21 12:6,UMP-45（StatTrak™） | 野蛮剑齿虎 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,61.48,当前在售(90)
2023-6-21 12:6,UMP-45（StatTrak™） | 野蛮剑齿虎 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,164.48,当前在售(90)
2023-6-21 12:6,UMP-45（StatTrak™） | 野蛮剑齿虎 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,27.91,当前在售(90)
2023-6-21 12:6,UMP-45（StatTrak™） | 野蛮剑齿虎 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,27.89,当前在售(90)
2023-6-21 12:6,UMP-45（StatTrak™） | 野蛮剑齿虎 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,24.4,当前在售(90)
2023-6-21 12:6,SG 553 | 锈蚀之刃 (略有磨损),军规级,普通,步枪,略有磨损,0.67,当前在售(1000+)
2023-6-21 12:6,SG 553 | 锈蚀之刃 (崭新出厂),军规级,普通,步枪,崭新出厂,1.4,当前在售(1000+)
2023-6-21 12:6,SG 553 | 锈蚀之刃 (久经沙场),军规级,普通,步枪,久经沙场,0.34,当前在售(1000+)
2023-6-21 12:6,SG 553 | 锈蚀之刃 (破损不堪),军规级,普通,步枪,破损不堪,0.31,当前在售(1000+)
2023-6-21 12:6,SG 553 | 锈蚀之刃 (战痕累累),军规级,普通,步枪,战痕累累,0.3,当前在售(1000+)
2023-6-21 12:6,P2000（StatTrak™） | 黑曜石 (略有磨损),受限,StatTrak™,手枪,略有磨损,35.14,当前在售(35)
2023-6-21 12:6,P2000（StatTrak™） | 黑曜石 (崭新出厂),受限,StatTrak™,手枪,崭新出厂,87.88,当前在售(35)
2023-6-21 12:6,P2000（StatTrak™） | 黑曜石 (久经沙场),受限,StatTrak™,手枪,久经沙场,13.94,当前在售(35)
2023-6-21 12:6,P2000（StatTrak™） | 黑曜石 (破损不堪),受限,StatTrak™,手枪,破损不堪,13.5,当前在售(35)
2023-6-21 12:6,P2000（StatTrak™） | 黑曜石 (战痕累累),受限,StatTrak™,手枪,战痕累累,9.43,当前在售(35)
2023-6-21 12:6,蝴蝶刀（★） | 澄澈之水 (略有磨损),隐秘,★,匕首,略有磨损,7377,当前在售(151)
2023-6-21 12:6,蝴蝶刀（★） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,8150,当前在售(151)
2023-6-21 12:6,蝴蝶刀（★） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,6428,当前在售(151)
2023-6-21 12:6,蝴蝶刀（★） | 澄澈之水 (破损不堪),隐秘,★,匕首,破损不堪,5699.5,当前在售(151)
2023-6-21 12:6,蝴蝶刀（★） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,5499,当前在售(151)
2023-6-21 12:6,UMP-45（StatTrak™） | 支架 (略有磨损),受限,StatTrak™,微型冲锋枪,略有磨损,19.5,当前在售(99)
2023-6-21 12:6,UMP-45（StatTrak™） | 支架 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,40.46,当前在售(99)
2023-6-21 12:6,UMP-45（StatTrak™） | 支架 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,14.67,当前在售(99)
2023-6-21 12:6,UMP-45（StatTrak™） | 支架 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,12.78,当前在售(99)
2023-6-21 12:6,UMP-45（StatTrak™） | 支架 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,12.44,当前在售(99)
2023-6-21 12:6,SG 553 | 军队之辉 (略有磨损),消费级,普通,步枪,略有磨损,0.19,当前在售(939)
2023-6-21 12:6,SG 553 | 军队之辉 (崭新出厂),消费级,普通,步枪,崭新出厂,0.31,当前在售(939)
2023-6-21 12:6,SG 553 | 军队之辉 (久经沙场),消费级,普通,步枪,久经沙场,0.17,当前在售(939)
2023-6-21 12:6,P2000（StatTrak™） | 珊瑚树 (略有磨损),保密,StatTrak™,手枪,略有磨损,105,当前在售(25)
2023-6-21 12:6,P2000（StatTrak™） | 珊瑚树 (崭新出厂),保密,StatTrak™,手枪,崭新出厂,296.8,当前在售(25)
2023-6-21 12:6,P2000（StatTrak™） | 珊瑚树 (久经沙场),保密,StatTrak™,手枪,久经沙场,72.69,当前在售(25)
2023-6-21 12:6,SG 553 | 黯翼 (略有磨损),受限,普通,步枪,略有磨损,4.57,当前在售(766)
2023-6-21 12:6,SG 553 | 黯翼 (崭新出厂),受限,普通,步枪,崭新出厂,11.97,当前在售(766)
2023-6-21 12:6,SG 553 | 黯翼 (久经沙场),受限,普通,步枪,久经沙场,2.64,当前在售(766)
2023-6-21 12:6,SG 553 | 黯翼 (破损不堪),受限,普通,步枪,破损不堪,2.2,当前在售(766)
2023-6-21 12:6,SG 553 | 黯翼 (战痕累累),受限,普通,步枪,战痕累累,2.13,当前在售(766)
2023-6-21 12:6,UMP-45（StatTrak™） | 动量 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,69.79,当前在售(132)
2023-6-21 12:6,UMP-45（StatTrak™） | 动量 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,126,当前在售(132)
2023-6-21 12:6,UMP-45（StatTrak™） | 动量 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,43.73,当前在售(132)
2023-6-21 12:6,UMP-45（StatTrak™） | 动量 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,40,当前在售(132)
2023-6-21 12:6,UMP-45（StatTrak™） | 动量 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,39,当前在售(132)
2023-6-21 12:6,P2000（StatTrak™） | 火灵 (略有磨损),隐秘,StatTrak™,手枪,略有磨损,404.3,当前在售(41)
2023-6-21 12:6,P2000（StatTrak™） | 火灵 (崭新出厂),隐秘,StatTrak™,手枪,崭新出厂,689.9,当前在售(41)
2023-6-21 12:6,P2000（StatTrak™） | 火灵 (久经沙场),隐秘,StatTrak™,手枪,久经沙场,275,当前在售(41)
2023-6-21 12:6,P2000（StatTrak™） | 火灵 (破损不堪),隐秘,StatTrak™,手枪,破损不堪,888.88,当前在售(41)
2023-6-21 12:6,P2000（StatTrak™） | 火灵 (战痕累累),隐秘,StatTrak™,手枪,战痕累累,263.36,当前在售(41)
2023-6-21 12:6,蝴蝶刀（★） | 都市伪装 (略有磨损),隐秘,★,匕首,略有磨损,5200,当前在售(138)
2023-6-21 12:6,蝴蝶刀（★） | 都市伪装 (崭新出厂),隐秘,★,匕首,崭新出厂,7100,当前在售(138)
2023-6-21 12:6,蝴蝶刀（★） | 都市伪装 (久经沙场),隐秘,★,匕首,久经沙场,4290,当前在售(138)
2023-6-21 12:6,蝴蝶刀（★） | 都市伪装 (破损不堪),隐秘,★,匕首,破损不堪,4149.5,当前在售(138)
2023-6-21 12:6,蝴蝶刀（★） | 都市伪装 (战痕累累),隐秘,★,匕首,战痕累累,4145,当前在售(138)
2023-6-21 12:6,UMP-45（StatTrak™） | 迷幻 (略有磨损),军规级,StatTrak™,微型冲锋枪,略有磨损,7.7,当前在售(106)
2023-6-21 12:6,UMP-45（StatTrak™） | 迷幻 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,31.7,当前在售(106)
2023-6-21 12:6,UMP-45（StatTrak™） | 迷幻 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,5.48,当前在售(106)
2023-6-21 12:6,SG 553 | 重金属摇滚 (略有磨损),军规级,普通,步枪,略有磨损,0.88,当前在售(984)
2023-6-21 12:6,SG 553 | 重金属摇滚 (崭新出厂),军规级,普通,步枪,崭新出厂,2.34,当前在售(984)
2023-6-21 12:6,SG 553 | 重金属摇滚 (久经沙场),军规级,普通,步枪,久经沙场,0.6,当前在售(984)
2023-6-21 12:6,SG 553 | 重金属摇滚 (破损不堪),军规级,普通,步枪,破损不堪,0.54,当前在售(984)
2023-6-21 12:6,SG 553 | 重金属摇滚 (战痕累累),军规级,普通,步枪,战痕累累,0.54,当前在售(984)
2023-6-21 12:6,P2000 | 工业牧草 (略有磨损),工业级,普通,手枪,略有磨损,10.69,当前在售(22)
2023-6-21 12:6,P2000 | 工业牧草 (崭新出厂),工业级,普通,手枪,崭新出厂,50.1,当前在售(22)
2023-6-21 12:6,P2000 | 工业牧草 (久经沙场),工业级,普通,手枪,久经沙场,7.78,当前在售(22)
2023-6-21 12:6,P2000 | 工业牧草 (破损不堪),工业级,普通,手枪,破损不堪,7.99,当前在售(22)
2023-6-21 12:6,P2000 | 工业牧草 (战痕累累),工业级,普通,手枪,战痕累累,5.77,当前在售(22)
2023-6-21 12:6,UMP-45（StatTrak™） | 野孩子 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,184.5,当前在售(133)
2023-6-21 12:6,UMP-45（StatTrak™） | 野孩子 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,379.05,当前在售(133)
2023-6-21 12:6,UMP-45（StatTrak™） | 野孩子 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,68.6,当前在售(133)
2023-6-21 12:6,UMP-45（StatTrak™） | 野孩子 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,54.18,当前在售(133)
2023-6-21 12:6,UMP-45（StatTrak™） | 野孩子 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,40.68,当前在售(133)
2023-6-21 12:6,P2000 | 草原落叶 (略有磨损),工业级,普通,手枪,略有磨损,67.7,当前在售(14)
2023-6-21 12:6,P2000 | 草原落叶 (久经沙场),工业级,普通,手枪,久经沙场,39.47,当前在售(14)
2023-6-21 12:6,P2000 | 草原落叶 (破损不堪),工业级,普通,手枪,破损不堪,39.81,当前在售(14)
2023-6-21 12:6,P2000 | 草原落叶 (战痕累累),工业级,普通,手枪,战痕累累,34.9,当前在售(14)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 表面淬火 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1497,当前在售(10)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,1515,当前在售(10)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,1042,当前在售(10)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,1188,当前在售(10)
2023-6-21 12:6,蝴蝶刀（★） | 自动化 (略有磨损),隐秘,★,匕首,略有磨损,12499,当前在售(134)
2023-6-21 12:6,蝴蝶刀（★） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,18650,当前在售(134)
2023-6-21 12:6,蝴蝶刀（★） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,9999,当前在售(134)
2023-6-21 12:6,蝴蝶刀（★） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,9188,当前在售(134)
2023-6-21 12:6,蝴蝶刀（★） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,8027.4,当前在售(134)
2023-6-21 12:6,P2000 | 寻路者 (略有磨损),工业级,普通,手枪,略有磨损,92.7,当前在售(9)
2023-6-21 12:6,P2000 | 寻路者 (崭新出厂),工业级,普通,手枪,崭新出厂,97.8,当前在售(9)
2023-6-21 12:6,P2000 | 寻路者 (久经沙场),工业级,普通,手枪,久经沙场,84.26,当前在售(9)
2023-6-21 12:6,SG 553 | 危险距离 (略有磨损),军规级,普通,步枪,略有磨损,0.72,当前在售(872)
2023-6-21 12:6,SG 553 | 危险距离 (崭新出厂),军规级,普通,步枪,崭新出厂,1.68,当前在售(872)
2023-6-21 12:6,SG 553 | 危险距离 (久经沙场),军规级,普通,步枪,久经沙场,0.35,当前在售(872)
2023-6-21 12:6,SG 553 | 危险距离 (破损不堪),军规级,普通,步枪,破损不堪,0.43,当前在售(872)
2023-6-21 12:6,SG 553 | 危险距离 (战痕累累),军规级,普通,步枪,战痕累累,0.49,当前在售(872)
2023-6-21 12:6,蝴蝶刀（★） | 噩梦之夜 (略有磨损),隐秘,★,匕首,略有磨损,6999,当前在售(119)
2023-6-21 12:6,蝴蝶刀（★） | 噩梦之夜 (崭新出厂),隐秘,★,匕首,崭新出厂,13349.5,当前在售(119)
2023-6-21 12:6,蝴蝶刀（★） | 噩梦之夜 (久经沙场),隐秘,★,匕首,久经沙场,5050,当前在售(119)
2023-6-21 12:6,蝴蝶刀（★） | 噩梦之夜 (破损不堪),隐秘,★,匕首,破损不堪,4797.5,当前在售(119)
2023-6-21 12:6,蝴蝶刀（★） | 噩梦之夜 (战痕累累),隐秘,★,匕首,战痕累累,4530,当前在售(119)
2023-6-21 12:6,蝴蝶刀（★） | 人工染色 (略有磨损),隐秘,★,匕首,略有磨损,5290,当前在售(123)
2023-6-21 12:6,蝴蝶刀（★） | 人工染色 (崭新出厂),隐秘,★,匕首,崭新出厂,6399,当前在售(123)
2023-6-21 12:6,蝴蝶刀（★） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,5000,当前在售(123)
2023-6-21 12:6,蝴蝶刀（★） | 人工染色 (破损不堪),隐秘,★,匕首,破损不堪,4610,当前在售(123)
2023-6-21 12:6,蝴蝶刀（★） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,4649,当前在售(123)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 自由之手 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1024,当前在售(8)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 自由之手 (崭新出厂),隐秘,★,匕首,崭新出厂,1299.25,当前在售(8)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 自由之手 (久经沙场),隐秘,★,匕首,久经沙场,906.49,当前在售(8)
2023-6-21 12:6,暗影双匕（★ StatTrak™） | 自由之手 (战痕累累),隐秘,★,匕首,战痕累累,929,当前在售(8)
2023-6-21 12:6,SG 553 | 意式拉力 (略有磨损),保密,普通,步枪,略有磨损,395,当前在售(717)
