Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-2 20:18,摩托手套（★） | 日蚀 (崭新出厂),非凡,★,手套,崭新出厂,11000,当前在售(84)
2023-6-2 20:18,摩托手套（★） | 日蚀 (久经沙场),非凡,★,手套,久经沙场,1187,当前在售(84)
2023-6-2 20:18,摩托手套（★） | 日蚀 (破损不堪),非凡,★,手套,破损不堪,970,当前在售(84)
2023-6-2 20:18,摩托手套（★） | 日蚀 (战痕累累),非凡,★,手套,战痕累累,578,当前在售(84)
2023-6-2 20:18,刺刀（★） | 人工染色 (略有磨损) ,隐秘,★,匕首,略有磨损,2389.5,当前在售(57)
2023-6-2 20:18,刺刀（★） | 人工染色 (崭新出厂),隐秘,★,匕首,崭新出厂,3150,当前在售(57)
2023-6-2 20:18,刺刀（★） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,2195.5,当前在售(57)
2023-6-2 20:18,刺刀（★） | 人工染色 (破损不堪),隐秘,★,匕首,破损不堪,2075,当前在售(57)
2023-6-2 20:18,刺刀（★） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,1990,当前在售(57)
2023-6-2 20:18,R8 左轮手枪 | 镶嵌装饰 (略有磨损) ,消费级,普通,手枪,略有磨损,0.39,当前在售(1000+)
2023-6-2 20:18,R8 左轮手枪 | 镶嵌装饰 (崭新出厂),消费级,普通,手枪,崭新出厂,1.07,当前在售(1000+)
2023-6-2 20:18,R8 左轮手枪 | 镶嵌装饰 (久经沙场),消费级,普通,手枪,久经沙场,0.3,当前在售(1000+)
2023-6-2 20:18,R8 左轮手枪 | 镶嵌装饰 (破损不堪),消费级,普通,手枪,破损不堪,0.3,当前在售(1000+)
2023-6-2 20:18,R8 左轮手枪 | 镶嵌装饰 (战痕累累),消费级,普通,手枪,战痕累累,0.23,当前在售(1000+)
2023-6-2 20:18,PP-野牛（StatTrak™） | 太空猫 (略有磨损) ,受限,StatTrak™,微型冲锋枪,略有磨损,11.16,当前在售(441)
2023-6-2 20:18,PP-野牛（StatTrak™） | 太空猫 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,22.9,当前在售(441)
2023-6-2 20:18,PP-野牛（StatTrak™） | 太空猫 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,3.5,当前在售(441)
2023-6-2 20:18,PP-野牛（StatTrak™） | 太空猫 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,3.88,当前在售(441)
2023-6-2 20:18,PP-野牛（StatTrak™） | 太空猫 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,2.29,当前在售(441)
2023-6-2 20:18,加利尔 AR | 警告！ (略有磨损) ,受限,普通,步枪,略有磨损,240.99,当前在售(17)
2023-6-2 20:18,加利尔 AR | 警告！ (崭新出厂),受限,普通,步枪,崭新出厂,290,当前在售(17)
2023-6-2 20:18,加利尔 AR | 警告！ (久经沙场),受限,普通,步枪,久经沙场,199.5,当前在售(17)
2023-6-2 20:18,加利尔 AR | 警告！ (破损不堪),受限,普通,步枪,破损不堪,204,当前在售(17)
2023-6-2 20:18,加利尔 AR | 警告！ (战痕累累),受限,普通,步枪,战痕累累,300,当前在售(17)
2023-6-2 20:18,刺刀（★） | 都市伪装 (略有磨损) ,隐秘,★,匕首,略有磨损,2039.98,当前在售(43)
2023-6-2 20:18,刺刀（★） | 都市伪装 (崭新出厂),隐秘,★,匕首,崭新出厂,3288.88,当前在售(43)
2023-6-2 20:18,刺刀（★） | 都市伪装 (久经沙场),隐秘,★,匕首,久经沙场,1680,当前在售(43)
2023-6-2 20:18,刺刀（★） | 都市伪装 (破损不堪),隐秘,★,匕首,破损不堪,1698.5,当前在售(43)
2023-6-2 20:18,刺刀（★） | 都市伪装 (战痕累累),隐秘,★,匕首,战痕累累,1650,当前在售(43)
2023-6-2 20:18,PP-野牛 | 买定离手 (略有磨损) ,保密,普通,微型冲锋枪,略有磨损,29.5,当前在售(402)
2023-6-2 20:18,PP-野牛 | 买定离手 (崭新出厂),保密,普通,微型冲锋枪,崭新出厂,78.48,当前在售(402)
2023-6-2 20:18,PP-野牛 | 买定离手 (久经沙场),保密,普通,微型冲锋枪,久经沙场,18,当前在售(402)
2023-6-2 20:18,PP-野牛 | 买定离手 (破损不堪),保密,普通,微型冲锋枪,破损不堪,14.49,当前在售(402)
2023-6-2 20:18,PP-野牛 | 买定离手 (战痕累累),保密,普通,微型冲锋枪,战痕累累,12.95,当前在售(402)
2023-6-2 20:18,刺刀（★） | 狩猎网格 (略有磨损) ,隐秘,★,匕首,略有磨损,1830,当前在售(37)
2023-6-2 20:18,刺刀（★） | 狩猎网格 (崭新出厂),隐秘,★,匕首,崭新出厂,2950,当前在售(37)
2023-6-2 20:18,刺刀（★） | 狩猎网格 (久经沙场),隐秘,★,匕首,久经沙场,1630.5,当前在售(37)
2023-6-2 20:18,刺刀（★） | 狩猎网格 (破损不堪),隐秘,★,匕首,破损不堪,1650,当前在售(37)
2023-6-2 20:18,刺刀（★） | 狩猎网格 (战痕累累),隐秘,★,匕首,战痕累累,1650,当前在售(37)
2023-6-2 20:18,R8 左轮手枪 | 疯狂老八 (略有磨损) ,受限,普通,手枪,略有磨损,9.59,当前在售(882)
2023-6-2 20:18,R8 左轮手枪 | 疯狂老八 (崭新出厂),受限,普通,手枪,崭新出厂,18.88,当前在售(882)
2023-6-2 20:18,R8 左轮手枪 | 疯狂老八 (久经沙场),受限,普通,手枪,久经沙场,5.03,当前在售(882)
2023-6-2 20:18,R8 左轮手枪 | 疯狂老八 (破损不堪),受限,普通,手枪,破损不堪,4.58,当前在售(882)
2023-6-2 20:18,R8 左轮手枪 | 疯狂老八 (战痕累累),受限,普通,手枪,战痕累累,3.93,当前在售(882)
2023-6-2 20:18,加利尔 AR | 冬之森林 (略有磨损) ,工业级,普通,步枪,略有磨损,99,当前在售(12)
2023-6-2 20:18,加利尔 AR | 冬之森林 (崭新出厂),工业级,普通,步枪,崭新出厂,1555,当前在售(12)
2023-6-2 20:18,加利尔 AR | 冬之森林 (久经沙场),工业级,普通,步枪,久经沙场,25.99,当前在售(12)
2023-6-2 20:18,加利尔 AR | 冬之森林 (破损不堪),工业级,普通,步枪,破损不堪,138.99,当前在售(12)
2023-6-2 20:18,加利尔 AR | 冬之森林 (战痕累累),工业级,普通,步枪,战痕累累,56.65,当前在售(12)
2023-6-2 20:18,摩托手套（★） | *嘣！* (略有磨损) ,非凡,★,手套,略有磨损,2760,当前在售(74)
2023-6-2 20:18,摩托手套（★） | *嘣！* (崭新出厂),非凡,★,手套,崭新出厂,7999,当前在售(74)
2023-6-2 20:18,摩托手套（★） | *嘣！* (久经沙场),非凡,★,手套,久经沙场,1173.5,当前在售(74)
2023-6-2 20:18,摩托手套（★） | *嘣！* (破损不堪),非凡,★,手套,破损不堪,923.49,当前在售(74)
2023-6-2 20:18,摩托手套（★） | *嘣！* (战痕累累),非凡,★,手套,战痕累累,571.4,当前在售(74)
2023-6-2 20:18,R8 左轮手枪 | 渐变琥珀 (略有磨损) ,保密,普通,手枪,略有磨损,7.99,当前在售(807)
2023-6-2 20:18,R8 左轮手枪 | 渐变琥珀 (崭新出厂),保密,普通,手枪,崭新出厂,14.5,当前在售(807)
2023-6-2 20:18,R8 左轮手枪 | 渐变琥珀 (久经沙场),保密,普通,手枪,久经沙场,6.98,当前在售(807)
2023-6-2 20:18,R8 左轮手枪 | 渐变琥珀 (破损不堪),保密,普通,手枪,破损不堪,18,当前在售(807)
2023-6-2 20:18,PP-野牛 | 都市虚线 (略有磨损) ,消费级,普通,微型冲锋枪,略有磨损,0.27,当前在售(448)
2023-6-2 20:18,PP-野牛 | 都市虚线 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,1.01,当前在售(448)
2023-6-2 20:18,PP-野牛 | 都市虚线 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,0.22,当前在售(448)
2023-6-2 20:18,PP-野牛 | 都市虚线 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,0.33,当前在售(448)
2023-6-2 20:18,PP-野牛 | 都市虚线 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,0.24,当前在售(448)
2023-6-2 20:18,刺刀（★） | 北方森林 (略有磨损) ,隐秘,★,匕首,略有磨损,1970,当前在售(37)
2023-6-2 20:18,刺刀（★） | 北方森林 (崭新出厂),隐秘,★,匕首,崭新出厂,3888,当前在售(37)
2023-6-2 20:18,刺刀（★） | 北方森林 (久经沙场),隐秘,★,匕首,久经沙场,1659,当前在售(37)
2023-6-2 20:18,刺刀（★） | 北方森林 (破损不堪),隐秘,★,匕首,破损不堪,1642,当前在售(37)
2023-6-2 20:18,刺刀（★） | 北方森林 (战痕累累),隐秘,★,匕首,战痕累累,1659.88,当前在售(37)
2023-6-2 20:18,加利尔 AR | 水蓝阶地 (略有磨损) ,军规级,普通,步枪,略有磨损,748.48,当前在售(8)
2023-6-2 20:18,加利尔 AR | 水蓝阶地 (崭新出厂),军规级,普通,步枪,崭新出厂,779,当前在售(8)
2023-6-2 20:18,加利尔 AR | 水蓝阶地 (久经沙场),军规级,普通,步枪,久经沙场,758,当前在售(8)
2023-6-2 20:18,加利尔 AR | 水蓝阶地 (破损不堪),军规级,普通,步枪,破损不堪,886.28,当前在售(8)
2023-6-2 20:18,PP-野牛（纪念品） | 化工之绿 (略有磨损) ,工业级,纪念品,微型冲锋枪,略有磨损,17.8,当前在售(360)
2023-6-2 20:18,PP-野牛（纪念品） | 化工之绿 (崭新出厂),工业级,纪念品,微型冲锋枪,崭新出厂,133.49,当前在售(360)
2023-6-2 20:18,PP-野牛（纪念品） | 化工之绿 (久经沙场),工业级,纪念品,微型冲锋枪,久经沙场,4.61,当前在售(360)
2023-6-2 20:18,PP-野牛（纪念品） | 化工之绿 (破损不堪),工业级,纪念品,微型冲锋枪,破损不堪,4.88,当前在售(360)
2023-6-2 20:18,PP-野牛（纪念品） | 化工之绿 (战痕累累),工业级,纪念品,微型冲锋枪,战痕累累,3,当前在售(360)
2023-6-2 20:18,PP-野牛（StatTrak™） | 黑夜暴乱 (略有磨损) ,军规级,StatTrak™,微型冲锋枪,略有磨损,1.6,当前在售(274)
2023-6-2 20:18,PP-野牛（StatTrak™） | 黑夜暴乱 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,4.69,当前在售(274)
2023-6-2 20:18,PP-野牛（StatTrak™） | 黑夜暴乱 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,0.98,当前在售(274)
2023-6-2 20:18,PP-野牛（StatTrak™） | 黑夜暴乱 (破损不堪),军规级,StatTrak™,微型冲锋枪,破损不堪,0.74,当前在售(274)
2023-6-2 20:18,PP-野牛（StatTrak™） | 黑夜暴乱 (战痕累累),军规级,StatTrak™,微型冲锋枪,战痕累累,0.6,当前在售(274)
2023-6-2 20:18,加利尔 AR（纪念品） | 多变迷彩 (略有磨损) ,工业级,纪念品,步枪,略有磨损,565,当前在售(3)
2023-6-2 20:18,加利尔 AR（纪念品） | 多变迷彩 (崭新出厂),工业级,纪念品,步枪,崭新出厂,3000,当前在售(3)
2023-6-2 20:18,加利尔 AR（纪念品） | 多变迷彩 (久经沙场),工业级,纪念品,步枪,久经沙场,400,当前在售(3)
2023-6-2 20:18,加利尔 AR（纪念品） | 多变迷彩 (破损不堪),工业级,纪念品,步枪,破损不堪,60000,当前在售(3)
2023-6-2 20:18,加利尔 AR（纪念品） | 多变迷彩 (战痕累累),工业级,纪念品,步枪,战痕累累,350,当前在售(3)
2023-6-2 20:18,驾驶手套（★） | 王蛇 (略有磨损) ,非凡,★,手套,略有磨损,12980,当前在售(753)
2023-6-2 20:18,驾驶手套（★） | 王蛇 (崭新出厂),非凡,★,手套,崭新出厂,98000,当前在售(753)
2023-6-2 20:18,驾驶手套（★） | 王蛇 (久经沙场),非凡,★,手套,久经沙场,3579,当前在售(753)
2023-6-2 20:18,驾驶手套（★） | 王蛇 (破损不堪),非凡,★,手套,破损不堪,2599,当前在售(753)
2023-6-2 20:18,驾驶手套（★） | 王蛇 (战痕累累),非凡,★,手套,战痕累累,1829,当前在售(753)
2023-6-2 20:18,PP-野牛 | 安乐蜥 (略有磨损) ,消费级,普通,微型冲锋枪,略有磨损,1.24,当前在售(152)
2023-6-2 20:18,PP-野牛 | 安乐蜥 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,1.53,当前在售(152)
2023-6-2 20:18,PP-野牛 | 安乐蜥 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,1.17,当前在售(152)
2023-6-2 20:18,PP-野牛 | 安乐蜥 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,1.22,当前在售(152)
2023-6-2 20:18,PP-野牛 | 安乐蜥 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,1.12,当前在售(152)
2023-6-2 20:18,R8 左轮手枪 | 重新启动 (略有磨损) ,受限,普通,手枪,略有磨损,6.55,当前在售(746)
2023-6-2 20:18,R8 左轮手枪 | 重新启动 (崭新出厂),受限,普通,手枪,崭新出厂,19.7,当前在售(746)
2023-6-2 20:18,R8 左轮手枪 | 重新启动 (久经沙场),受限,普通,手枪,久经沙场,3.27,当前在售(746)
2023-6-2 20:18,R8 左轮手枪 | 重新启动 (破损不堪),受限,普通,手枪,破损不堪,2.37,当前在售(746)
2023-6-2 20:18,R8 左轮手枪 | 重新启动 (战痕累累),受限,普通,手枪,战痕累累,2.34,当前在售(746)
2023-6-2 20:18,SSG 08 | 无尽深海 (略有磨损) ,军规级,普通,步枪,略有磨损,4.79,当前在售(1000+)
2023-6-2 20:18,SSG 08 | 无尽深海 (崭新出厂),军规级,普通,步枪,崭新出厂,23.49,当前在售(1000+)
2023-6-2 20:18,SSG 08 | 无尽深海 (久经沙场),军规级,普通,步枪,久经沙场,1.78,当前在售(1000+)
2023-6-2 20:18,SSG 08 | 无尽深海 (破损不堪),军规级,普通,步枪,破损不堪,0.89,当前在售(1000+)
2023-6-2 20:18,SSG 08 | 无尽深海 (战痕累累),军规级,普通,步枪,战痕累累,0.87,当前在售(1000+)
2023-6-2 20:18,R8 左轮手枪 | 骸骨锻造 (略有磨损) ,军规级,普通,手枪,略有磨损,0.92,当前在售(437)
2023-6-2 20:18,R8 左轮手枪 | 骸骨锻造 (崭新出厂),军规级,普通,手枪,崭新出厂,1.65,当前在售(437)
2023-6-2 20:18,R8 左轮手枪 | 骸骨锻造 (久经沙场),军规级,普通,手枪,久经沙场,0.79,当前在售(437)
2023-6-2 20:18,R8 左轮手枪 | 骸骨锻造 (破损不堪),军规级,普通,手枪,破损不堪,0.49,当前在售(437)
2023-6-2 20:18,R8 左轮手枪 | 骸骨锻造 (战痕累累),军规级,普通,手枪,战痕累累,0.5,当前在售(437)
2023-6-2 20:18,驾驶手套（★） | 西装革履 (略有磨损) ,非凡,★,手套,略有磨损,4764.5,当前在售(299)
2023-6-2 20:18,驾驶手套（★） | 西装革履 (崭新出厂),非凡,★,手套,崭新出厂,23580,当前在售(299)
2023-6-2 20:18,驾驶手套（★） | 西装革履 (久经沙场),非凡,★,手套,久经沙场,1632,当前在售(299)
2023-6-2 20:18,驾驶手套（★） | 西装革履 (破损不堪),非凡,★,手套,破损不堪,1260,当前在售(299)
2023-6-2 20:18,驾驶手套（★） | 西装革履 (战痕累累),非凡,★,手套,战痕累累,794,当前在售(299)
2023-6-2 20:18,刺刀（★） | 蓝钢 (略有磨损) ,隐秘,★,匕首,略有磨损,2640,当前在售(33)
2023-6-2 20:18,刺刀（★） | 蓝钢 (崭新出厂),隐秘,★,匕首,崭新出厂,3477.5,当前在售(33)
2023-6-2 20:18,刺刀（★） | 蓝钢 (久经沙场),隐秘,★,匕首,久经沙场,2429.27,当前在售(33)
2023-6-2 20:18,刺刀（★） | 蓝钢 (破损不堪),隐秘,★,匕首,破损不堪,2270,当前在售(33)
2023-6-2 20:18,刺刀（★） | 蓝钢 (战痕累累),隐秘,★,匕首,战痕累累,2224,当前在售(33)
2023-6-2 20:18,R8 左轮手枪 | 蕉农炮 (略有磨损) ,受限,普通,手枪,略有磨损,15.15,当前在售(478)
2023-6-2 20:18,R8 左轮手枪 | 蕉农炮 (崭新出厂),受限,普通,手枪,崭新出厂,27.8,当前在售(478)
2023-6-2 20:18,R8 左轮手枪 | 蕉农炮 (久经沙场),受限,普通,手枪,久经沙场,7.31,当前在售(478)
2023-6-2 20:18,R8 左轮手枪 | 蕉农炮 (破损不堪),受限,普通,手枪,破损不堪,5.71,当前在售(478)
2023-6-2 20:18,R8 左轮手枪 | 蕉农炮 (战痕累累),受限,普通,手枪,战痕累累,4.25,当前在售(478)
2023-6-2 20:18,刺刀（★） | 森林 DDPAT (略有磨损) ,隐秘,★,匕首,略有磨损,1899.88,当前在售(34)
2023-6-2 20:18,刺刀（★） | 森林 DDPAT (久经沙场),隐秘,★,匕首,久经沙场,1643,当前在售(34)
2023-6-2 20:18,刺刀（★） | 森林 DDPAT (破损不堪),隐秘,★,匕首,破损不堪,1634.5,当前在售(34)
2023-6-2 20:18,刺刀（★） | 森林 DDPAT (战痕累累),隐秘,★,匕首,战痕累累,1644.98,当前在售(34)
2023-6-2 20:18,SSG 08（StatTrak™） | 无尽深海 (略有磨损) ,军规级,StatTrak™,步枪,略有磨损,13,当前在售(1000+)
2023-6-2 20:18,SSG 08（StatTrak™） | 无尽深海 (崭新出厂),军规级,StatTrak™,步枪,崭新出厂,77.99,当前在售(1000+)
2023-6-2 20:18,SSG 08（StatTrak™） | 无尽深海 (久经沙场),军规级,StatTrak™,步枪,久经沙场,5.22,当前在售(1000+)
2023-6-2 20:18,SSG 08（StatTrak™） | 无尽深海 (破损不堪),军规级,StatTrak™,步枪,破损不堪,3.46,当前在售(1000+)
2023-6-2 20:18,SSG 08（StatTrak™） | 无尽深海 (战痕累累),军规级,StatTrak™,步枪,战痕累累,3.52,当前在售(1000+)
2023-6-2 20:18,驾驶手套（★） | 雪豹 (略有磨损) ,非凡,★,手套,略有磨损,9600,当前在售(281)
2023-6-2 20:18,驾驶手套（★） | 雪豹 (崭新出厂),非凡,★,手套,崭新出厂,43500,当前在售(281)
2023-6-2 20:18,驾驶手套（★） | 雪豹 (久经沙场),非凡,★,手套,久经沙场,4660,当前在售(281)
2023-6-2 20:18,驾驶手套（★） | 雪豹 (破损不堪),非凡,★,手套,破损不堪,3800,当前在售(281)
2023-6-2 20:18,驾驶手套（★） | 雪豹 (战痕累累),非凡,★,手套,战痕累累,2700,当前在售(281)
2023-6-2 20:18,刺刀（★） | 伽玛多普勒 (略有磨损) ,隐秘,★,匕首,略有磨损,5880,当前在售(32)
2023-6-2 20:18,刺刀（★） | 伽玛多普勒 (崭新出厂),隐秘,★,匕首,崭新出厂,5960,当前在售(32)
2023-6-2 20:18,R8 左轮手枪 | 废物王 (略有磨损) ,军规级,普通,手枪,略有磨损,1.15,当前在售(618)
2023-6-2 20:18,R8 左轮手枪 | 废物王 (崭新出厂),军规级,普通,手枪,崭新出厂,2.72,当前在售(618)
2023-6-2 20:18,R8 左轮手枪 | 废物王 (久经沙场),军规级,普通,手枪,久经沙场,0.68,当前在售(618)
2023-6-2 20:18,R8 左轮手枪 | 废物王 (破损不堪),军规级,普通,手枪,破损不堪,0.55,当前在售(618)
2023-6-2 20:18,R8 左轮手枪 | 废物王 (战痕累累),军规级,普通,手枪,战痕累累,0.59,当前在售(618)
2023-6-2 20:18,驾驶手套（★） | 美洲豹女王 (略有磨损) ,非凡,★,手套,略有磨损,1345,当前在售(173)
2023-6-2 20:18,驾驶手套（★） | 美洲豹女王 (崭新出厂),非凡,★,手套,崭新出厂,5880,当前在售(173)
2023-6-2 20:18,驾驶手套（★） | 美洲豹女王 (久经沙场),非凡,★,手套,久经沙场,650,当前在售(173)
2023-6-2 20:18,驾驶手套（★） | 美洲豹女王 (破损不堪),非凡,★,手套,破损不堪,576,当前在售(173)
2023-6-2 20:18,驾驶手套（★） | 美洲豹女王 (战痕累累),非凡,★,手套,战痕累累,501,当前在售(173)
2023-6-2 20:18,PP-野牛 | 午夜行动 (略有磨损) ,工业级,普通,微型冲锋枪,略有磨损,1.05,当前在售(393)
2023-6-2 20:18,PP-野牛 | 午夜行动 (崭新出厂),工业级,普通,微型冲锋枪,崭新出厂,1.85,当前在售(393)
2023-6-2 20:18,PP-野牛 | 午夜行动 (久经沙场),工业级,普通,微型冲锋枪,久经沙场,0.77,当前在售(393)
2023-6-2 20:18,PP-野牛 | 午夜行动 (破损不堪),工业级,普通,微型冲锋枪,破损不堪,0.8,当前在售(393)
2023-6-2 20:18,PP-野牛 | 午夜行动 (战痕累累),工业级,普通,微型冲锋枪,战痕累累,0.72,当前在售(393)
2023-6-2 20:18,SSG 08（纪念品） | 掠夺者 (略有磨损) ,消费级,纪念品,狙击步枪,略有磨损,0.06,当前在售(1000+)
2023-6-2 20:18,SSG 08（纪念品） | 掠夺者 (崭新出厂),消费级,纪念品,狙击步枪,崭新出厂,0.12,当前在售(1000+)
2023-6-2 20:18,SSG 08（纪念品） | 掠夺者 (久经沙场),消费级,纪念品,狙击步枪,久经沙场,0.05,当前在售(1000+)
2023-6-2 20:18,SSG 08（纪念品） | 掠夺者 (破损不堪),消费级,纪念品,狙击步枪,破损不堪,0.08,当前在售(1000+)
2023-6-2 20:18,SSG 08（纪念品） | 掠夺者 (战痕累累),消费级,纪念品,狙击步枪,战痕累累,0.07,当前在售(1000+)
2023-6-2 20:18,驾驶手套（★） | 蓝紫格子 (略有磨损) ,非凡,★,手套,略有磨损,4978,当前在售(188)
2023-6-2 20:18,驾驶手套（★） | 蓝紫格子 (崭新出厂),非凡,★,手套,崭新出厂,12500,当前在售(188)
2023-6-2 20:18,驾驶手套（★） | 蓝紫格子 (久经沙场),非凡,★,手套,久经沙场,2368.1,当前在售(188)
2023-6-2 20:18,驾驶手套（★） | 蓝紫格子 (破损不堪),非凡,★,手套,破损不堪,2089.5,当前在售(188)
2023-6-2 20:18,驾驶手套（★） | 蓝紫格子 (战痕累累),非凡,★,手套,战痕累累,1634,当前在售(188)
2023-6-2 20:18,R8 左轮手枪（StatTrak™） | 深红之网 (略有磨损) ,军规级,StatTrak™,手枪,略有磨损,8.77,当前在售(425)
2023-6-2 20:18,R8 左轮手枪（StatTrak™） | 深红之网 (崭新出厂),军规级,StatTrak™,手枪,崭新出厂,101.99,当前在售(425)
2023-6-2 20:18,R8 左轮手枪（StatTrak™） | 深红之网 (久经沙场),军规级,StatTrak™,手枪,久经沙场,1.54,当前在售(425)
2023-6-2 20:18,R8 左轮手枪（StatTrak™） | 深红之网 (破损不堪),军规级,StatTrak™,手枪,破损不堪,1.85,当前在售(425)
2023-6-2 20:18,R8 左轮手枪（StatTrak™） | 深红之网 (战痕累累),军规级,StatTrak™,手枪,战痕累累,0.9,当前在售(425)
2023-6-2 20:18,PP-野牛 | 黄铜 (略有磨损) ,军规级,普通,微型冲锋枪,略有磨损,12.59,当前在售(323)
2023-6-2 20:18,PP-野牛 | 黄铜 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,23.4,当前在售(323)
2023-6-2 20:18,PP-野牛 | 黄铜 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,7.98,当前在售(323)
2023-6-2 20:18,PP-野牛 | 黄铜 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,7.3,当前在售(323)
2023-6-2 20:18,PP-野牛 | 黄铜 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,7,当前在售(323)
2023-6-2 20:18,刺刀（★ StatTrak™） | 传说 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,6350,当前在售(29)
2023-6-2 20:18,刺刀（★ StatTrak™） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,8600,当前在售(29)
2023-6-2 20:18,刺刀（★ StatTrak™） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,4200,当前在售(29)
2023-6-2 20:18,刺刀（★ StatTrak™） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,3199,当前在售(29)
2023-6-2 20:18,驾驶手套（★） | 超越 (略有磨损) ,非凡,★,手套,略有磨损,1874.5,当前在售(154)
2023-6-2 20:18,驾驶手套（★） | 超越 (崭新出厂),非凡,★,手套,崭新出厂,7997,当前在售(154)
2023-6-2 20:18,驾驶手套（★） | 超越 (久经沙场),非凡,★,手套,久经沙场,748,当前在售(154)
2023-6-2 20:18,驾驶手套（★） | 超越 (破损不堪),非凡,★,手套,破损不堪,659.49,当前在售(154)
2023-6-2 20:18,驾驶手套（★） | 超越 (战痕累累),非凡,★,手套,战痕累累,529.39,当前在售(154)
2023-6-2 20:18,PP-野牛（纪念品） | 都市虚线 (略有磨损) ,消费级,纪念品,微型冲锋枪,略有磨损,4.5,当前在售(243)
2023-6-2 20:18,PP-野牛（纪念品） | 都市虚线 (崭新出厂),消费级,纪念品,微型冲锋枪,崭新出厂,69.9,当前在售(243)
2023-6-2 20:18,PP-野牛（纪念品） | 都市虚线 (久经沙场),消费级,纪念品,微型冲锋枪,久经沙场,1.37,当前在售(243)
2023-6-2 20:18,PP-野牛（纪念品） | 都市虚线 (破损不堪),消费级,纪念品,微型冲锋枪,破损不堪,3.46,当前在售(243)
2023-6-2 20:18,PP-野牛（纪念品） | 都市虚线 (战痕累累),消费级,纪念品,微型冲锋枪,战痕累累,1.79,当前在售(243)
2023-6-2 20:18,R8 左轮手枪 | 炽烈之炎 (略有磨损) ,军规级,普通,手枪,略有磨损,11.72,当前在售(419)
2023-6-2 20:18,R8 左轮手枪 | 炽烈之炎 (崭新出厂),军规级,普通,手枪,崭新出厂,13,当前在售(419)
2023-6-2 20:18,SSG 08 | 浮生如梦 (略有磨损) ,受限,普通,狙击步枪,略有磨损,7.06,当前在售(1000+)
2023-6-2 20:18,SSG 08 | 浮生如梦 (崭新出厂),受限,普通,狙击步枪,崭新出厂,12.1,当前在售(1000+)
2023-6-2 20:18,SSG 08 | 浮生如梦 (久经沙场),受限,普通,狙击步枪,久经沙场,3.09,当前在售(1000+)
2023-6-2 20:18,SSG 08 | 浮生如梦 (破损不堪),受限,普通,狙击步枪,破损不堪,4.55,当前在售(1000+)
2023-6-2 20:18,SSG 08 | 浮生如梦 (战痕累累),受限,普通,狙击步枪,战痕累累,2.19,当前在售(1000+)
2023-6-2 20:18,R8 左轮手枪（纪念品） | 噩梦之夜 (略有磨损) ,消费级,纪念品,手枪,略有磨损,0.35,当前在售(350)
2023-6-2 20:18,R8 左轮手枪（纪念品） | 噩梦之夜 (崭新出厂),消费级,纪念品,手枪,崭新出厂,13.69,当前在售(350)
2023-6-2 20:18,R8 左轮手枪（纪念品） | 噩梦之夜 (久经沙场),消费级,纪念品,手枪,久经沙场,0.07,当前在售(350)
2023-6-2 20:18,R8 左轮手枪（纪念品） | 噩梦之夜 (破损不堪),消费级,纪念品,手枪,破损不堪,0.08,当前在售(350)
2023-6-2 20:18,R8 左轮手枪（纪念品） | 噩梦之夜 (战痕累累),消费级,纪念品,手枪,战痕累累,0.07,当前在售(350)
2023-6-2 20:18,PP-野牛（StatTrak™） | 透光区 (略有磨损) ,军规级,StatTrak™,微型冲锋枪,略有磨损,9.87,当前在售(215)
2023-6-2 20:18,PP-野牛（StatTrak™） | 透光区 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,34.83,当前在售(215)
2023-6-2 20:18,PP-野牛（StatTrak™） | 透光区 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,3.66,当前在售(215)
2023-6-2 20:18,PP-野牛（StatTrak™） | 透光区 (破损不堪),军规级,StatTrak™,微型冲锋枪,破损不堪,2.64,当前在售(215)
2023-6-2 20:18,PP-野牛（StatTrak™） | 透光区 (战痕累累),军规级,StatTrak™,微型冲锋枪,战痕累累,2.68,当前在售(215)
