Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-21 21:10,蝴蝶刀（★） | 屠夫 (略有磨损),隐秘,★,匕首,略有磨损,9799.5,当前在售(286)
2023-6-21 21:10,P2000 | 黑曜石 (破损不堪),受限,普通,手枪,破损不堪,7.49,当前在售(69)
2023-6-21 21:10,P2000 | 黑曜石 (战痕累累),受限,普通,手枪,战痕累累,6.91,当前在售(69)
2023-6-21 21:10,UMP-45 | 金铋辉煌 (略有磨损),受限,普通,微型冲锋枪,略有磨损,20.23,当前在售(92)
2023-6-21 21:10,UMP-45 | 金铋辉煌 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,31.5,当前在售(92)
2023-6-21 21:10,UMP-45 | 金铋辉煌 (久经沙场),受限,普通,微型冲锋枪,久经沙场,15.2,当前在售(92)
2023-6-21 21:10,UMP-45 | 金铋辉煌 (破损不堪),受限,普通,微型冲锋枪,破损不堪,17.3,当前在售(92)
2023-6-21 21:10,UMP-45 | 金铋辉煌 (战痕累累),受限,普通,微型冲锋枪,战痕累累,11.26,当前在售(92)
2023-6-21 21:10,SG 553 | 阿罗哈 (略有磨损),军规级,普通,步枪,略有磨损,0.66,当前在售(1000+)
2023-6-21 21:10,SG 553 | 阿罗哈 (崭新出厂),军规级,普通,步枪,崭新出厂,1.29,当前在售(1000+)
2023-6-21 21:10,SG 553 | 阿罗哈 (久经沙场),军规级,普通,步枪,久经沙场,0.4,当前在售(1000+)
2023-6-21 21:10,SG 553 | 阿罗哈 (破损不堪),军规级,普通,步枪,破损不堪,0.35,当前在售(1000+)
2023-6-21 21:10,SG 553 | 阿罗哈 (战痕累累),军规级,普通,步枪,战痕累累,0.31,当前在售(1000+)
2023-6-21 21:10,P2000（纪念品） | 渐变琥珀 (略有磨损),受限,纪念品,手枪,略有磨损,95,当前在售(56)
2023-6-21 21:10,P2000（纪念品） | 渐变琥珀 (崭新出厂),受限,纪念品,手枪,崭新出厂,198.99,当前在售(56)
2023-6-21 21:10,P2000（纪念品） | 渐变琥珀 (久经沙场),受限,纪念品,手枪,久经沙场,69.99,当前在售(56)
2023-6-21 21:10,P2000（纪念品） | 渐变琥珀 (破损不堪),受限,纪念品,手枪,破损不堪,359.99,当前在售(56)
2023-6-21 21:10,UMP-45 | 逮捕者 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,4.02,当前在售(127)
2023-6-21 21:10,UMP-45 | 逮捕者 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,5.8,当前在售(127)
2023-6-21 21:10,UMP-45 | 逮捕者 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,3.1,当前在售(127)
2023-6-21 21:10,UMP-45 | 逮捕者 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,2.68,当前在售(127)
2023-6-21 21:10,UMP-45 | 逮捕者 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,2.27,当前在售(127)
2023-6-21 21:10,蝴蝶刀（★） | 表面淬火 (略有磨损),隐秘,★,匕首,略有磨损,6625,当前在售(258)
2023-6-21 21:10,蝴蝶刀（★） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,9088,当前在售(258)
2023-6-21 21:10,蝴蝶刀（★） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,5998,当前在售(258)
2023-6-21 21:10,蝴蝶刀（★） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,5329.99,当前在售(258)
2023-6-21 21:10,蝴蝶刀（★） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,5188,当前在售(258)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 传说 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1594.99,当前在售(15)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,3487.5,当前在售(15)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,1286.8,当前在售(15)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,1140,当前在售(15)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,1092.5,当前在售(15)
2023-6-21 21:10,SG 553 | 青龙 (略有磨损),受限,普通,步枪,略有磨损,9,当前在售(1000+)
2023-6-21 21:10,SG 553 | 青龙 (崭新出厂),受限,普通,步枪,崭新出厂,15.14,当前在售(1000+)
2023-6-21 21:10,SG 553 | 青龙 (久经沙场),受限,普通,步枪,久经沙场,4.49,当前在售(1000+)
2023-6-21 21:10,SG 553 | 青龙 (破损不堪),受限,普通,步枪,破损不堪,3.89,当前在售(1000+)
2023-6-21 21:10,SG 553 | 青龙 (战痕累累),受限,普通,步枪,战痕累累,3.29,当前在售(1000+)
2023-6-21 21:10,UMP-45（StatTrak™） | 野蛮剑齿虎 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,61.46,当前在售(80)
2023-6-21 21:10,UMP-45（StatTrak™） | 野蛮剑齿虎 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,163.69,当前在售(80)
2023-6-21 21:10,UMP-45（StatTrak™） | 野蛮剑齿虎 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,27.41,当前在售(80)
2023-6-21 21:10,UMP-45（StatTrak™） | 野蛮剑齿虎 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,27.79,当前在售(80)
2023-6-21 21:10,UMP-45（StatTrak™） | 野蛮剑齿虎 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,23.98,当前在售(80)
2023-6-21 21:10,蝴蝶刀（★） | 传说 (略有磨损),隐秘,★,匕首,略有磨损,25729.5,当前在售(245)
2023-6-21 21:10,蝴蝶刀（★） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,47800,当前在售(245)
2023-6-21 21:10,蝴蝶刀（★） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,13444.44,当前在售(245)
2023-6-21 21:10,蝴蝶刀（★） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,9436,当前在售(245)
2023-6-21 21:10,蝴蝶刀（★） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,6864.5,当前在售(245)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自动化 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1190,当前在售(12)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,1498,当前在售(12)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,883.49,当前在售(12)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,1100,当前在售(12)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,950,当前在售(12)
2023-6-21 21:10,P2000 | 绝命密电 (略有磨损),军规级,普通,手枪,略有磨损,86.95,当前在售(49)
2023-6-21 21:10,P2000 | 绝命密电 (崭新出厂),军规级,普通,手枪,崭新出厂,89.85,当前在售(49)
2023-6-21 21:10,P2000 | 绝命密电 (久经沙场),军规级,普通,手枪,久经沙场,86,当前在售(49)
2023-6-21 21:10,P2000 | 绝命密电 (破损不堪),军规级,普通,手枪,破损不堪,84.87,当前在售(49)
2023-6-21 21:10,P2000 | 绝命密电 (战痕累累),军规级,普通,手枪,战痕累累,85.03,当前在售(49)
2023-6-21 21:10,UMP-45（StatTrak™） | 支架 (略有磨损),受限,StatTrak™,微型冲锋枪,略有磨损,18.6,当前在售(102)
2023-6-21 21:10,UMP-45（StatTrak™） | 支架 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,40.44,当前在售(102)
2023-6-21 21:10,UMP-45（StatTrak™） | 支架 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,14.39,当前在售(102)
2023-6-21 21:10,UMP-45（StatTrak™） | 支架 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,12.57,当前在售(102)
2023-6-21 21:10,UMP-45（StatTrak™） | 支架 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,12.28,当前在售(102)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 澄澈之水 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,790,当前在售(17)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,939.5,当前在售(17)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,679.96,当前在售(17)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,999,当前在售(17)
2023-6-21 21:10,P2000（StatTrak™） | 黑曜石 (略有磨损),受限,StatTrak™,手枪,略有磨损,34.74,当前在售(32)
2023-6-21 21:10,P2000（StatTrak™） | 黑曜石 (崭新出厂),受限,StatTrak™,手枪,崭新出厂,86.38,当前在售(32)
2023-6-21 21:10,P2000（StatTrak™） | 黑曜石 (久经沙场),受限,StatTrak™,手枪,久经沙场,13.54,当前在售(32)
2023-6-21 21:10,P2000（StatTrak™） | 黑曜石 (破损不堪),受限,StatTrak™,手枪,破损不堪,13.46,当前在售(32)
2023-6-21 21:10,P2000（StatTrak™） | 黑曜石 (战痕累累),受限,StatTrak™,手枪,战痕累累,10.37,当前在售(32)
2023-6-21 21:10,蝴蝶刀（★） | 致命紫罗兰 (略有磨损),隐秘,★,匕首,略有磨损,8348,当前在售(182)
2023-6-21 21:10,蝴蝶刀（★） | 致命紫罗兰 (崭新出厂),隐秘,★,匕首,崭新出厂,17699.5,当前在售(182)
2023-6-21 21:10,蝴蝶刀（★） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,5435,当前在售(182)
2023-6-21 21:10,蝴蝶刀（★） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,5130,当前在售(182)
2023-6-21 21:10,蝴蝶刀（★） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,4489.5,当前在售(182)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 表面淬火 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1497,当前在售(9)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,1515,当前在售(9)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,1042,当前在售(9)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,1188,当前在售(9)
2023-6-21 21:10,UMP-45（StatTrak™） | 动量 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,69.79,当前在售(126)
2023-6-21 21:10,UMP-45（StatTrak™） | 动量 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,125,当前在售(126)
2023-6-21 21:10,UMP-45（StatTrak™） | 动量 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,42.9,当前在售(126)
2023-6-21 21:10,UMP-45（StatTrak™） | 动量 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,38,当前在售(126)
2023-6-21 21:10,UMP-45（StatTrak™） | 动量 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,39,当前在售(126)
2023-6-21 21:10,SG 553 | 赛博之力 (略有磨损),军规级,普通,步枪,略有磨损,1.57,当前在售(1000+)
2023-6-21 21:10,SG 553 | 赛博之力 (崭新出厂),军规级,普通,步枪,崭新出厂,3.55,当前在售(1000+)
2023-6-21 21:10,SG 553 | 赛博之力 (久经沙场),军规级,普通,步枪,久经沙场,0.79,当前在售(1000+)
2023-6-21 21:10,SG 553 | 赛博之力 (破损不堪),军规级,普通,步枪,破损不堪,0.68,当前在售(1000+)
2023-6-21 21:10,SG 553 | 赛博之力 (战痕累累),军规级,普通,步枪,战痕累累,0.59,当前在售(1000+)
2023-6-21 21:10,SG 553 | 锈蚀之刃 (略有磨损),军规级,普通,步枪,略有磨损,0.67,当前在售(1000+)
2023-6-21 21:10,SG 553 | 锈蚀之刃 (崭新出厂),军规级,普通,步枪,崭新出厂,1.26,当前在售(1000+)
2023-6-21 21:10,SG 553 | 锈蚀之刃 (久经沙场),军规级,普通,步枪,久经沙场,0.32,当前在售(1000+)
2023-6-21 21:10,SG 553 | 锈蚀之刃 (破损不堪),军规级,普通,步枪,破损不堪,0.31,当前在售(1000+)
2023-6-21 21:10,SG 553 | 锈蚀之刃 (战痕累累),军规级,普通,步枪,战痕累累,0.29,当前在售(1000+)
2023-6-21 21:10,蝴蝶刀（★） | 大马士革钢 (略有磨损),隐秘,★,匕首,略有磨损,7000,当前在售(149)
2023-6-21 21:10,蝴蝶刀（★） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,7929,当前在售(149)
2023-6-21 21:10,蝴蝶刀（★） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,6199.5,当前在售(149)
2023-6-21 21:10,蝴蝶刀（★） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,6000,当前在售(149)
2023-6-21 21:10,蝴蝶刀（★） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,5790,当前在售(149)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自由之手 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1023.5,当前在售(7)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自由之手 (崭新出厂),隐秘,★,匕首,崭新出厂,1298.65,当前在售(7)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自由之手 (久经沙场),隐秘,★,匕首,久经沙场,906.39,当前在售(7)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自由之手 (破损不堪),隐秘,★,匕首,破损不堪,888,当前在售(7)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 自由之手 (战痕累累),隐秘,★,匕首,战痕累累,929,当前在售(7)
2023-6-21 21:10,SG 553 | 军队之辉 (略有磨损),消费级,普通,步枪,略有磨损,0.16,当前在售(949)
2023-6-21 21:10,SG 553 | 军队之辉 (崭新出厂),消费级,普通,步枪,崭新出厂,0.28,当前在售(949)
2023-6-21 21:10,SG 553 | 军队之辉 (久经沙场),消费级,普通,步枪,久经沙场,0.14,当前在售(949)
2023-6-21 21:10,蝴蝶刀（★） | 澄澈之水 (略有磨损),隐秘,★,匕首,略有磨损,7389.5,当前在售(153)
2023-6-21 21:10,蝴蝶刀（★） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,8280,当前在售(153)
2023-6-21 21:10,蝴蝶刀（★） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,6458,当前在售(153)
2023-6-21 21:10,蝴蝶刀（★） | 澄澈之水 (破损不堪),隐秘,★,匕首,破损不堪,5690,当前在售(153)
2023-6-21 21:10,蝴蝶刀（★） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,5500,当前在售(153)
2023-6-21 21:10,P2000（StatTrak™） | 珊瑚树 (略有磨损),保密,StatTrak™,手枪,略有磨损,104.99,当前在售(26)
2023-6-21 21:10,P2000（StatTrak™） | 珊瑚树 (崭新出厂),保密,StatTrak™,手枪,崭新出厂,296.8,当前在售(26)
2023-6-21 21:10,P2000（StatTrak™） | 珊瑚树 (久经沙场),保密,StatTrak™,手枪,久经沙场,72.09,当前在售(26)
2023-6-21 21:10,SG 553 | 黯翼 (略有磨损),受限,普通,步枪,略有磨损,4.59,当前在售(839)
2023-6-21 21:10,SG 553 | 黯翼 (崭新出厂),受限,普通,步枪,崭新出厂,12.2,当前在售(839)
2023-6-21 21:10,SG 553 | 黯翼 (久经沙场),受限,普通,步枪,久经沙场,2.7,当前在售(839)
2023-6-21 21:10,SG 553 | 黯翼 (破损不堪),受限,普通,步枪,破损不堪,2.17,当前在售(839)
2023-6-21 21:10,SG 553 | 黯翼 (战痕累累),受限,普通,步枪,战痕累累,2.03,当前在售(839)
2023-6-21 21:10,UMP-45（StatTrak™） | 迷幻 (略有磨损),军规级,StatTrak™,微型冲锋枪,略有磨损,7.71,当前在售(102)
2023-6-21 21:10,UMP-45（StatTrak™） | 迷幻 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,31.7,当前在售(102)
2023-6-21 21:10,UMP-45（StatTrak™） | 迷幻 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,5.47,当前在售(102)
2023-6-21 21:10,P2000（StatTrak™） | 火灵 (略有磨损),隐秘,StatTrak™,手枪,略有磨损,404.3,当前在售(38)
2023-6-21 21:10,P2000（StatTrak™） | 火灵 (崭新出厂),隐秘,StatTrak™,手枪,崭新出厂,689.9,当前在售(38)
2023-6-21 21:10,P2000（StatTrak™） | 火灵 (久经沙场),隐秘,StatTrak™,手枪,久经沙场,275,当前在售(38)
2023-6-21 21:10,P2000（StatTrak™） | 火灵 (破损不堪),隐秘,StatTrak™,手枪,破损不堪,888.88,当前在售(38)
2023-6-21 21:10,P2000（StatTrak™） | 火灵 (战痕累累),隐秘,StatTrak™,手枪,战痕累累,263,当前在售(38)
2023-6-21 21:10,SG 553 | 重金属摇滚 (略有磨损),军规级,普通,步枪,略有磨损,0.93,当前在售(955)
2023-6-21 21:10,SG 553 | 重金属摇滚 (崭新出厂),军规级,普通,步枪,崭新出厂,2.3,当前在售(955)
2023-6-21 21:10,SG 553 | 重金属摇滚 (久经沙场),军规级,普通,步枪,久经沙场,0.58,当前在售(955)
2023-6-21 21:10,SG 553 | 重金属摇滚 (破损不堪),军规级,普通,步枪,破损不堪,0.52,当前在售(955)
2023-6-21 21:10,SG 553 | 重金属摇滚 (战痕累累),军规级,普通,步枪,战痕累累,0.69,当前在售(955)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 人工染色 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,910,当前在售(5)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 人工染色 (崭新出厂),隐秘,★,匕首,崭新出厂,2000,当前在售(5)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,730,当前在售(5)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,887.48,当前在售(5)
2023-6-21 21:10,UMP-45（StatTrak™） | 野孩子 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,184,当前在售(130)
2023-6-21 21:10,UMP-45（StatTrak™） | 野孩子 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,388,当前在售(130)
2023-6-21 21:10,UMP-45（StatTrak™） | 野孩子 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,65,当前在售(130)
2023-6-21 21:10,UMP-45（StatTrak™） | 野孩子 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,53.54,当前在售(130)
2023-6-21 21:10,UMP-45（StatTrak™） | 野孩子 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,40.07,当前在售(130)
2023-6-21 21:10,P2000 | 工业牧草 (略有磨损),工业级,普通,手枪,略有磨损,10.99,当前在售(19)
2023-6-21 21:10,P2000 | 工业牧草 (崭新出厂),工业级,普通,手枪,崭新出厂,50.1,当前在售(19)
2023-6-21 21:10,P2000 | 工业牧草 (久经沙场),工业级,普通,手枪,久经沙场,7.77,当前在售(19)
2023-6-21 21:10,P2000 | 工业牧草 (破损不堪),工业级,普通,手枪,破损不堪,7.99,当前在售(19)
2023-6-21 21:10,P2000 | 工业牧草 (战痕累累),工业级,普通,手枪,战痕累累,5.76,当前在售(19)
2023-6-21 21:10,蝴蝶刀（★） | 都市伪装 (略有磨损),隐秘,★,匕首,略有磨损,5179.5,当前在售(139)
2023-6-21 21:10,蝴蝶刀（★） | 都市伪装 (崭新出厂),隐秘,★,匕首,崭新出厂,7100,当前在售(139)
2023-6-21 21:10,蝴蝶刀（★） | 都市伪装 (久经沙场),隐秘,★,匕首,久经沙场,4300,当前在售(139)
2023-6-21 21:10,蝴蝶刀（★） | 都市伪装 (破损不堪),隐秘,★,匕首,破损不堪,4138.5,当前在售(139)
2023-6-21 21:10,蝴蝶刀（★） | 都市伪装 (战痕累累),隐秘,★,匕首,战痕累累,4133,当前在售(139)
2023-6-21 21:10,SG 553 | 危险距离 (略有磨损),军规级,普通,步枪,略有磨损,0.76,当前在售(879)
2023-6-21 21:10,SG 553 | 危险距离 (崭新出厂),军规级,普通,步枪,崭新出厂,1.4,当前在售(879)
2023-6-21 21:10,SG 553 | 危险距离 (久经沙场),军规级,普通,步枪,久经沙场,0.45,当前在售(879)
2023-6-21 21:10,SG 553 | 危险距离 (破损不堪),军规级,普通,步枪,破损不堪,0.42,当前在售(879)
2023-6-21 21:10,SG 553 | 危险距离 (战痕累累),军规级,普通,步枪,战痕累累,0.37,当前在售(879)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 蓝钢 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,900,当前在售(5)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 蓝钢 (崭新出厂),隐秘,★,匕首,崭新出厂,1820,当前在售(5)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 蓝钢 (久经沙场),隐秘,★,匕首,久经沙场,900,当前在售(5)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 蓝钢 (破损不堪),隐秘,★,匕首,破损不堪,890,当前在售(5)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 蓝钢 (战痕累累),隐秘,★,匕首,战痕累累,999.5,当前在售(5)
2023-6-21 21:10,UMP-45 | 色如焦糖 (略有磨损),消费级,普通,微型冲锋枪,略有磨损,50.49,当前在售(79)
2023-6-21 21:10,UMP-45 | 色如焦糖 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,227.88,当前在售(79)
2023-6-21 21:10,UMP-45 | 色如焦糖 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,45.69,当前在售(79)
2023-6-21 21:10,UMP-45 | 色如焦糖 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,52.88,当前在售(79)
2023-6-21 21:10,UMP-45 | 色如焦糖 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,49.71,当前在售(79)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 多普勒 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,11111,当前在售(1)
2023-6-21 21:10,暗影双匕（★ StatTrak™） | 多普勒 (崭新出厂),隐秘,★,匕首,崭新出厂,2100,当前在售(1)
2023-6-21 21:10,SG 553 | 意式拉力 (略有磨损),保密,普通,步枪,略有磨损,392.5,当前在售(715)
2023-6-21 21:10,SG 553 | 意式拉力 (崭新出厂),保密,普通,步枪,崭新出厂,989.5,当前在售(715)
2023-6-21 21:10,SG 553 | 意式拉力 (久经沙场),保密,普通,步枪,久经沙场,179,当前在售(715)
2023-6-21 21:10,SG 553 | 意式拉力 (破损不堪),保密,普通,步枪,破损不堪,82,当前在售(715)
2023-6-21 21:10,SG 553 | 意式拉力 (战痕累累),保密,普通,步枪,战痕累累,58.9,当前在售(715)
