Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-3 10:3,蝴蝶刀（★） | 屠夫 (略有磨损) ,隐秘,★,匕首,略有磨损,10100,当前在售(286)
2023-6-3 10:3,UMP-45 | 金铋辉煌 (久经沙场),受限,普通,微型冲锋枪,久经沙场,13.85,当前在售(106)
2023-6-3 10:3,UMP-45 | 金铋辉煌 (破损不堪),受限,普通,微型冲锋枪,破损不堪,13,当前在售(106)
2023-6-3 10:3,UMP-45 | 金铋辉煌 (战痕累累),受限,普通,微型冲锋枪,战痕累累,11.1,当前在售(106)
2023-6-3 10:3,SG 553 | 阿罗哈 (略有磨损) ,军规级,普通,步枪,略有磨损,0.76,当前在售(1000+)
2023-6-3 10:3,SG 553 | 阿罗哈 (崭新出厂),军规级,普通,步枪,崭新出厂,1.49,当前在售(1000+)
2023-6-3 10:3,SG 553 | 阿罗哈 (久经沙场),军规级,普通,步枪,久经沙场,0.38,当前在售(1000+)
2023-6-3 10:3,SG 553 | 阿罗哈 (破损不堪),军规级,普通,步枪,破损不堪,0.45,当前在售(1000+)
2023-6-3 10:3,SG 553 | 阿罗哈 (战痕累累),军规级,普通,步枪,战痕累累,0.34,当前在售(1000+)
2023-6-3 10:3,P2000 | 黑曜石 (略有磨损) ,受限,普通,手枪,略有磨损,13.59,当前在售(60)
2023-6-3 10:3,P2000 | 黑曜石 (崭新出厂),受限,普通,手枪,崭新出厂,29.5,当前在售(60)
2023-6-3 10:3,P2000 | 黑曜石 (久经沙场),受限,普通,手枪,久经沙场,9.25,当前在售(60)
2023-6-3 10:3,P2000 | 黑曜石 (破损不堪),受限,普通,手枪,破损不堪,8.36,当前在售(60)
2023-6-3 10:3,P2000 | 黑曜石 (战痕累累),受限,普通,手枪,战痕累累,6.83,当前在售(60)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 传说 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,1639.97,当前在售(10)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,3551,当前在售(10)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,1328,当前在售(10)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,1239,当前在售(10)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,1078,当前在售(10)
2023-6-3 10:3,蝴蝶刀（★） | 表面淬火 (略有磨损) ,隐秘,★,匕首,略有磨损,6731.47,当前在售(244)
2023-6-3 10:3,蝴蝶刀（★） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,9088,当前在售(244)
2023-6-3 10:3,蝴蝶刀（★） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,6160,当前在售(244)
2023-6-3 10:3,蝴蝶刀（★） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,5554.5,当前在售(244)
2023-6-3 10:3,蝴蝶刀（★） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,5299,当前在售(244)
2023-6-3 10:3,SG 553 | 青龙 (略有磨损) ,受限,普通,步枪,略有磨损,9.9,当前在售(1000+)
2023-6-3 10:3,SG 553 | 青龙 (崭新出厂),受限,普通,步枪,崭新出厂,17.26,当前在售(1000+)
2023-6-3 10:3,SG 553 | 青龙 (久经沙场),受限,普通,步枪,久经沙场,4.98,当前在售(1000+)
2023-6-3 10:3,SG 553 | 青龙 (破损不堪),受限,普通,步枪,破损不堪,4.71,当前在售(1000+)
2023-6-3 10:3,SG 553 | 青龙 (战痕累累),受限,普通,步枪,战痕累累,3.83,当前在售(1000+)
2023-6-3 10:3,P2000（纪念品） | 渐变琥珀 (略有磨损) ,受限,纪念品,手枪,略有磨损,97.83,当前在售(47)
2023-6-3 10:3,P2000（纪念品） | 渐变琥珀 (崭新出厂),受限,纪念品,手枪,崭新出厂,211,当前在售(47)
2023-6-3 10:3,P2000（纪念品） | 渐变琥珀 (久经沙场),受限,纪念品,手枪,久经沙场,74.48,当前在售(47)
2023-6-3 10:3,P2000（纪念品） | 渐变琥珀 (破损不堪),受限,纪念品,手枪,破损不堪,359,当前在售(47)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自动化 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,1250,当前在售(7)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,1400,当前在售(7)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,975,当前在售(7)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,1099.5,当前在售(7)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,1100,当前在售(7)
2023-6-3 10:3,UMP-45 | 逮捕者 (略有磨损) ,军规级,普通,微型冲锋枪,略有磨损,4.18,当前在售(118)
2023-6-3 10:3,UMP-45 | 逮捕者 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,6.3,当前在售(118)
2023-6-3 10:3,UMP-45 | 逮捕者 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,2.96,当前在售(118)
2023-6-3 10:3,UMP-45 | 逮捕者 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,2.24,当前在售(118)
2023-6-3 10:3,UMP-45 | 逮捕者 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,2.36,当前在售(118)
2023-6-3 10:3,P2000 | 绝命密电 (略有磨损) ,军规级,普通,手枪,略有磨损,83.45,当前在售(32)
2023-6-3 10:3,P2000 | 绝命密电 (崭新出厂),军规级,普通,手枪,崭新出厂,86.68,当前在售(32)
2023-6-3 10:3,P2000 | 绝命密电 (久经沙场),军规级,普通,手枪,久经沙场,81.18,当前在售(32)
2023-6-3 10:3,P2000 | 绝命密电 (破损不堪),军规级,普通,手枪,破损不堪,82.06,当前在售(32)
2023-6-3 10:3,P2000 | 绝命密电 (战痕累累),军规级,普通,手枪,战痕累累,84.89,当前在售(32)
2023-6-3 10:3,蝴蝶刀（★） | 传说 (略有磨损) ,隐秘,★,匕首,略有磨损,26949,当前在售(226)
2023-6-3 10:3,蝴蝶刀（★） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,49998.5,当前在售(226)
2023-6-3 10:3,蝴蝶刀（★） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,14100,当前在售(226)
2023-6-3 10:3,蝴蝶刀（★） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,10038.5,当前在售(226)
2023-6-3 10:3,蝴蝶刀（★） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,7000,当前在售(226)
2023-6-3 10:3,SG 553 | 赛博之力 (略有磨损) ,军规级,普通,步枪,略有磨损,1.79,当前在售(1000+)
2023-6-3 10:3,SG 553 | 赛博之力 (崭新出厂),军规级,普通,步枪,崭新出厂,3.89,当前在售(1000+)
2023-6-3 10:3,SG 553 | 赛博之力 (久经沙场),军规级,普通,步枪,久经沙场,0.92,当前在售(1000+)
2023-6-3 10:3,SG 553 | 赛博之力 (破损不堪),军规级,普通,步枪,破损不堪,0.9,当前在售(1000+)
2023-6-3 10:3,SG 553 | 赛博之力 (战痕累累),军规级,普通,步枪,战痕累累,0.72,当前在售(1000+)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 澄澈之水 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,910,当前在售(6)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,1064.5,当前在售(6)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,750,当前在售(6)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 澄澈之水 (破损不堪),隐秘,★,匕首,破损不堪,715,当前在售(6)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,799.99,当前在售(6)
2023-6-3 10:3,UMP-45（StatTrak™） | 野蛮剑齿虎 (略有磨损) ,保密,StatTrak™,微型冲锋枪,略有磨损,62.58,当前在售(103)
2023-6-3 10:3,UMP-45（StatTrak™） | 野蛮剑齿虎 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,143,当前在售(103)
2023-6-3 10:3,UMP-45（StatTrak™） | 野蛮剑齿虎 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,31.6,当前在售(103)
2023-6-3 10:3,UMP-45（StatTrak™） | 野蛮剑齿虎 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,33.69,当前在售(103)
2023-6-3 10:3,UMP-45（StatTrak™） | 野蛮剑齿虎 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,18.39,当前在售(103)
2023-6-3 10:3,SG 553 | 锈蚀之刃 (略有磨损) ,军规级,普通,步枪,略有磨损,0.75,当前在售(1000+)
2023-6-3 10:3,SG 553 | 锈蚀之刃 (崭新出厂),军规级,普通,步枪,崭新出厂,1.49,当前在售(1000+)
2023-6-3 10:3,SG 553 | 锈蚀之刃 (久经沙场),军规级,普通,步枪,久经沙场,0.39,当前在售(1000+)
2023-6-3 10:3,SG 553 | 锈蚀之刃 (破损不堪),军规级,普通,步枪,破损不堪,0.35,当前在售(1000+)
2023-6-3 10:3,SG 553 | 锈蚀之刃 (战痕累累),军规级,普通,步枪,战痕累累,0.35,当前在售(1000+)
2023-6-3 10:3,P2000（StatTrak™） | 黑曜石 (略有磨损) ,受限,StatTrak™,手枪,略有磨损,33,当前在售(29)
2023-6-3 10:3,P2000（StatTrak™） | 黑曜石 (崭新出厂),受限,StatTrak™,手枪,崭新出厂,89.66,当前在售(29)
2023-6-3 10:3,P2000（StatTrak™） | 黑曜石 (久经沙场),受限,StatTrak™,手枪,久经沙场,13.66,当前在售(29)
2023-6-3 10:3,P2000（StatTrak™） | 黑曜石 (破损不堪),受限,StatTrak™,手枪,破损不堪,13.8,当前在售(29)
2023-6-3 10:3,P2000（StatTrak™） | 黑曜石 (战痕累累),受限,StatTrak™,手枪,战痕累累,12.09,当前在售(29)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 表面淬火 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,1600,当前在售(9)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,1180,当前在售(9)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,1099,当前在售(9)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,3500,当前在售(9)
2023-6-3 10:3,UMP-45（StatTrak™） | 支架 (略有磨损) ,受限,StatTrak™,微型冲锋枪,略有磨损,22.04,当前在售(91)
2023-6-3 10:3,UMP-45（StatTrak™） | 支架 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,40,当前在售(91)
2023-6-3 10:3,UMP-45（StatTrak™） | 支架 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,14.08,当前在售(91)
2023-6-3 10:3,UMP-45（StatTrak™） | 支架 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,12.6,当前在售(91)
2023-6-3 10:3,UMP-45（StatTrak™） | 支架 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,12.17,当前在售(91)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自由之手 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,1078.8,当前在售(8)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自由之手 (崭新出厂),隐秘,★,匕首,崭新出厂,1400,当前在售(8)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自由之手 (久经沙场),隐秘,★,匕首,久经沙场,987,当前在售(8)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自由之手 (破损不堪),隐秘,★,匕首,破损不堪,899.5,当前在售(8)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 自由之手 (战痕累累),隐秘,★,匕首,战痕累累,850,当前在售(8)
2023-6-3 10:3,SG 553 | 军队之辉 (略有磨损) ,消费级,普通,步枪,略有磨损,0.2,当前在售(874)
2023-6-3 10:3,SG 553 | 军队之辉 (崭新出厂),消费级,普通,步枪,崭新出厂,0.5,当前在售(874)
2023-6-3 10:3,SG 553 | 军队之辉 (久经沙场),消费级,普通,步枪,久经沙场,0.2,当前在售(874)
2023-6-3 10:3,P2000（StatTrak™） | 珊瑚树 (略有磨损) ,保密,StatTrak™,手枪,略有磨损,95.39,当前在售(32)
2023-6-3 10:3,P2000（StatTrak™） | 珊瑚树 (崭新出厂),保密,StatTrak™,手枪,崭新出厂,348.39,当前在售(32)
2023-6-3 10:3,P2000（StatTrak™） | 珊瑚树 (久经沙场),保密,StatTrak™,手枪,久经沙场,67.21,当前在售(32)
2023-6-3 10:3,UMP-45（StatTrak™） | 动量 (略有磨损) ,保密,StatTrak™,微型冲锋枪,略有磨损,71.58,当前在售(85)
2023-6-3 10:3,UMP-45（StatTrak™） | 动量 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,140,当前在售(85)
2023-6-3 10:3,UMP-45（StatTrak™） | 动量 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,46,当前在售(85)
2023-6-3 10:3,UMP-45（StatTrak™） | 动量 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,42.89,当前在售(85)
2023-6-3 10:3,UMP-45（StatTrak™） | 动量 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,41.85,当前在售(85)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 人工染色 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,997,当前在售(6)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 人工染色 (崭新出厂),隐秘,★,匕首,崭新出厂,18888,当前在售(6)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,770,当前在售(6)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 人工染色 (破损不堪),隐秘,★,匕首,破损不堪,1240,当前在售(6)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,887.48,当前在售(6)
2023-6-3 10:3,SG 553 | 黯翼 (略有磨损) ,受限,普通,步枪,略有磨损,4.7,当前在售(901)
2023-6-3 10:3,SG 553 | 黯翼 (崭新出厂),受限,普通,步枪,崭新出厂,12.96,当前在售(901)
2023-6-3 10:3,SG 553 | 黯翼 (久经沙场),受限,普通,步枪,久经沙场,2.61,当前在售(901)
2023-6-3 10:3,SG 553 | 黯翼 (破损不堪),受限,普通,步枪,破损不堪,2.45,当前在售(901)
2023-6-3 10:3,SG 553 | 黯翼 (战痕累累),受限,普通,步枪,战痕累累,2.17,当前在售(901)
2023-6-3 10:3,蝴蝶刀（★） | 致命紫罗兰 (略有磨损) ,隐秘,★,匕首,略有磨损,8600,当前在售(147)
2023-6-3 10:3,蝴蝶刀（★） | 致命紫罗兰 (崭新出厂),隐秘,★,匕首,崭新出厂,18600,当前在售(147)
2023-6-3 10:3,蝴蝶刀（★） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,5574.5,当前在售(147)
2023-6-3 10:3,蝴蝶刀（★） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,5160,当前在售(147)
2023-6-3 10:3,蝴蝶刀（★） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,4660,当前在售(147)
2023-6-3 10:3,P2000（StatTrak™） | 火灵 (略有磨损) ,隐秘,StatTrak™,手枪,略有磨损,455,当前在售(27)
2023-6-3 10:3,P2000（StatTrak™） | 火灵 (崭新出厂),隐秘,StatTrak™,手枪,崭新出厂,718.9,当前在售(27)
2023-6-3 10:3,P2000（StatTrak™） | 火灵 (久经沙场),隐秘,StatTrak™,手枪,久经沙场,260,当前在售(27)
2023-6-3 10:3,P2000（StatTrak™） | 火灵 (战痕累累),隐秘,StatTrak™,手枪,战痕累累,229.48,当前在售(27)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 蓝钢 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,995,当前在售(4)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 蓝钢 (崭新出厂),隐秘,★,匕首,崭新出厂,5000,当前在售(4)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 蓝钢 (久经沙场),隐秘,★,匕首,久经沙场,820.3,当前在售(4)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 蓝钢 (破损不堪),隐秘,★,匕首,破损不堪,850,当前在售(4)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 蓝钢 (战痕累累),隐秘,★,匕首,战痕累累,999.5,当前在售(4)
2023-6-3 10:3,UMP-45（StatTrak™） | 迷幻 (略有磨损) ,军规级,StatTrak™,微型冲锋枪,略有磨损,9.81,当前在售(103)
2023-6-3 10:3,UMP-45（StatTrak™） | 迷幻 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,23,当前在售(103)
2023-6-3 10:3,UMP-45（StatTrak™） | 迷幻 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,6.77,当前在售(103)
2023-6-3 10:3,SG 553 | 重金属摇滚 (略有磨损) ,军规级,普通,步枪,略有磨损,1.12,当前在售(821)
2023-6-3 10:3,SG 553 | 重金属摇滚 (崭新出厂),军规级,普通,步枪,崭新出厂,2.83,当前在售(821)
2023-6-3 10:3,SG 553 | 重金属摇滚 (久经沙场),军规级,普通,步枪,久经沙场,0.74,当前在售(821)
2023-6-3 10:3,SG 553 | 重金属摇滚 (破损不堪),军规级,普通,步枪,破损不堪,0.61,当前在售(821)
2023-6-3 10:3,SG 553 | 重金属摇滚 (战痕累累),军规级,普通,步枪,战痕累累,0.57,当前在售(821)
2023-6-3 10:3,P2000 | 工业牧草 (略有磨损) ,工业级,普通,手枪,略有磨损,11.12,当前在售(19)
2023-6-3 10:3,P2000 | 工业牧草 (崭新出厂),工业级,普通,手枪,崭新出厂,38.05,当前在售(19)
2023-6-3 10:3,P2000 | 工业牧草 (久经沙场),工业级,普通,手枪,久经沙场,6.99,当前在售(19)
2023-6-3 10:3,P2000 | 工业牧草 (破损不堪),工业级,普通,手枪,破损不堪,7.4,当前在售(19)
2023-6-3 10:3,P2000 | 工业牧草 (战痕累累),工业级,普通,手枪,战痕累累,6,当前在售(19)
2023-6-3 10:3,P2000 | 草原落叶 (略有磨损) ,工业级,普通,手枪,略有磨损,70.99,当前在售(16)
2023-6-3 10:3,P2000 | 草原落叶 (久经沙场),工业级,普通,手枪,久经沙场,44.8,当前在售(16)
2023-6-3 10:3,P2000 | 草原落叶 (破损不堪),工业级,普通,手枪,破损不堪,39.82,当前在售(16)
2023-6-3 10:3,P2000 | 草原落叶 (战痕累累),工业级,普通,手枪,战痕累累,37.7,当前在售(16)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 多普勒 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,7555,当前在售(2)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 多普勒 (崭新出厂),隐秘,★,匕首,崭新出厂,2100,当前在售(2)
2023-6-3 10:3,蝴蝶刀（★） | 大马士革钢 (略有磨损) ,隐秘,★,匕首,略有磨损,7199.5,当前在售(138)
2023-6-3 10:3,蝴蝶刀（★） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,8288,当前在售(138)
2023-6-3 10:3,蝴蝶刀（★） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,6486.5,当前在售(138)
2023-6-3 10:3,蝴蝶刀（★） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,6138.5,当前在售(138)
2023-6-3 10:3,蝴蝶刀（★） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,5939.5,当前在售(138)
2023-6-3 10:3,UMP-45（StatTrak™） | 野孩子 (略有磨损) ,保密,StatTrak™,微型冲锋枪,略有磨损,203.79,当前在售(82)
2023-6-3 10:3,UMP-45（StatTrak™） | 野孩子 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,459,当前在售(82)
2023-6-3 10:3,UMP-45（StatTrak™） | 野孩子 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,83.99,当前在售(82)
2023-6-3 10:3,UMP-45（StatTrak™） | 野孩子 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,59.99,当前在售(82)
2023-6-3 10:3,UMP-45（StatTrak™） | 野孩子 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,44.22,当前在售(82)
2023-6-3 10:3,P2000 | 寻路者 (略有磨损) ,工业级,普通,手枪,略有磨损,85.87,当前在售(15)
2023-6-3 10:3,P2000 | 寻路者 (崭新出厂),工业级,普通,手枪,崭新出厂,87.99,当前在售(15)
2023-6-3 10:3,P2000 | 寻路者 (久经沙场),工业级,普通,手枪,久经沙场,85.12,当前在售(15)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 深红之网 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,2780,当前在售(3)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 深红之网 (久经沙场),隐秘,★,匕首,久经沙场,1258.99,当前在售(3)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 深红之网 (破损不堪),隐秘,★,匕首,破损不堪,1020,当前在售(3)
2023-6-3 10:3,蝴蝶刀（★） | 澄澈之水 (略有磨损) ,隐秘,★,匕首,略有磨损,7820,当前在售(139)
2023-6-3 10:3,蝴蝶刀（★） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,8649,当前在售(139)
2023-6-3 10:3,蝴蝶刀（★） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,6656,当前在售(139)
2023-6-3 10:3,蝴蝶刀（★） | 澄澈之水 (破损不堪),隐秘,★,匕首,破损不堪,5908.5,当前在售(139)
2023-6-3 10:3,蝴蝶刀（★） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,5595,当前在售(139)
2023-6-3 10:3,P2000 | 致命红蝎 (略有磨损) ,受限,普通,手枪,略有磨损,94.6,当前在售(18)
2023-6-3 10:3,P2000 | 致命红蝎 (崭新出厂),受限,普通,手枪,崭新出厂,63,当前在售(18)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 致命紫罗兰 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,1599,当前在售(3)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 致命紫罗兰 (崭新出厂),隐秘,★,匕首,崭新出厂,6000,当前在售(3)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,803,当前在售(3)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,900,当前在售(3)
2023-6-3 10:3,暗影双匕（★ StatTrak™） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,778,当前在售(3)
