Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-16 17:52,蝴蝶刀（★） | 屠夫 (略有磨损),隐秘,★,匕首,略有磨损,10100,当前在售(281)
2023-6-16 17:52,蝴蝶刀（★） | 屠夫 (崭新出厂),隐秘,★,匕首,崭新出厂,12260,当前在售(281)
2023-6-16 17:52,蝴蝶刀（★） | 屠夫 (久经沙场),隐秘,★,匕首,久经沙场,8870,当前在售(281)
2023-6-16 17:52,暗影双匕（★） | 噩梦之夜 (略有磨损),隐秘,★,匕首,略有磨损,774.3,当前在售(11)
2023-6-16 17:52,暗影双匕（★） | 噩梦之夜 (久经沙场),隐秘,★,匕首,久经沙场,639.7,当前在售(11)
2023-6-16 17:52,暗影双匕（★） | 噩梦之夜 (破损不堪),隐秘,★,匕首,破损不堪,642.95,当前在售(11)
2023-6-16 17:52,暗影双匕（★） | 噩梦之夜 (战痕累累),隐秘,★,匕首,战痕累累,668,当前在售(11)
2023-6-16 17:52,SG 553（纪念品） | 白骨 (略有磨损),消费级,纪念品,步枪,略有磨损,0.15,当前在售(1000+)
2023-6-16 17:52,SG 553（纪念品） | 白骨 (崭新出厂),消费级,纪念品,步枪,崭新出厂,0.4,当前在售(1000+)
2023-6-16 17:52,SG 553（纪念品） | 白骨 (久经沙场),消费级,纪念品,步枪,久经沙场,0.08,当前在售(1000+)
2023-6-16 17:52,SG 553（纪念品） | 白骨 (破损不堪),消费级,纪念品,步枪,破损不堪,0.1,当前在售(1000+)
2023-6-16 17:52,SG 553（纪念品） | 白骨 (战痕累累),消费级,纪念品,步枪,战痕累累,0.1,当前在售(1000+)
2023-6-16 17:52,P2000（纪念品） | 坚固链甲 (略有磨损),军规级,纪念品,手枪,略有磨损,69.81,当前在售(82)
2023-6-16 17:52,P2000（纪念品） | 坚固链甲 (崭新出厂),军规级,纪念品,手枪,崭新出厂,69.39,当前在售(82)
2023-6-16 17:52,P2000（纪念品） | 坚固链甲 (久经沙场),军规级,纪念品,手枪,久经沙场,76.52,当前在售(82)
2023-6-16 17:52,UMP-45 | 紫青之色 (略有磨损),消费级,普通,微型冲锋枪,略有磨损,12.11,当前在售(131)
2023-6-16 17:52,UMP-45 | 紫青之色 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,34.99,当前在售(131)
2023-6-16 17:52,UMP-45 | 紫青之色 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,9.97,当前在售(131)
2023-6-16 17:52,UMP-45 | 紫青之色 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,10.08,当前在售(131)
2023-6-16 17:52,UMP-45 | 紫青之色 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,10,当前在售(131)
2023-6-16 17:52,蝴蝶刀（★） | 深红之网 (略有磨损),隐秘,★,匕首,略有磨损,14780,当前在售(292)
2023-6-16 17:52,蝴蝶刀（★） | 深红之网 (崭新出厂),隐秘,★,匕首,崭新出厂,46500,当前在售(292)
2023-6-16 17:52,蝴蝶刀（★） | 深红之网 (久经沙场),隐秘,★,匕首,久经沙场,7100,当前在售(292)
2023-6-16 17:52,蝴蝶刀（★） | 深红之网 (破损不堪),隐秘,★,匕首,破损不堪,6514.5,当前在售(292)
2023-6-16 17:52,蝴蝶刀（★） | 深红之网 (战痕累累),隐秘,★,匕首,战痕累累,5620,当前在售(292)
2023-6-16 17:52,暗影双匕（★ StatTrak™） | 大马士革钢 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,997.19,当前在售(11)
2023-6-16 17:52,暗影双匕（★ StatTrak™） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,1258,当前在售(11)
2023-6-16 17:52,暗影双匕（★ StatTrak™） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,842.34,当前在售(11)
2023-6-16 17:52,暗影双匕（★ StatTrak™） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,949.99,当前在售(11)
2023-6-16 17:52,暗影双匕（★ StatTrak™） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,850,当前在售(11)
2023-6-16 17:52,SG 553 | 阿罗哈 (略有磨损),军规级,普通,步枪,略有磨损,1.04,当前在售(872)
2023-6-16 17:52,SG 553 | 阿罗哈 (崭新出厂),军规级,普通,步枪,崭新出厂,1.31,当前在售(872)
2023-6-16 17:52,SG 553 | 阿罗哈 (久经沙场),军规级,普通,步枪,久经沙场,0.35,当前在售(872)
2023-6-16 17:52,SG 553 | 阿罗哈 (破损不堪),军规级,普通,步枪,破损不堪,0.31,当前在售(872)
2023-6-16 17:52,SG 553 | 阿罗哈 (战痕累累),军规级,普通,步枪,战痕累累,0.31,当前在售(872)
2023-6-16 17:52,P2000 | 黑曜石 (略有磨损),受限,普通,手枪,略有磨损,15.42,当前在售(61)
2023-6-16 17:52,P2000 | 黑曜石 (崭新出厂),受限,普通,手枪,崭新出厂,35.48,当前在售(61)
2023-6-16 17:52,P2000 | 黑曜石 (久经沙场),受限,普通,手枪,久经沙场,9.1,当前在售(61)
2023-6-16 17:52,P2000 | 黑曜石 (破损不堪),受限,普通,手枪,破损不堪,6.35,当前在售(61)
2023-6-16 17:52,P2000 | 黑曜石 (战痕累累),受限,普通,手枪,战痕累累,7.5,当前在售(61)
2023-6-16 17:52,UMP-45 | 金铋辉煌 (略有磨损),受限,普通,微型冲锋枪,略有磨损,20.66,当前在售(113)
2023-6-16 17:52,UMP-45 | 金铋辉煌 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,32.5,当前在售(113)
2023-6-16 17:52,UMP-45 | 金铋辉煌 (久经沙场),受限,普通,微型冲锋枪,久经沙场,15.87,当前在售(113)
2023-6-16 17:52,UMP-45 | 金铋辉煌 (破损不堪),受限,普通,微型冲锋枪,破损不堪,19.58,当前在售(113)
2023-6-16 17:52,UMP-45 | 金铋辉煌 (战痕累累),受限,普通,微型冲锋枪,战痕累累,11.39,当前在售(113)
2023-6-16 17:52,蝴蝶刀（★） | 表面淬火 (略有磨损),隐秘,★,匕首,略有磨损,6765,当前在售(238)
2023-6-16 17:52,蝴蝶刀（★） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,9366,当前在售(238)
2023-6-16 17:52,蝴蝶刀（★） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,6082.06,当前在售(238)
2023-6-16 17:52,蝴蝶刀（★） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,5399,当前在售(238)
2023-6-16 17:52,蝴蝶刀（★） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,5199,当前在售(238)
2023-6-16 17:52,暗影双匕（★ StatTrak™） | 传说 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1599.99,当前在售(14)
2023-6-16 17:52,暗影双匕（★ StatTrak™） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,3487.5,当前在售(14)
2023-6-16 17:52,暗影双匕（★ StatTrak™） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,1474.28,当前在售(14)
2023-6-16 17:52,暗影双匕（★ StatTrak™） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,1165,当前在售(14)
