Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-20 11:22,FN57（纪念品） | 冷却剂 (破损不堪),消费级,纪念品,手枪,破损不堪,0.43,当前在售(708)
2023-6-20 11:22,FN57（纪念品） | 冷却剂 (战痕累累),消费级,纪念品,手枪,战痕累累,1.07,当前在售(708)
2023-6-20 11:22,MP7（StatTrak™） | 非洲部落 (略有磨损),军规级,StatTrak™,微型冲锋枪,略有磨损,3.19,当前在售(99)
2023-6-20 11:22,MP7（StatTrak™） | 非洲部落 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,4.7,当前在售(99)
2023-6-20 11:22,MP7（StatTrak™） | 非洲部落 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,1.55,当前在售(99)
2023-6-20 11:22,MP7（StatTrak™） | 非洲部落 (破损不堪),军规级,StatTrak™,微型冲锋枪,破损不堪,1.78,当前在售(99)
2023-6-20 11:22,MP7（StatTrak™） | 非洲部落 (战痕累累),军规级,StatTrak™,微型冲锋枪,战痕累累,1.36,当前在售(99)
2023-6-20 11:22,折刀（★ StatTrak™） | 狩猎网格 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,727,当前在售(5)
2023-6-20 11:22,折刀（★ StatTrak™） | 狩猎网格 (久经沙场),隐秘,★,匕首,久经沙场,594.5,当前在售(5)
2023-6-20 11:22,折刀（★ StatTrak™） | 狩猎网格 (破损不堪),隐秘,★,匕首,破损不堪,609.49,当前在售(5)
2023-6-20 11:22,骷髅匕首（★） | 深红之网 (略有磨损),隐秘,★,匕首,略有磨损,9500,当前在售(145)
2023-6-20 11:22,骷髅匕首（★） | 深红之网 (崭新出厂),隐秘,★,匕首,崭新出厂,30500,当前在售(145)
2023-6-20 11:22,骷髅匕首（★） | 深红之网 (久经沙场),隐秘,★,匕首,久经沙场,7608.67,当前在售(145)
2023-6-20 11:22,骷髅匕首（★） | 深红之网 (破损不堪),隐秘,★,匕首,破损不堪,7289.92,当前在售(145)
2023-6-20 11:22,骷髅匕首（★） | 深红之网 (战痕累累),隐秘,★,匕首,战痕累累,4750,当前在售(145)
2023-6-20 11:22,FN57 | 朝枪夕拾 (略有磨损),受限,普通,手枪,略有磨损,8.64,当前在售(603)
2023-6-20 11:22,FN57 | 朝枪夕拾 (崭新出厂),受限,普通,手枪,崭新出厂,16.9,当前在售(603)
2023-6-20 11:22,FN57 | 朝枪夕拾 (久经沙场),受限,普通,手枪,久经沙场,4.19,当前在售(603)
2023-6-20 11:22,FN57 | 朝枪夕拾 (破损不堪),受限,普通,手枪,破损不堪,3.8,当前在售(603)
2023-6-20 11:22,FN57 | 朝枪夕拾 (战痕累累),受限,普通,手枪,战痕累累,3.33,当前在售(603)
2023-6-20 11:22,骷髅匕首（★） | 屠夫 (略有磨损),隐秘,★,匕首,略有磨损,6589.49,当前在售(139)
2023-6-20 11:22,骷髅匕首（★） | 屠夫 (崭新出厂),隐秘,★,匕首,崭新出厂,7248,当前在售(139)
2023-6-20 11:22,骷髅匕首（★） | 屠夫 (久经沙场),隐秘,★,匕首,久经沙场,6418,当前在售(139)
2023-6-20 11:22,折刀（★ StatTrak™） | 渐变大理石 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,2101.46,当前在售(1)
2023-6-20 11:22,折刀（★ StatTrak™） | 渐变大理石 (崭新出厂),隐秘,★,匕首,崭新出厂,1560,当前在售(1)
2023-6-20 11:22,MP7 | 速递 (略有磨损),受限,普通,微型冲锋枪,略有磨损,14.19,当前在售(88)
2023-6-20 11:22,MP7 | 速递 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,26.56,当前在售(88)
2023-6-20 11:22,MP7 | 速递 (久经沙场),受限,普通,微型冲锋枪,久经沙场,8,当前在售(88)
2023-6-20 11:22,MP7 | 速递 (破损不堪),受限,普通,微型冲锋枪,破损不堪,7.79,当前在售(88)
2023-6-20 11:22,MP7 | 速递 (战痕累累),受限,普通,微型冲锋枪,战痕累累,7.15,当前在售(88)
2023-6-20 11:22,FN57 | 斯康里娅 (略有磨损),军规级,普通,手枪,略有磨损,0.83,当前在售(339)
2023-6-20 11:22,FN57 | 斯康里娅 (崭新出厂),军规级,普通,手枪,崭新出厂,2.75,当前在售(339)
2023-6-20 11:22,FN57 | 斯康里娅 (久经沙场),军规级,普通,手枪,久经沙场,0.37,当前在售(339)
2023-6-20 11:22,FN57 | 斯康里娅 (破损不堪),军规级,普通,手枪,破损不堪,0.34,当前在售(339)
2023-6-20 11:22,FN57 | 斯康里娅 (战痕累累),军规级,普通,手枪,战痕累累,0.41,当前在售(339)
2023-6-20 11:22,骷髅匕首（★） | 蓝钢 (略有磨损),隐秘,★,匕首,略有磨损,4297,当前在售(117)
2023-6-20 11:22,骷髅匕首（★） | 蓝钢 (崭新出厂),隐秘,★,匕首,崭新出厂,6350,当前在售(117)
2023-6-20 11:22,骷髅匕首（★） | 蓝钢 (久经沙场),隐秘,★,匕首,久经沙场,3740,当前在售(117)
2023-6-20 11:22,骷髅匕首（★） | 蓝钢 (破损不堪),隐秘,★,匕首,破损不堪,3140,当前在售(117)
2023-6-20 11:22,骷髅匕首（★） | 蓝钢 (战痕累累),隐秘,★,匕首,战痕累累,3056.98,当前在售(117)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 冷石 (略有磨损),受限,StatTrak™,步枪,略有磨损,38.8,当前在售(203)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 冷石 (崭新出厂),受限,StatTrak™,步枪,崭新出厂,109.99,当前在售(203)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 冷石 (久经沙场),受限,StatTrak™,步枪,久经沙场,17.99,当前在售(203)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 冷石 (破损不堪),受限,StatTrak™,步枪,破损不堪,18.18,当前在售(203)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 冷石 (战痕累累),受限,StatTrak™,步枪,战痕累累,14.99,当前在售(203)
2023-6-20 11:22,MP7 | 死亡骷髅 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,119.33,当前在售(60)
2023-6-20 11:22,MP7 | 死亡骷髅 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,117.29,当前在售(60)
2023-6-20 11:22,折刀（★ StatTrak™） | 多普勒 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1700,当前在售(1)
2023-6-20 11:22,折刀（★ StatTrak™） | 多普勒 (崭新出厂),隐秘,★,匕首,崭新出厂,1639,当前在售(1)
2023-6-20 11:22,MP7（StatTrak™） | 死亡骷髅 (略有磨损),军规级,StatTrak™,微型冲锋枪,略有磨损,107.5,当前在售(71)
2023-6-20 11:22,MP7（StatTrak™） | 死亡骷髅 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,103.47,当前在售(71)
2023-6-20 11:22,骷髅匕首（★） | 都市伪装 (略有磨损),隐秘,★,匕首,略有磨损,2855.96,当前在售(108)
2023-6-20 11:22,骷髅匕首（★） | 都市伪装 (崭新出厂),隐秘,★,匕首,崭新出厂,4655,当前在售(108)
2023-6-20 11:22,骷髅匕首（★） | 都市伪装 (久经沙场),隐秘,★,匕首,久经沙场,2476.51,当前在售(108)
2023-6-20 11:22,骷髅匕首（★） | 都市伪装 (破损不堪),隐秘,★,匕首,破损不堪,2358.88,当前在售(108)
2023-6-20 11:22,骷髅匕首（★） | 都市伪装 (战痕累累),隐秘,★,匕首,战痕累累,2039.5,当前在售(108)
2023-6-20 11:22,加利尔 AR | 凤凰冥灯 (略有磨损),受限,普通,步枪,略有磨损,217.98,当前在售(220)
2023-6-20 11:22,加利尔 AR | 凤凰冥灯 (崭新出厂),受限,普通,步枪,崭新出厂,285.9,当前在售(220)
2023-6-20 11:22,加利尔 AR | 凤凰冥灯 (久经沙场),受限,普通,步枪,久经沙场,192.6,当前在售(220)
2023-6-20 11:22,加利尔 AR | 凤凰冥灯 (破损不堪),受限,普通,步枪,破损不堪,180,当前在售(220)
2023-6-20 11:22,加利尔 AR | 凤凰冥灯 (战痕累累),受限,普通,步枪,战痕累累,182.5,当前在售(220)
2023-6-20 11:22,运动手套（★） | 迈阿密风云 (略有磨损),非凡,★,手套,略有磨损,36700,当前在售(745)
2023-6-20 11:22,运动手套（★） | 迈阿密风云 (崭新出厂),非凡,★,手套,崭新出厂,162000,当前在售(745)
2023-6-20 11:22,运动手套（★） | 迈阿密风云 (久经沙场),非凡,★,手套,久经沙场,11110,当前在售(745)
2023-6-20 11:22,运动手套（★） | 迈阿密风云 (破损不堪),非凡,★,手套,破损不堪,9080.5,当前在售(745)
2023-6-20 11:22,运动手套（★） | 迈阿密风云 (战痕累累),非凡,★,手套,战痕累累,5750,当前在售(745)
2023-6-20 11:22,骷髅匕首（★） | 人工染色 (略有磨损),隐秘,★,匕首,略有磨损,4027,当前在售(90)
2023-6-20 11:22,骷髅匕首（★） | 人工染色 (崭新出厂),隐秘,★,匕首,崭新出厂,5500,当前在售(90)
2023-6-20 11:22,骷髅匕首（★） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,3509.5,当前在售(90)
2023-6-20 11:22,骷髅匕首（★） | 人工染色 (破损不堪),隐秘,★,匕首,破损不堪,2904,当前在售(90)
2023-6-20 11:22,骷髅匕首（★） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,2599,当前在售(90)
2023-6-20 11:22,MP7（StatTrak™） | 幽幻深渊 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,51.1,当前在售(110)
2023-6-20 11:22,MP7（StatTrak™） | 幽幻深渊 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,154.43,当前在售(110)
2023-6-20 11:22,MP7（StatTrak™） | 幽幻深渊 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,21.5,当前在售(110)
2023-6-20 11:22,MP7（StatTrak™） | 幽幻深渊 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,16,当前在售(110)
2023-6-20 11:22,MP7（StatTrak™） | 幽幻深渊 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,14.19,当前在售(110)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 信号灯 (略有磨损),受限,StatTrak™,步枪,略有磨损,10.29,当前在售(209)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 信号灯 (崭新出厂),受限,StatTrak™,步枪,崭新出厂,19.47,当前在售(209)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 信号灯 (久经沙场),受限,StatTrak™,步枪,久经沙场,6.28,当前在售(209)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 信号灯 (破损不堪),受限,StatTrak™,步枪,破损不堪,7.74,当前在售(209)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 信号灯 (战痕累累),受限,StatTrak™,步枪,战痕累累,6.69,当前在售(209)
2023-6-20 11:22,运动手套（★） | 双栖 (略有磨损),非凡,★,手套,略有磨损,16800,当前在售(402)
2023-6-20 11:22,运动手套（★） | 双栖 (崭新出厂),非凡,★,手套,崭新出厂,57700,当前在售(402)
2023-6-20 11:22,运动手套（★） | 双栖 (久经沙场),非凡,★,手套,久经沙场,6886,当前在售(402)
2023-6-20 11:22,运动手套（★） | 双栖 (破损不堪),非凡,★,手套,破损不堪,5199.99,当前在售(402)
2023-6-20 11:22,运动手套（★） | 双栖 (战痕累累),非凡,★,手套,战痕累累,3623,当前在售(402)
2023-6-20 11:22,骷髅匕首（★） | 狩猎网格 (略有磨损),隐秘,★,匕首,略有磨损,2159.5,当前在售(84)
2023-6-20 11:22,骷髅匕首（★） | 狩猎网格 (崭新出厂),隐秘,★,匕首,崭新出厂,3900,当前在售(84)
2023-6-20 11:22,骷髅匕首（★） | 狩猎网格 (久经沙场),隐秘,★,匕首,久经沙场,1998,当前在售(84)
2023-6-20 11:22,骷髅匕首（★） | 狩猎网格 (破损不堪),隐秘,★,匕首,破损不堪,1997.49,当前在售(84)
2023-6-20 11:22,骷髅匕首（★） | 狩猎网格 (战痕累累),隐秘,★,匕首,战痕累累,1968,当前在售(84)
2023-6-20 11:22,MP7 | 游击队 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,3.18,当前在售(97)
2023-6-20 11:22,MP7 | 游击队 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,6.59,当前在售(97)
2023-6-20 11:22,MP7 | 游击队 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,2.2,当前在售(97)
2023-6-20 11:22,MP7 | 游击队 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,1.49,当前在售(97)
2023-6-20 11:22,MP7 | 游击队 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,1.91,当前在售(97)
2023-6-20 11:22,MP7 | 星点 (略有磨损),消费级,普通,微型冲锋枪,略有磨损,23.89,当前在售(22)
2023-6-20 11:22,MP7 | 星点 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,23.85,当前在售(22)
2023-6-20 11:22,MP7 | 星点 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,18.94,当前在售(22)
2023-6-20 11:22,MP7 | 星点 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,24,当前在售(22)
2023-6-20 11:22,MP7 | 星点 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,24.28,当前在售(22)
2023-6-20 11:22,骷髅匕首（★） | 北方森林 (略有磨损),隐秘,★,匕首,略有磨损,2499,当前在售(75)
2023-6-20 11:22,骷髅匕首（★） | 北方森林 (崭新出厂),隐秘,★,匕首,崭新出厂,4199,当前在售(75)
2023-6-20 11:22,骷髅匕首（★） | 北方森林 (久经沙场),隐秘,★,匕首,久经沙场,2139.48,当前在售(75)
2023-6-20 11:22,骷髅匕首（★） | 北方森林 (破损不堪),隐秘,★,匕首,破损不堪,2096,当前在售(75)
2023-6-20 11:22,骷髅匕首（★） | 北方森林 (战痕累累),隐秘,★,匕首,战痕累累,1979.5,当前在售(75)
2023-6-20 11:22,FN57（StatTrak™） | 涂鸦潦草 (略有磨损),军规级,StatTrak™,手枪,略有磨损,2.35,当前在售(478)
2023-6-20 11:22,FN57（StatTrak™） | 涂鸦潦草 (崭新出厂),军规级,StatTrak™,手枪,崭新出厂,10.2,当前在售(478)
2023-6-20 11:22,FN57（StatTrak™） | 涂鸦潦草 (久经沙场),军规级,StatTrak™,手枪,久经沙场,0.81,当前在售(478)
2023-6-20 11:22,FN57（StatTrak™） | 涂鸦潦草 (破损不堪),军规级,StatTrak™,手枪,破损不堪,0.75,当前在售(478)
2023-6-20 11:22,FN57（StatTrak™） | 涂鸦潦草 (战痕累累),军规级,StatTrak™,手枪,战痕累累,1.3,当前在售(478)
2023-6-20 11:22,MP7（纪念品） | 赤地 (略有磨损),消费级,纪念品,微型冲锋枪,略有磨损,0.26,当前在售(107)
2023-6-20 11:22,MP7（纪念品） | 赤地 (崭新出厂),消费级,纪念品,微型冲锋枪,崭新出厂,4.28,当前在售(107)
2023-6-20 11:22,MP7（纪念品） | 赤地 (久经沙场),消费级,纪念品,微型冲锋枪,久经沙场,0.09,当前在售(107)
2023-6-20 11:22,MP7（纪念品） | 赤地 (破损不堪),消费级,纪念品,微型冲锋枪,破损不堪,0.06,当前在售(107)
2023-6-20 11:22,MP7（纪念品） | 赤地 (战痕累累),消费级,纪念品,微型冲锋枪,战痕累累,0.29,当前在售(107)
2023-6-20 11:22,运动手套（★） | 弹弓 (略有磨损),非凡,★,手套,略有磨损,21750,当前在售(395)
2023-6-20 11:22,运动手套（★） | 弹弓 (崭新出厂),非凡,★,手套,崭新出厂,66999,当前在售(395)
2023-6-20 11:22,运动手套（★） | 弹弓 (久经沙场),非凡,★,手套,久经沙场,6049,当前在售(395)
2023-6-20 11:22,运动手套（★） | 弹弓 (破损不堪),非凡,★,手套,破损不堪,4150,当前在售(395)
2023-6-20 11:22,运动手套（★） | 弹弓 (战痕累累),非凡,★,手套,战痕累累,2158.99,当前在售(395)
2023-6-20 11:22,骷髅匕首（★） | 枯焦之色 (略有磨损),隐秘,★,匕首,略有磨损,2230,当前在售(83)
2023-6-20 11:22,骷髅匕首（★） | 枯焦之色 (崭新出厂),隐秘,★,匕首,崭新出厂,3800,当前在售(83)
2023-6-20 11:22,骷髅匕首（★） | 枯焦之色 (久经沙场),隐秘,★,匕首,久经沙场,2045,当前在售(83)
2023-6-20 11:22,骷髅匕首（★） | 枯焦之色 (破损不堪),隐秘,★,匕首,破损不堪,1998,当前在售(83)
2023-6-20 11:22,骷髅匕首（★） | 枯焦之色 (战痕累累),隐秘,★,匕首,战痕累累,1940,当前在售(83)
2023-6-20 11:22,FN57 | 怒氓 (略有磨损),隐秘,普通,手枪,略有磨损,39.6,当前在售(473)
2023-6-20 11:22,FN57 | 怒氓 (崭新出厂),隐秘,普通,手枪,崭新出厂,76.58,当前在售(473)
2023-6-20 11:22,FN57 | 怒氓 (久经沙场),隐秘,普通,手枪,久经沙场,20.17,当前在售(473)
2023-6-20 11:22,FN57 | 怒氓 (破损不堪),隐秘,普通,手枪,破损不堪,23.43,当前在售(473)
2023-6-20 11:22,FN57 | 怒氓 (战痕累累),隐秘,普通,手枪,战痕累累,21.4,当前在售(473)
2023-6-20 11:22,MP7（纪念品） | 渐变之色 (略有磨损),受限,纪念品,微型冲锋枪,略有磨损,123.99,当前在售(72)
2023-6-20 11:22,MP7（纪念品） | 渐变之色 (崭新出厂),受限,纪念品,微型冲锋枪,崭新出厂,234.5,当前在售(72)
2023-6-20 11:22,MP7（纪念品） | 渐变之色 (久经沙场),受限,纪念品,微型冲锋枪,久经沙场,105.74,当前在售(72)
2023-6-20 11:22,骷髅匕首（★） | 森林 DDPAT (略有磨损),隐秘,★,匕首,略有磨损,2360,当前在售(72)
2023-6-20 11:22,骷髅匕首（★） | 森林 DDPAT (崭新出厂),隐秘,★,匕首,崭新出厂,3998.5,当前在售(72)
2023-6-20 11:22,骷髅匕首（★） | 森林 DDPAT (久经沙场),隐秘,★,匕首,久经沙场,2050,当前在售(72)
2023-6-20 11:22,骷髅匕首（★） | 森林 DDPAT (破损不堪),隐秘,★,匕首,破损不堪,2098,当前在售(72)
2023-6-20 11:22,骷髅匕首（★） | 森林 DDPAT (战痕累累),隐秘,★,匕首,战痕累累,2000,当前在售(72)
2023-6-20 11:22,FN57（纪念品） | 热火朝天 (略有磨损),工业级,纪念品,手枪,略有磨损,25.12,当前在售(411)
2023-6-20 11:22,FN57（纪念品） | 热火朝天 (崭新出厂),工业级,纪念品,手枪,崭新出厂,114.99,当前在售(411)
2023-6-20 11:22,FN57（纪念品） | 热火朝天 (久经沙场),工业级,纪念品,手枪,久经沙场,5.98,当前在售(411)
2023-6-20 11:22,FN57（纪念品） | 热火朝天 (破损不堪),工业级,纪念品,手枪,破损不堪,4.24,当前在售(411)
2023-6-20 11:22,FN57（纪念品） | 热火朝天 (战痕累累),工业级,纪念品,手枪,战痕累累,4.27,当前在售(411)
2023-6-20 11:22,MP7 | 银装素裹 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,300,当前在售(67)
2023-6-20 11:22,MP7 | 银装素裹 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,3298,当前在售(67)
2023-6-20 11:22,MP7 | 银装素裹 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,37.83,当前在售(67)
2023-6-20 11:22,MP7 | 银装素裹 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,37.9,当前在售(67)
2023-6-20 11:22,MP7 | 银装素裹 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,34.09,当前在售(67)
2023-6-20 11:22,骷髅匕首（★） | 夜色 (略有磨损),隐秘,★,匕首,略有磨损,3249,当前在售(65)
2023-6-20 11:22,骷髅匕首（★） | 夜色 (崭新出厂),隐秘,★,匕首,崭新出厂,5900,当前在售(65)
2023-6-20 11:22,骷髅匕首（★） | 夜色 (久经沙场),隐秘,★,匕首,久经沙场,2838,当前在售(65)
2023-6-20 11:22,骷髅匕首（★） | 夜色 (破损不堪),隐秘,★,匕首,破损不堪,2765.5,当前在售(65)
2023-6-20 11:22,骷髅匕首（★） | 夜色 (战痕累累),隐秘,★,匕首,战痕累累,2450,当前在售(65)
2023-6-20 11:22,运动手套（★） | 欧米伽 (略有磨损),非凡,★,手套,略有磨损,12199.5,当前在售(342)
2023-6-20 11:22,运动手套（★） | 欧米伽 (崭新出厂),非凡,★,手套,崭新出厂,35233,当前在售(342)
2023-6-20 11:22,运动手套（★） | 欧米伽 (久经沙场),非凡,★,手套,久经沙场,4748,当前在售(342)
2023-6-20 11:22,运动手套（★） | 欧米伽 (破损不堪),非凡,★,手套,破损不堪,3739.5,当前在售(342)
2023-6-20 11:22,运动手套（★） | 欧米伽 (战痕累累),非凡,★,手套,战痕累累,2695,当前在售(342)
2023-6-20 11:22,加利尔 AR（纪念品） | 渐变琥珀 (略有磨损),军规级,纪念品,步枪,略有磨损,17.7,当前在售(192)
2023-6-20 11:22,加利尔 AR（纪念品） | 渐变琥珀 (崭新出厂),军规级,纪念品,步枪,崭新出厂,43.8,当前在售(192)
2023-6-20 11:22,加利尔 AR（纪念品） | 渐变琥珀 (久经沙场),军规级,纪念品,步枪,久经沙场,6.74,当前在售(192)
2023-6-20 11:22,加利尔 AR（纪念品） | 渐变琥珀 (破损不堪),军规级,纪念品,步枪,破损不堪,12.99,当前在售(192)
2023-6-20 11:22,运动手套（★） | 夜行衣 (略有磨损),非凡,★,手套,略有磨损,4950,当前在售(307)
2023-6-20 11:22,运动手套（★） | 夜行衣 (崭新出厂),非凡,★,手套,崭新出厂,22956,当前在售(307)
2023-6-20 11:22,运动手套（★） | 夜行衣 (久经沙场),非凡,★,手套,久经沙场,2015,当前在售(307)
2023-6-20 11:22,运动手套（★） | 夜行衣 (破损不堪),非凡,★,手套,破损不堪,1649,当前在售(307)
2023-6-20 11:22,运动手套（★） | 夜行衣 (战痕累累),非凡,★,手套,战痕累累,1260,当前在售(307)
2023-6-20 11:22,MP7 | 装甲核心 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,1.13,当前在售(176)
2023-6-20 11:22,MP7 | 装甲核心 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,1.44,当前在售(176)
2023-6-20 11:22,MP7 | 装甲核心 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,0.54,当前在售(176)
2023-6-20 11:22,MP7 | 装甲核心 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,0.5,当前在售(176)
2023-6-20 11:22,MP7 | 装甲核心 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,0.51,当前在售(176)
2023-6-20 11:22,骷髅匕首（★ StatTrak™） | 表面淬火 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,5060,当前在售(33)
2023-6-20 11:22,骷髅匕首（★ StatTrak™） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,10500,当前在售(33)
2023-6-20 11:22,骷髅匕首（★ StatTrak™） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,4199,当前在售(33)
2023-6-20 11:22,骷髅匕首（★ StatTrak™） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,3499,当前在售(33)
2023-6-20 11:22,骷髅匕首（★ StatTrak™） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,3451,当前在售(33)
2023-6-20 11:22,运动手套（★） | 大型猎物 (略有磨损),非凡,★,手套,略有磨损,4049.5,当前在售(282)
2023-6-20 11:22,运动手套（★） | 大型猎物 (崭新出厂),非凡,★,手套,崭新出厂,13888.38,当前在售(282)
2023-6-20 11:22,运动手套（★） | 大型猎物 (久经沙场),非凡,★,手套,久经沙场,2389.5,当前在售(282)
2023-6-20 11:22,运动手套（★） | 大型猎物 (破损不堪),非凡,★,手套,破损不堪,1970,当前在售(282)
2023-6-20 11:22,运动手套（★） | 大型猎物 (战痕累累),非凡,★,手套,战痕累累,1375.99,当前在售(282)
2023-6-20 11:22,FN57 | 银白石英 (略有磨损),军规级,普通,手枪,略有磨损,5.65,当前在售(380)
2023-6-20 11:22,FN57 | 银白石英 (崭新出厂),军规级,普通,手枪,崭新出厂,8.87,当前在售(380)
2023-6-20 11:22,FN57 | 银白石英 (久经沙场),军规级,普通,手枪,久经沙场,3.97,当前在售(380)
2023-6-20 11:22,FN57 | 银白石英 (破损不堪),军规级,普通,手枪,破损不堪,3.97,当前在售(380)
2023-6-20 11:22,MP7 | 七彩斑斓 (略有磨损),受限,普通,微型冲锋枪,略有磨损,14.82,当前在售(59)
2023-6-20 11:22,MP7 | 七彩斑斓 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,32.98,当前在售(59)
2023-6-20 11:22,MP7 | 七彩斑斓 (久经沙场),受限,普通,微型冲锋枪,久经沙场,9.42,当前在售(59)
2023-6-20 11:22,MP7 | 七彩斑斓 (破损不堪),受限,普通,微型冲锋枪,破损不堪,5.64,当前在售(59)
2023-6-20 11:22,MP7 | 七彩斑斓 (战痕累累),受限,普通,微型冲锋枪,战痕累累,5.58,当前在售(59)
2023-6-20 11:22,骷髅匕首（★） | 渐变之色 (略有磨损),隐秘,★,匕首,略有磨损,14550,当前在售(22)
2023-6-20 11:22,骷髅匕首（★） | 渐变之色 (崭新出厂),隐秘,★,匕首,崭新出厂,14849,当前在售(22)
2023-6-20 11:22,FN57 | 橘皮涂装 (略有磨损),工业级,普通,手枪,略有磨损,1.2,当前在售(271)
2023-6-20 11:22,FN57 | 橘皮涂装 (崭新出厂),工业级,普通,手枪,崭新出厂,3.24,当前在售(271)
2023-6-20 11:22,FN57 | 橘皮涂装 (久经沙场),工业级,普通,手枪,久经沙场,0.92,当前在售(271)
2023-6-20 11:22,FN57 | 橘皮涂装 (破损不堪),工业级,普通,手枪,破损不堪,0.78,当前在售(271)
2023-6-20 11:22,FN57 | 橘皮涂装 (战痕累累),工业级,普通,手枪,战痕累累,0.79,当前在售(271)
2023-6-20 11:22,骷髅匕首（★ StatTrak™） | 屠夫 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,6588.5,当前在售(26)
2023-6-20 11:22,骷髅匕首（★ StatTrak™） | 屠夫 (崭新出厂),隐秘,★,匕首,崭新出厂,7654.32,当前在售(26)
2023-6-20 11:22,骷髅匕首（★ StatTrak™） | 屠夫 (久经沙场),隐秘,★,匕首,久经沙场,6667,当前在售(26)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 迷人眼 (略有磨损),保密,StatTrak™,步枪,略有磨损,53,当前在售(211)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 迷人眼 (崭新出厂),保密,StatTrak™,步枪,崭新出厂,155.45,当前在售(211)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 迷人眼 (久经沙场),保密,StatTrak™,步枪,久经沙场,21.9,当前在售(211)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 迷人眼 (破损不堪),保密,StatTrak™,步枪,破损不堪,16.4,当前在售(211)
2023-6-20 11:22,加利尔 AR（StatTrak™） | 迷人眼 (战痕累累),保密,StatTrak™,步枪,战痕累累,14.98,当前在售(211)
2023-6-20 11:22,运动手套（★） | 潘多拉之盒 (略有磨损),非凡,★,手套,略有磨损,85567.5,当前在售(238)
2023-6-20 11:22,运动手套（★） | 潘多拉之盒 (崭新出厂),非凡,★,手套,崭新出厂,425000,当前在售(238)
2023-6-20 11:22,运动手套（★） | 潘多拉之盒 (久经沙场),非凡,★,手套,久经沙场,32719.5,当前在售(238)
2023-6-20 11:22,运动手套（★） | 潘多拉之盒 (破损不堪),非凡,★,手套,破损不堪,24299,当前在售(238)
2023-6-20 11:22,运动手套（★） | 潘多拉之盒 (战痕累累),非凡,★,手套,战痕累累,9600,当前在售(238)
