Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-14 9:0,蝴蝶刀（★） | 屠夫 (略有磨损),隐秘,★,匕首,略有磨损,10099.5,当前在售(283)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,949.99,当前在售(12)
2023-6-14 9:0,SG 553 | 阿罗哈 (略有磨损),军规级,普通,步枪,略有磨损,0.71,当前在售(914)
2023-6-14 9:0,SG 553 | 阿罗哈 (崭新出厂),军规级,普通,步枪,崭新出厂,1.29,当前在售(914)
2023-6-14 9:0,SG 553 | 阿罗哈 (久经沙场),军规级,普通,步枪,久经沙场,0.37,当前在售(914)
2023-6-14 9:0,SG 553 | 阿罗哈 (破损不堪),军规级,普通,步枪,破损不堪,0.38,当前在售(914)
2023-6-14 9:0,SG 553 | 阿罗哈 (战痕累累),军规级,普通,步枪,战痕累累,0.3,当前在售(914)
2023-6-14 9:0,P2000 | 黑曜石 (略有磨损),受限,普通,手枪,略有磨损,14.99,当前在售(65)
2023-6-14 9:0,P2000 | 黑曜石 (崭新出厂),受限,普通,手枪,崭新出厂,32.75,当前在售(65)
2023-6-14 9:0,P2000 | 黑曜石 (久经沙场),受限,普通,手枪,久经沙场,8,当前在售(65)
2023-6-14 9:0,P2000 | 黑曜石 (破损不堪),受限,普通,手枪,破损不堪,7.89,当前在售(65)
2023-6-14 9:0,P2000 | 黑曜石 (战痕累累),受限,普通,手枪,战痕累累,9.26,当前在售(65)
2023-6-14 9:0,UMP-45 | 金铋辉煌 (略有磨损),受限,普通,微型冲锋枪,略有磨损,21.18,当前在售(124)
2023-6-14 9:0,UMP-45 | 金铋辉煌 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,31.1,当前在售(124)
2023-6-14 9:0,UMP-45 | 金铋辉煌 (久经沙场),受限,普通,微型冲锋枪,久经沙场,13.89,当前在售(124)
2023-6-14 9:0,UMP-45 | 金铋辉煌 (破损不堪),受限,普通,微型冲锋枪,破损不堪,19.68,当前在售(124)
2023-6-14 9:0,UMP-45 | 金铋辉煌 (战痕累累),受限,普通,微型冲锋枪,战痕累累,11.23,当前在售(124)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 传说 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1637,当前在售(13)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,3539.5,当前在售(13)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,1475.99,当前在售(13)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,1109,当前在售(13)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,1099,当前在售(13)
2023-6-14 9:0,蝴蝶刀（★） | 深红之网 (略有磨损),隐秘,★,匕首,略有磨损,14789.5,当前在售(285)
2023-6-14 9:0,蝴蝶刀（★） | 深红之网 (崭新出厂),隐秘,★,匕首,崭新出厂,46899,当前在售(285)
2023-6-14 9:0,蝴蝶刀（★） | 深红之网 (久经沙场),隐秘,★,匕首,久经沙场,7100,当前在售(285)
2023-6-14 9:0,蝴蝶刀（★） | 深红之网 (破损不堪),隐秘,★,匕首,破损不堪,6548.5,当前在售(285)
2023-6-14 9:0,蝴蝶刀（★） | 深红之网 (战痕累累),隐秘,★,匕首,战痕累累,5645,当前在售(285)
2023-6-14 9:0,SG 553 | 青龙 (略有磨损),受限,普通,步枪,略有磨损,9.16,当前在售(1000+)
2023-6-14 9:0,SG 553 | 青龙 (崭新出厂),受限,普通,步枪,崭新出厂,16.48,当前在售(1000+)
2023-6-14 9:0,SG 553 | 青龙 (久经沙场),受限,普通,步枪,久经沙场,4.79,当前在售(1000+)
2023-6-14 9:0,SG 553 | 青龙 (破损不堪),受限,普通,步枪,破损不堪,4.47,当前在售(1000+)
2023-6-14 9:0,SG 553 | 青龙 (战痕累累),受限,普通,步枪,战痕累累,3.75,当前在售(1000+)
2023-6-14 9:0,P2000（纪念品） | 渐变琥珀 (略有磨损),受限,纪念品,手枪,略有磨损,96.53,当前在售(54)
2023-6-14 9:0,P2000（纪念品） | 渐变琥珀 (崭新出厂),受限,纪念品,手枪,崭新出厂,213.5,当前在售(54)
2023-6-14 9:0,P2000（纪念品） | 渐变琥珀 (久经沙场),受限,纪念品,手枪,久经沙场,76.44,当前在售(54)
2023-6-14 9:0,P2000（纪念品） | 渐变琥珀 (破损不堪),受限,纪念品,手枪,破损不堪,360,当前在售(54)
2023-6-14 9:0,UMP-45 | 逮捕者 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,4.08,当前在售(104)
2023-6-14 9:0,UMP-45 | 逮捕者 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,6.23,当前在售(104)
2023-6-14 9:0,UMP-45 | 逮捕者 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,2.72,当前在售(104)
2023-6-14 9:0,UMP-45 | 逮捕者 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,2.32,当前在售(104)
2023-6-14 9:0,UMP-45 | 逮捕者 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,2.1,当前在售(104)
2023-6-14 9:0,蝴蝶刀（★） | 表面淬火 (略有磨损),隐秘,★,匕首,略有磨损,6850,当前在售(237)
2023-6-14 9:0,蝴蝶刀（★） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,9200,当前在售(237)
2023-6-14 9:0,蝴蝶刀（★） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,6130,当前在售(237)
2023-6-14 9:0,蝴蝶刀（★） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,5433,当前在售(237)
2023-6-14 9:0,蝴蝶刀（★） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,5300,当前在售(237)
2023-6-14 9:0,SG 553 | 赛博之力 (略有磨损),军规级,普通,步枪,略有磨损,1.69,当前在售(989)
2023-6-14 9:0,SG 553 | 赛博之力 (崭新出厂),军规级,普通,步枪,崭新出厂,3.75,当前在售(989)
2023-6-14 9:0,SG 553 | 赛博之力 (久经沙场),军规级,普通,步枪,久经沙场,0.78,当前在售(989)
2023-6-14 9:0,SG 553 | 赛博之力 (破损不堪),军规级,普通,步枪,破损不堪,0.68,当前在售(989)
2023-6-14 9:0,SG 553 | 赛博之力 (战痕累累),军规级,普通,步枪,战痕累累,0.59,当前在售(989)
2023-6-14 9:0,蝴蝶刀（★） | 传说 (略有磨损),隐秘,★,匕首,略有磨损,26600,当前在售(247)
2023-6-14 9:0,蝴蝶刀（★） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,49900,当前在售(247)
2023-6-14 9:0,蝴蝶刀（★） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,13800,当前在售(247)
2023-6-14 9:0,蝴蝶刀（★） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,9850,当前在售(247)
2023-6-14 9:0,蝴蝶刀（★） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,7144.37,当前在售(247)
2023-6-14 9:0,P2000 | 绝命密电 (略有磨损),军规级,普通,手枪,略有磨损,88.8,当前在售(29)
2023-6-14 9:0,P2000 | 绝命密电 (崭新出厂),军规级,普通,手枪,崭新出厂,90,当前在售(29)
2023-6-14 9:0,P2000 | 绝命密电 (久经沙场),军规级,普通,手枪,久经沙场,83.5,当前在售(29)
2023-6-14 9:0,P2000 | 绝命密电 (破损不堪),军规级,普通,手枪,破损不堪,84.3,当前在售(29)
2023-6-14 9:0,P2000 | 绝命密电 (战痕累累),军规级,普通,手枪,战痕累累,83.89,当前在售(29)
2023-6-14 9:0,SG 553 | 锈蚀之刃 (略有磨损),军规级,普通,步枪,略有磨损,0.74,当前在售(1000+)
2023-6-14 9:0,SG 553 | 锈蚀之刃 (崭新出厂),军规级,普通,步枪,崭新出厂,1.24,当前在售(1000+)
2023-6-14 9:0,SG 553 | 锈蚀之刃 (久经沙场),军规级,普通,步枪,久经沙场,0.41,当前在售(1000+)
2023-6-14 9:0,SG 553 | 锈蚀之刃 (破损不堪),军规级,普通,步枪,破损不堪,0.43,当前在售(1000+)
2023-6-14 9:0,SG 553 | 锈蚀之刃 (战痕累累),军规级,普通,步枪,战痕累累,0.35,当前在售(1000+)
2023-6-14 9:0,UMP-45（StatTrak™） | 野蛮剑齿虎 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,59,当前在售(102)
2023-6-14 9:0,UMP-45（StatTrak™） | 野蛮剑齿虎 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,148.9,当前在售(102)
2023-6-14 9:0,UMP-45（StatTrak™） | 野蛮剑齿虎 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,27.98,当前在售(102)
2023-6-14 9:0,UMP-45（StatTrak™） | 野蛮剑齿虎 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,29.79,当前在售(102)
2023-6-14 9:0,UMP-45（StatTrak™） | 野蛮剑齿虎 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,22.7,当前在售(102)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 自动化 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1200,当前在售(12)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,1666,当前在售(12)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,949.5,当前在售(12)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,1099.5,当前在售(12)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,950.92,当前在售(12)
2023-6-14 9:0,P2000（StatTrak™） | 黑曜石 (略有磨损),受限,StatTrak™,手枪,略有磨损,37.9,当前在售(23)
2023-6-14 9:0,P2000（StatTrak™） | 黑曜石 (崭新出厂),受限,StatTrak™,手枪,崭新出厂,89.8,当前在售(23)
2023-6-14 9:0,P2000（StatTrak™） | 黑曜石 (久经沙场),受限,StatTrak™,手枪,久经沙场,13.98,当前在售(23)
2023-6-14 9:0,P2000（StatTrak™） | 黑曜石 (破损不堪),受限,StatTrak™,手枪,破损不堪,11.33,当前在售(23)
2023-6-14 9:0,P2000（StatTrak™） | 黑曜石 (战痕累累),受限,StatTrak™,手枪,战痕累累,9.71,当前在售(23)
2023-6-14 9:0,UMP-45（StatTrak™） | 支架 (略有磨损),受限,StatTrak™,微型冲锋枪,略有磨损,20.21,当前在售(95)
2023-6-14 9:0,UMP-45（StatTrak™） | 支架 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,41.85,当前在售(95)
2023-6-14 9:0,UMP-45（StatTrak™） | 支架 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,14.88,当前在售(95)
2023-6-14 9:0,UMP-45（StatTrak™） | 支架 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,12.92,当前在售(95)
2023-6-14 9:0,UMP-45（StatTrak™） | 支架 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,11.51,当前在售(95)
2023-6-14 9:0,SG 553 | 军队之辉 (略有磨损),消费级,普通,步枪,略有磨损,0.2,当前在售(985)
2023-6-14 9:0,SG 553 | 军队之辉 (崭新出厂),消费级,普通,步枪,崭新出厂,0.39,当前在售(985)
2023-6-14 9:0,SG 553 | 军队之辉 (久经沙场),消费级,普通,步枪,久经沙场,0.15,当前在售(985)
2023-6-14 9:0,蝴蝶刀（★） | 致命紫罗兰 (略有磨损),隐秘,★,匕首,略有磨损,8340,当前在售(165)
2023-6-14 9:0,蝴蝶刀（★） | 致命紫罗兰 (崭新出厂),隐秘,★,匕首,崭新出厂,17999.5,当前在售(165)
2023-6-14 9:0,蝴蝶刀（★） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,5609.5,当前在售(165)
2023-6-14 9:0,蝴蝶刀（★） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,5149,当前在售(165)
2023-6-14 9:0,蝴蝶刀（★） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,4629,当前在售(165)
2023-6-14 9:0,P2000（StatTrak™） | 珊瑚树 (略有磨损),保密,StatTrak™,手枪,略有磨损,92.98,当前在售(31)
2023-6-14 9:0,P2000（StatTrak™） | 珊瑚树 (崭新出厂),保密,StatTrak™,手枪,崭新出厂,298.98,当前在售(31)
2023-6-14 9:0,P2000（StatTrak™） | 珊瑚树 (久经沙场),保密,StatTrak™,手枪,久经沙场,71.08,当前在售(31)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 澄澈之水 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,884,当前在售(14)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,974,当前在售(14)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,710,当前在售(14)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,750,当前在售(14)
2023-6-14 9:0,SG 553 | 黯翼 (略有磨损),受限,普通,步枪,略有磨损,4.43,当前在售(903)
2023-6-14 9:0,SG 553 | 黯翼 (崭新出厂),受限,普通,步枪,崭新出厂,12.85,当前在售(903)
2023-6-14 9:0,SG 553 | 黯翼 (久经沙场),受限,普通,步枪,久经沙场,2.71,当前在售(903)
2023-6-14 9:0,SG 553 | 黯翼 (破损不堪),受限,普通,步枪,破损不堪,2.15,当前在售(903)
2023-6-14 9:0,SG 553 | 黯翼 (战痕累累),受限,普通,步枪,战痕累累,1.93,当前在售(903)
2023-6-14 9:0,UMP-45（StatTrak™） | 动量 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,67.8,当前在售(122)
2023-6-14 9:0,UMP-45（StatTrak™） | 动量 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,134.5,当前在售(122)
2023-6-14 9:0,UMP-45（StatTrak™） | 动量 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,44.9,当前在售(122)
2023-6-14 9:0,UMP-45（StatTrak™） | 动量 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,41,当前在售(122)
2023-6-14 9:0,UMP-45（StatTrak™） | 动量 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,40.9,当前在售(122)
2023-6-14 9:0,蝴蝶刀（★） | 大马士革钢 (略有磨损),隐秘,★,匕首,略有磨损,7100,当前在售(152)
2023-6-14 9:0,蝴蝶刀（★） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,8130,当前在售(152)
2023-6-14 9:0,蝴蝶刀（★） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,6480,当前在售(152)
2023-6-14 9:0,蝴蝶刀（★） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,6005,当前在售(152)
2023-6-14 9:0,蝴蝶刀（★） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,5975,当前在售(152)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 表面淬火 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1600,当前在售(9)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,1298,当前在售(9)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,1089,当前在售(9)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,3200,当前在售(9)
2023-6-14 9:0,P2000（StatTrak™） | 火灵 (略有磨损),隐秘,StatTrak™,手枪,略有磨损,431,当前在售(35)
2023-6-14 9:0,P2000（StatTrak™） | 火灵 (崭新出厂),隐秘,StatTrak™,手枪,崭新出厂,699.9,当前在售(35)
2023-6-14 9:0,P2000（StatTrak™） | 火灵 (久经沙场),隐秘,StatTrak™,手枪,久经沙场,259.49,当前在售(35)
2023-6-14 9:0,P2000（StatTrak™） | 火灵 (破损不堪),隐秘,StatTrak™,手枪,破损不堪,428.3,当前在售(35)
2023-6-14 9:0,P2000（StatTrak™） | 火灵 (战痕累累),隐秘,StatTrak™,手枪,战痕累累,264.95,当前在售(35)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 自由之手 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1039,当前在售(5)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 自由之手 (崭新出厂),隐秘,★,匕首,崭新出厂,1384.24,当前在售(5)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 自由之手 (久经沙场),隐秘,★,匕首,久经沙场,930,当前在售(5)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 自由之手 (战痕累累),隐秘,★,匕首,战痕累累,929,当前在售(5)
2023-6-14 9:0,P2000 | 工业牧草 (略有磨损),工业级,普通,手枪,略有磨损,11.93,当前在售(19)
2023-6-14 9:0,P2000 | 工业牧草 (崭新出厂),工业级,普通,手枪,崭新出厂,50.99,当前在售(19)
2023-6-14 9:0,P2000 | 工业牧草 (久经沙场),工业级,普通,手枪,久经沙场,6.78,当前在售(19)
2023-6-14 9:0,P2000 | 工业牧草 (破损不堪),工业级,普通,手枪,破损不堪,6.22,当前在售(19)
2023-6-14 9:0,P2000 | 工业牧草 (战痕累累),工业级,普通,手枪,战痕累累,5.88,当前在售(19)
2023-6-14 9:0,UMP-45（StatTrak™） | 迷幻 (略有磨损),军规级,StatTrak™,微型冲锋枪,略有磨损,7.88,当前在售(123)
2023-6-14 9:0,UMP-45（StatTrak™） | 迷幻 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,25.8,当前在售(123)
2023-6-14 9:0,UMP-45（StatTrak™） | 迷幻 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,5.92,当前在售(123)
2023-6-14 9:0,蝴蝶刀（★） | 澄澈之水 (略有磨损),隐秘,★,匕首,略有磨损,7634,当前在售(140)
2023-6-14 9:0,蝴蝶刀（★） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,8530,当前在售(140)
2023-6-14 9:0,蝴蝶刀（★） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,6735.5,当前在售(140)
2023-6-14 9:0,蝴蝶刀（★） | 澄澈之水 (破损不堪),隐秘,★,匕首,破损不堪,5875,当前在售(140)
2023-6-14 9:0,蝴蝶刀（★） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,5696,当前在售(140)
2023-6-14 9:0,P2000 | 草原落叶 (略有磨损),工业级,普通,手枪,略有磨损,68.99,当前在售(15)
2023-6-14 9:0,P2000 | 草原落叶 (久经沙场),工业级,普通,手枪,久经沙场,46.92,当前在售(15)
2023-6-14 9:0,P2000 | 草原落叶 (破损不堪),工业级,普通,手枪,破损不堪,39.81,当前在售(15)
2023-6-14 9:0,P2000 | 草原落叶 (战痕累累),工业级,普通,手枪,战痕累累,36.57,当前在售(15)
2023-6-14 9:0,蝴蝶刀（★） | 都市伪装 (略有磨损),隐秘,★,匕首,略有磨损,5300,当前在售(136)
2023-6-14 9:0,蝴蝶刀（★） | 都市伪装 (崭新出厂),隐秘,★,匕首,崭新出厂,7500,当前在售(136)
2023-6-14 9:0,蝴蝶刀（★） | 都市伪装 (久经沙场),隐秘,★,匕首,久经沙场,4407,当前在售(136)
2023-6-14 9:0,蝴蝶刀（★） | 都市伪装 (破损不堪),隐秘,★,匕首,破损不堪,4299.49,当前在售(136)
2023-6-14 9:0,蝴蝶刀（★） | 都市伪装 (战痕累累),隐秘,★,匕首,战痕累累,4240,当前在售(136)
2023-6-14 9:0,SG 553 | 重金属摇滚 (略有磨损),军规级,普通,步枪,略有磨损,1.01,当前在售(882)
2023-6-14 9:0,SG 553 | 重金属摇滚 (崭新出厂),军规级,普通,步枪,崭新出厂,2.66,当前在售(882)
2023-6-14 9:0,SG 553 | 重金属摇滚 (久经沙场),军规级,普通,步枪,久经沙场,0.55,当前在售(882)
2023-6-14 9:0,SG 553 | 重金属摇滚 (破损不堪),军规级,普通,步枪,破损不堪,0.51,当前在售(882)
2023-6-14 9:0,SG 553 | 重金属摇滚 (战痕累累),军规级,普通,步枪,战痕累累,0.49,当前在售(882)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 人工染色 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1100,当前在售(4)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,739,当前在售(4)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 人工染色 (破损不堪),隐秘,★,匕首,破损不堪,720,当前在售(4)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,886.97,当前在售(4)
2023-6-14 9:0,UMP-45（StatTrak™） | 野孩子 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,194.7,当前在售(80)
2023-6-14 9:0,UMP-45（StatTrak™） | 野孩子 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,427.88,当前在售(80)
2023-6-14 9:0,UMP-45（StatTrak™） | 野孩子 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,72,当前在售(80)
2023-6-14 9:0,UMP-45（StatTrak™） | 野孩子 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,60.6,当前在售(80)
2023-6-14 9:0,UMP-45（StatTrak™） | 野孩子 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,41,当前在售(80)
2023-6-14 9:0,SG 553 | 危险距离 (略有磨损),军规级,普通,步枪,略有磨损,1,当前在售(791)
2023-6-14 9:0,SG 553 | 危险距离 (崭新出厂),军规级,普通,步枪,崭新出厂,1.48,当前在售(791)
2023-6-14 9:0,SG 553 | 危险距离 (久经沙场),军规级,普通,步枪,久经沙场,0.44,当前在售(791)
2023-6-14 9:0,SG 553 | 危险距离 (破损不堪),军规级,普通,步枪,破损不堪,0.35,当前在售(791)
2023-6-14 9:0,SG 553 | 危险距离 (战痕累累),军规级,普通,步枪,战痕累累,0.34,当前在售(791)
2023-6-14 9:0,P2000 | 寻路者 (略有磨损),工业级,普通,手枪,略有磨损,86.81,当前在售(11)
2023-6-14 9:0,P2000 | 寻路者 (崭新出厂),工业级,普通,手枪,崭新出厂,90,当前在售(11)
2023-6-14 9:0,P2000 | 寻路者 (久经沙场),工业级,普通,手枪,久经沙场,84.36,当前在售(11)
2023-6-14 9:0,SG 553 | 意式拉力 (略有磨损),保密,普通,步枪,略有磨损,401.85,当前在售(706)
2023-6-14 9:0,SG 553 | 意式拉力 (崭新出厂),保密,普通,步枪,崭新出厂,1068.5,当前在售(706)
2023-6-14 9:0,SG 553 | 意式拉力 (久经沙场),保密,普通,步枪,久经沙场,189,当前在售(706)
2023-6-14 9:0,SG 553 | 意式拉力 (破损不堪),保密,普通,步枪,破损不堪,84.34,当前在售(706)
2023-6-14 9:0,SG 553 | 意式拉力 (战痕累累),保密,普通,步枪,战痕累累,56.9,当前在售(706)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 蓝钢 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,994.9,当前在售(3)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 蓝钢 (崭新出厂),隐秘,★,匕首,崭新出厂,5000,当前在售(3)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 蓝钢 (久经沙场),隐秘,★,匕首,久经沙场,900,当前在售(3)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 蓝钢 (破损不堪),隐秘,★,匕首,破损不堪,799.9,当前在售(3)
2023-6-14 9:0,暗影双匕（★ StatTrak™） | 蓝钢 (战痕累累),隐秘,★,匕首,战痕累累,999.5,当前在售(3)
2023-6-14 9:0,UMP-45 | 色如焦糖 (略有磨损),消费级,普通,微型冲锋枪,略有磨损,51.78,当前在售(76)
2023-6-14 9:0,UMP-45 | 色如焦糖 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,228.7,当前在售(76)
2023-6-14 9:0,UMP-45 | 色如焦糖 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,48.77,当前在售(76)
