Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-22 11:15,蝴蝶刀（★） | 屠夫 (略有磨损),隐秘,★,匕首,略有磨损,9700,当前在售(284)
2023-6-22 11:15,蝴蝶刀（★） | 屠夫 (崭新出厂),隐秘,★,匕首,崭新出厂,11899.5,当前在售(284)
2023-6-22 11:15,蝴蝶刀（★） | 屠夫 (久经沙场),隐秘,★,匕首,久经沙场,8789.5,当前在售(284)
2023-6-22 11:15,暗影双匕（★） | 噩梦之夜 (略有磨损),隐秘,★,匕首,略有磨损,787.5,当前在售(10)
2023-6-22 11:15,暗影双匕（★） | 噩梦之夜 (久经沙场),隐秘,★,匕首,久经沙场,654.5,当前在售(10)
2023-6-22 11:15,暗影双匕（★） | 噩梦之夜 (破损不堪),隐秘,★,匕首,破损不堪,652.99,当前在售(10)
2023-6-22 11:15,暗影双匕（★） | 噩梦之夜 (战痕累累),隐秘,★,匕首,战痕累累,631,当前在售(10)
2023-6-22 11:15,SG 553（纪念品） | 白骨 (略有磨损),消费级,纪念品,步枪,略有磨损,0.1,当前在售(1000+)
2023-6-22 11:15,SG 553（纪念品） | 白骨 (崭新出厂),消费级,纪念品,步枪,崭新出厂,0.4,当前在售(1000+)
2023-6-22 11:15,SG 553（纪念品） | 白骨 (久经沙场),消费级,纪念品,步枪,久经沙场,0.08,当前在售(1000+)
2023-6-22 11:15,SG 553（纪念品） | 白骨 (破损不堪),消费级,纪念品,步枪,破损不堪,0.09,当前在售(1000+)
2023-6-22 11:15,SG 553（纪念品） | 白骨 (战痕累累),消费级,纪念品,步枪,战痕累累,0.11,当前在售(1000+)
2023-6-22 11:15,P2000（纪念品） | 坚固链甲 (略有磨损),军规级,纪念品,手枪,略有磨损,66.49,当前在售(86)
2023-6-22 11:15,P2000（纪念品） | 坚固链甲 (崭新出厂),军规级,纪念品,手枪,崭新出厂,80,当前在售(86)
2023-6-22 11:15,P2000（纪念品） | 坚固链甲 (久经沙场),军规级,纪念品,手枪,久经沙场,59.42,当前在售(86)
2023-6-22 11:15,UMP-45 | 紫青之色 (略有磨损),消费级,普通,微型冲锋枪,略有磨损,13.97,当前在售(98)
2023-6-22 11:15,UMP-45 | 紫青之色 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,31.3,当前在售(98)
2023-6-22 11:15,UMP-45 | 紫青之色 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,12.08,当前在售(98)
2023-6-22 11:15,UMP-45 | 紫青之色 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,14.99,当前在售(98)
2023-6-22 11:15,UMP-45 | 紫青之色 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,12.53,当前在售(98)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 大马士革钢 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,968.49,当前在售(10)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,1239.5,当前在售(10)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,790.5,当前在售(10)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,949.99,当前在售(10)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,820,当前在售(10)
2023-6-22 11:15,蝴蝶刀（★） | 深红之网 (略有磨损),隐秘,★,匕首,略有磨损,14000,当前在售(317)
2023-6-22 11:15,蝴蝶刀（★） | 深红之网 (崭新出厂),隐秘,★,匕首,崭新出厂,48975.99,当前在售(317)
2023-6-22 11:15,蝴蝶刀（★） | 深红之网 (久经沙场),隐秘,★,匕首,久经沙场,7071,当前在售(317)
2023-6-22 11:15,蝴蝶刀（★） | 深红之网 (破损不堪),隐秘,★,匕首,破损不堪,6439,当前在售(317)
2023-6-22 11:15,蝴蝶刀（★） | 深红之网 (战痕累累),隐秘,★,匕首,战痕累累,5530,当前在售(317)
2023-6-22 11:15,SG 553 | 阿罗哈 (略有磨损),军规级,普通,步枪,略有磨损,0.68,当前在售(1000+)
2023-6-22 11:15,SG 553 | 阿罗哈 (崭新出厂),军规级,普通,步枪,崭新出厂,1.23,当前在售(1000+)
2023-6-22 11:15,SG 553 | 阿罗哈 (久经沙场),军规级,普通,步枪,久经沙场,0.36,当前在售(1000+)
2023-6-22 11:15,SG 553 | 阿罗哈 (破损不堪),军规级,普通,步枪,破损不堪,0.3,当前在售(1000+)
2023-6-22 11:15,SG 553 | 阿罗哈 (战痕累累),军规级,普通,步枪,战痕累累,0.28,当前在售(1000+)
2023-6-22 11:15,P2000 | 黑曜石 (略有磨损),受限,普通,手枪,略有磨损,12,当前在售(72)
2023-6-22 11:15,P2000 | 黑曜石 (崭新出厂),受限,普通,手枪,崭新出厂,37,当前在售(72)
2023-6-22 11:15,P2000 | 黑曜石 (久经沙场),受限,普通,手枪,久经沙场,8.94,当前在售(72)
2023-6-22 11:15,P2000 | 黑曜石 (破损不堪),受限,普通,手枪,破损不堪,7.46,当前在售(72)
2023-6-22 11:15,P2000 | 黑曜石 (战痕累累),受限,普通,手枪,战痕累累,6.9,当前在售(72)
2023-6-22 11:15,UMP-45 | 金铋辉煌 (略有磨损),受限,普通,微型冲锋枪,略有磨损,20,当前在售(91)
2023-6-22 11:15,UMP-45 | 金铋辉煌 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,31.64,当前在售(91)
2023-6-22 11:15,UMP-45 | 金铋辉煌 (久经沙场),受限,普通,微型冲锋枪,久经沙场,14,当前在售(91)
2023-6-22 11:15,UMP-45 | 金铋辉煌 (破损不堪),受限,普通,微型冲锋枪,破损不堪,16.25,当前在售(91)
2023-6-22 11:15,UMP-45 | 金铋辉煌 (战痕累累),受限,普通,微型冲锋枪,战痕累累,11.26,当前在售(91)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 传说 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1594.99,当前在售(16)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,3487.5,当前在售(16)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,1284.47,当前在售(16)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,1140,当前在售(16)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,1092.5,当前在售(16)
2023-6-22 11:15,蝴蝶刀（★） | 表面淬火 (略有磨损),隐秘,★,匕首,略有磨损,6583,当前在售(256)
2023-6-22 11:15,蝴蝶刀（★） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,9366,当前在售(256)
2023-6-22 11:15,蝴蝶刀（★） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,6037,当前在售(256)
2023-6-22 11:15,蝴蝶刀（★） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,5300,当前在售(256)
2023-6-22 11:15,蝴蝶刀（★） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,5199.5,当前在售(256)
2023-6-22 11:15,P2000（纪念品） | 渐变琥珀 (略有磨损),受限,纪念品,手枪,略有磨损,95,当前在售(56)
2023-6-22 11:15,P2000（纪念品） | 渐变琥珀 (崭新出厂),受限,纪念品,手枪,崭新出厂,198.99,当前在售(56)
2023-6-22 11:15,P2000（纪念品） | 渐变琥珀 (久经沙场),受限,纪念品,手枪,久经沙场,69.99,当前在售(56)
2023-6-22 11:15,P2000（纪念品） | 渐变琥珀 (破损不堪),受限,纪念品,手枪,破损不堪,359.99,当前在售(56)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 自动化 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1190,当前在售(12)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,1499,当前在售(12)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,882.99,当前在售(12)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,1100,当前在售(12)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,860,当前在售(12)
2023-6-22 11:15,SG 553 | 青龙 (略有磨损),受限,普通,步枪,略有磨损,8.96,当前在售(1000+)
2023-6-22 11:15,SG 553 | 青龙 (崭新出厂),受限,普通,步枪,崭新出厂,14.67,当前在售(1000+)
2023-6-22 11:15,SG 553 | 青龙 (久经沙场),受限,普通,步枪,久经沙场,4.63,当前在售(1000+)
2023-6-22 11:15,SG 553 | 青龙 (破损不堪),受限,普通,步枪,破损不堪,3.95,当前在售(1000+)
2023-6-22 11:15,SG 553 | 青龙 (战痕累累),受限,普通,步枪,战痕累累,3.38,当前在售(1000+)
2023-6-22 11:15,UMP-45 | 逮捕者 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,4.04,当前在售(116)
2023-6-22 11:15,UMP-45 | 逮捕者 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,5.79,当前在售(116)
2023-6-22 11:15,UMP-45 | 逮捕者 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,3.39,当前在售(116)
2023-6-22 11:15,UMP-45 | 逮捕者 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,2.65,当前在售(116)
2023-6-22 11:15,UMP-45 | 逮捕者 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,2.31,当前在售(116)
2023-6-22 11:15,蝴蝶刀（★） | 传说 (略有磨损),隐秘,★,匕首,略有磨损,25720,当前在售(248)
2023-6-22 11:15,蝴蝶刀（★） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,47800,当前在售(248)
2023-6-22 11:15,蝴蝶刀（★） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,13550,当前在售(248)
2023-6-22 11:15,蝴蝶刀（★） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,9350,当前在售(248)
2023-6-22 11:15,蝴蝶刀（★） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,6799,当前在售(248)
2023-6-22 11:15,SG 553 | 赛博之力 (略有磨损),军规级,普通,步枪,略有磨损,1.56,当前在售(940)
2023-6-22 11:15,SG 553 | 赛博之力 (崭新出厂),军规级,普通,步枪,崭新出厂,3.52,当前在售(940)
2023-6-22 11:15,SG 553 | 赛博之力 (久经沙场),军规级,普通,步枪,久经沙场,0.8,当前在售(940)
2023-6-22 11:15,SG 553 | 赛博之力 (破损不堪),军规级,普通,步枪,破损不堪,0.61,当前在售(940)
2023-6-22 11:15,SG 553 | 赛博之力 (战痕累累),军规级,普通,步枪,战痕累累,0.59,当前在售(940)
2023-6-22 11:15,P2000 | 绝命密电 (略有磨损),军规级,普通,手枪,略有磨损,86,当前在售(54)
2023-6-22 11:15,P2000 | 绝命密电 (崭新出厂),军规级,普通,手枪,崭新出厂,89,当前在售(54)
2023-6-22 11:15,P2000 | 绝命密电 (久经沙场),军规级,普通,手枪,久经沙场,86.17,当前在售(54)
2023-6-22 11:15,P2000 | 绝命密电 (破损不堪),军规级,普通,手枪,破损不堪,84.97,当前在售(54)
2023-6-22 11:15,P2000 | 绝命密电 (战痕累累),军规级,普通,手枪,战痕累累,84.93,当前在售(54)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 澄澈之水 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,770,当前在售(16)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,939.5,当前在售(16)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,679.93,当前在售(16)
2023-6-22 11:15,暗影双匕（★ StatTrak™） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,999,当前在售(16)
2023-6-22 11:15,蝴蝶刀（★） | 致命紫罗兰 (略有磨损),隐秘,★,匕首,略有磨损,8348,当前在售(177)
2023-6-22 11:15,蝴蝶刀（★） | 致命紫罗兰 (崭新出厂),隐秘,★,匕首,崭新出厂,17699,当前在售(177)
2023-6-22 11:15,蝴蝶刀（★） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,5430.77,当前在售(177)
2023-6-22 11:15,蝴蝶刀（★） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,5120,当前在售(177)
2023-6-22 11:15,蝴蝶刀（★） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,4485,当前在售(177)
2023-6-22 11:15,SG 553 | 锈蚀之刃 (略有磨损),军规级,普通,步枪,略有磨损,0.69,当前在售(1000+)
2023-6-22 11:15,SG 553 | 锈蚀之刃 (崭新出厂),军规级,普通,步枪,崭新出厂,1.28,当前在售(1000+)
2023-6-22 11:15,SG 553 | 锈蚀之刃 (久经沙场),军规级,普通,步枪,久经沙场,0.32,当前在售(1000+)
2023-6-22 11:15,SG 553 | 锈蚀之刃 (破损不堪),军规级,普通,步枪,破损不堪,0.33,当前在售(1000+)
2023-6-22 11:15,SG 553 | 锈蚀之刃 (战痕累累),军规级,普通,步枪,战痕累累,0.28,当前在售(1000+)
2023-6-22 11:15,P2000（StatTrak™） | 黑曜石 (略有磨损),受限,StatTrak™,手枪,略有磨损,33.84,当前在售(33)
2023-6-22 11:15,P2000（StatTrak™） | 黑曜石 (崭新出厂),受限,StatTrak™,手枪,崭新出厂,86.08,当前在售(33)
2023-6-22 11:15,P2000（StatTrak™） | 黑曜石 (久经沙场),受限,StatTrak™,手枪,久经沙场,13.34,当前在售(33)
2023-6-22 11:15,P2000（StatTrak™） | 黑曜石 (破损不堪),受限,StatTrak™,手枪,破损不堪,12.77,当前在售(33)
2023-6-22 11:15,P2000（StatTrak™） | 黑曜石 (战痕累累),受限,StatTrak™,手枪,战痕累累,14.49,当前在售(33)
2023-6-22 11:15,UMP-45（StatTrak™） | 野蛮剑齿虎 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,61.46,当前在售(81)
